episode,raw_episode_return,shaped_episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,meta_keep,meta_swap,meta_charge,meta_fallback,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
34,-76.15100000000001,-137.30100000000002,92,0.7610213717777423,21.853294288294148,10.08217063036518,2760,3085,628531,92,0,0,0,73,55,6,16.45099999999977,15.700698630136984,0.5703125
35,1303.0410000000018,1287.2909999999993,155,0.7549332008035203,22.66682578484047,8.792688354369131,4650,3149,661377,154,0,1,0,118,18,2,26.759000000001386,3.4488050847457745,0.8676470588235294
36,889.7180000000011,861.5679999999995,150,0.7488937351970921,20.544946952884395,9.352844013637966,4500,3222,688842,148,0,2,0,118,43,3,24.682000000001054,7.036288135593229,0.7329192546583851
37,208.04600000000005,147.39599999999984,107,0.7429025853155153,21.52501891868485,8.413398951384881,3210,3283,710229,107,0,0,0,85,46,6,19.25400000000021,11.964164705882355,0.648854961832061
38,1283.4230000000016,1256.0230000000004,152,0.7369593646329912,21.120977334506613,8.718564506267247,4560,3338,737221,152,0,0,0,119,17,3,26.277000000001294,3.7107310924369856,0.875
39,1538.0590000000007,1521.9089999999999,152,0.7310636897159273,24.001453097459347,6.997604233102481,4560,3416,769265,152,0,0,0,119,5,2,26.941000000001388,1.7810168067227008,0.9596774193548387
40,761.9980000000003,716.7979999999999,133,0.7252151801981999,19.11284893871586,6.849816702601306,3990,3486,794751,130,0,3,0,103,32,5,22.102000000000658,7.359242718446608,0.762962962962963
41,960.4480000000002,932.5979999999993,143,0.7194134587566142,17.874326214897675,7.31021257702843,4290,3551,829576,142,0,1,0,111,31,3,22.7520000000008,5.806774774774782,0.7816901408450704
42,349.44299999999987,308.49300000000005,111,0.7136581510865613,24.076783496492148,11.199549980278128,3330,3612,852124,111,0,0,0,89,45,5,18.557000000000073,10.68041573033708,0.664179104477612
43,1213.2610000000006,1173.7110000000002,140,0.7079488858778687,23.703830624079064,8.644331134387425,4200,3656,878789,139,1,0,0,109,12,4,24.53900000000102,3.731550458715606,0.9008264462809917
44,708.4879999999996,669.7879999999994,130,0.7022852947908458,19.869216428353237,11.994352059975649,3900,3720,904899,129,0,1,0,99,33,4,21.712000000000582,7.338505050505057,0.75
45,940.7790000000003,922.8790000000005,144,0.696667012432519,23.796710009958286,14.146394111602396,4320,3778,936631,143,1,0,0,110,32,3,24.02100000000094,6.038372727272735,0.7746478873239436
46,1547.6530000000002,1543.202999999999,166,0.6910936763330588,20.113077511169376,5.494785775908504,4980,3867,977186,166,0,0,0,127,15,1,28.447000000001655,2.459425196850407,0.8943661971830986
47,1051.4430000000004,1022.5929999999992,138,0.6855649269223943,19.41047392346714,9.148085150050656,4140,3916,1002189,138,0,0,0,108,23,3,23.65700000000094,4.894046296296305,0.8244274809160306
48,1608.1240000000012,1592.0240000000001,174,0.6800804075070151,21.90877151487652,6.52684164933318,5220,3994,1038663,173,1,0,0,134,16,2,27.776000000001694,2.7751940298507587,0.8933333333333333
49,1442.7570000000014,1412.6069999999995,152,0.674639764246959,21.716971423623985,9.613372685250484,4560,4045,1086293,151,0,1,0,119,9,3,26.043000000001264,2.665907563025221,0.9296875
50,1420.029000000002,1403.5289999999998,154,0.6692426461329833,23.656321841352558,7.126786112682128,4620,4107,1117577,153,0,1,0,120,10,3,26.271000000001298,2.791425000000011,0.9230769230769231
51,1323.1490000000013,1308.149,145,0.6638887049639195,25.689562588981513,8.599859835306802,4350,4150,1146316,145,0,0,0,112,13,2,24.851000000001097,2.91831250000001,0.896
52,1106.9920000000004,1072.9919999999986,136,0.6585775953242081,26.09354724622715,9.500651410514234,4080,4211,1172864,132,2,2,0,106,13,4,22.808000000000913,4.0378113207547255,0.8907563025210085
53,1544.1610000000007,1541.3110000000008,160,0.6533089745616144,23.964315492019523,7.307910551776487,4800,4288,1212304,156,2,2,0,119,8,1,29.639000000001865,1.729739495798335,0.937007874015748
54,1189.4190000000003,1158.4189999999994,145,0.6480825027651215,20.063685656807802,12.575297377575403,4350,4340,1248579,144,0,1,0,113,18,3,25.38100000000116,4.031690265486736,0.8625954198473282
55,1026.4020000000025,986.5019999999992,156,0.6428978427430005,19.676640981318762,5.794431373808118,4680,4398,1291478,155,0,1,0,122,32,4,25.898000000001264,5.931131147540994,0.7922077922077922
56,1457.9110000000016,1439.4609999999993,141,0.6377546600010565,22.921807964880628,3.8860006758507266,4230,4444,1333632,141,0,0,0,107,0,2,26.989000000001578,1.2344766355140335,1.0
57,1472.3960000000022,1444.9460000000006,166,0.632652622721048,23.18107739862837,5.30044934912379,4980,4504,1374463,165,0,1,0,128,16,3,27.804000000001505,3.301593750000012,0.8888888888888888
58,1431.0630000000006,1392.9630000000006,158,0.6275914017392796,26.601517605931274,8.395219750696095,4740,4555,1407442,158,0,0,0,124,11,4,27.837000000001638,3.217233870967755,0.9185185185185185
59,1002.8150000000003,973.2149999999997,143,0.6225706705253654,21.65182456340302,10.515860829431137,4290,4611,1443628,143,0,0,0,109,24,4,24.485000000001033,5.43288990825689,0.8195488721804511
60,1732.4600000000012,1727.4599999999998,172,0.6175901051611625,18.92313931515267,4.105974491622097,5160,4686,1494378,171,1,0,0,136,11,1,29.840000000001872,1.8936764705882492,0.9251700680272109
61,1241.0910000000001,1210.9409999999996,152,0.6126493843198733,22.059213611395343,4.869631641371209,4560,4743,1516021,151,0,1,0,120,22,3,26.9090000000014,4.282575000000012,0.8450704225352113
62,1545.122000000001,1517.4720000000007,162,0.6077481892453143,24.605365369100998,7.3590829531351725,4860,4793,1554366,161,0,1,0,128,12,3,27.078000000001428,2.811546875000011,0.9142857142857143
63,1630.8970000000015,1615.0469999999993,172,0.6028862037313517,23.600721096569877,8.934567554976589,5160,4861,1601709,171,0,1,0,135,15,2,28.60300000000169,2.6600222222222345,0.9
64,1750.8090000000004,1748.3090000000002,169,0.5980631141015009,25.3598064387647,8.691319336411516,5070,4916,1650581,166,1,2,0,133,6,1,29.59100000000189,1.3473007518797135,0.9568345323741008
65,1550.3580000000013,1533.7079999999999,162,0.5932786091886889,24.378793070667687,10.124621140515364,4860,4968,1688939,162,0,0,0,125,9,2,28.34200000000163,2.1571360000000133,0.9328358208955224
66,1419.436000000002,1392.2360000000003,166,0.5885323803151794,21.52617700960128,8.369499815419974,4980,5019,1732642,166,0,0,0,134,21,3,27.264000000001474,3.7728656716418016,0.864516129032258
67,1275.0400000000016,1235.99,149,0.5838241212726579,21.615738418128267,7.30204645120591,4470,5063,1775446,149,0,0,0,119,16,4,24.560000000001036,3.9492436974790004,0.8814814814814815
68,1458.6500000000024,1429.500000000001,161,0.5791535283024767,23.655219528662123,9.850948274505805,4830,5111,1815818,159,0,2,0,123,12,3,28.450000000001754,2.9378048780487944,0.9111111111111111
69,1389.7370000000012,1371.5369999999994,156,0.5745203000760568,24.400073093260662,8.266700678605298,4680,5158,1860063,156,0,0,0,122,15,2,26.463000000001344,2.9939590163934535,0.8905109489051095
70,1505.6680000000013,1477.9179999999994,159,0.5699241376754484,28.77644357921661,11.166490966668917,4770,5213,1898109,158,0,1,0,122,7,3,28.132000000001582,2.3715737704918163,0.9457364341085271
71,1597.6180000000004,1594.0180000000003,169,0.5653647445740447,20.046935327667963,9.181996732632792,5070,5274,1947476,168,1,0,0,132,15,1,29.382000000001707,2.404409090909104,0.8979591836734694
72,351.6450000000002,301.79500000000024,117,0.5608418266174524,19.77417705551936,6.774123127983506,3510,5336,1980956,116,0,1,0,89,44,5,19.755000000000297,10.543314606741577,0.6691729323308271
73,1375.9360000000004,1336.636,158,0.5563550920045128,22.15183344424431,7.508323081938024,4740,5376,2032582,157,0,1,0,126,16,4,26.66400000000137,3.7624126984127093,0.8873239436619719
74,1784.7560000000008,1779.5059999999987,174,0.5519042512684768,24.16975479055967,7.124707514664223,5220,5435,2084391,172,0,2,0,135,7,1,30.144000000001878,1.4462518518518657,0.9507042253521126
75,1211.088000000001,1193.1879999999994,146,0.5474890172583289,19.536412074307158,3.213394149579958,4380,5478,2133536,145,0,1,0,111,19,2,25.612000000001196,3.7739819819819926,0.8538461538461538
76,1222.8330000000008,1205.4829999999997,153,0.5431091051202622,21.380520561052595,6.319636199053597,4590,5526,2171343,153,0,0,0,117,22,2,24.96700000000112,3.9928803418803516,0.841726618705036
77,1151.766000000001,1124.0659999999998,155,0.5387642322793001,16.470622633938348,3.67964440725183,4650,5575,2214086,154,0,1,0,117,25,3,26.03400000000127,4.7712307692307805,0.823943661971831
78,1984.0920000000003,1989.442,187,0.5344541184210657,21.241879100288777,9.097228638947328,5610,5662,2261914,187,0,0,0,145,9,0,32.108000000002164,1.1786758620689806,0.9415584415584416
79,1930.824,1915.7239999999997,190,0.5301784854736972,24.50424386154076,7.808117830962466,5700,5712,2316490,189,1,0,0,149,8,2,30.77600000000202,1.7394362416107518,0.9490445859872612
80,1078.8550000000025,1028.605,145,0.5259370575899076,21.162111299998802,6.932938767137199,4350,5759,2368581,145,0,0,0,115,22,5,24.64500000000106,5.314304347826097,0.8394160583941606
81,1432.3690000000013,1412.619,156,0.5217295611291883,24.657237998663614,5.157295556124459,4680,5797,2408166,155,1,0,0,118,12,2,26.531000000001306,2.6494152542372995,0.9076923076923077
82,1353.1810000000014,1326.830999999999,158,0.5175557246401549,21.750373418831938,7.048250853766998,4740,5833,2456621,158,0,0,0,124,18,3,26.819000000001395,3.684024193548398,0.8732394366197183
83,100.8779999999999,59.1280000000002,100,0.5134152788430336,21.134725089464336,10.983704643885295,3000,5892,2490263,100,0,0,0,77,46,5,17.62199999999995,12.650935064935064,0.6260162601626016
84,1323.1600000000008,1306.559999999999,168,0.5093079566122893,20.77129716976058,8.06665959143272,5040,5949,2532879,166,1,1,0,134,30,2,28.44000000000162,4.454029850746281,0.8170731707317073
85,1618.4320000000007,1603.7820000000004,187,0.505233492959391,22.3611251214808,8.509413542042017,5610,5998,2589715,187,0,0,0,148,25,2,29.968000000001865,3.5241081081081203,0.8554913294797688
86,990.9089999999999,961.9090000000003,135,0.5011916250157159,18.80878569427188,3.4109291152012196,4050,6048,2634926,135,0,0,0,106,25,3,24.191000000000983,5.274443396226425,0.8091603053435115
87,718.4720000000002,678.9219999999995,119,0.49718209201559016,19.73306005266534,6.027077207912584,3570,6091,2674443,119,0,0,0,92,26,4,20.22800000000038,6.70139130434783,0.7796610169491526
88,770.2339999999998,731.1339999999998,138,0.49320463527946545,21.590321391672436,5.632886086569892,4140,6144,2725213,138,0,0,0,107,37,4,23.266000000000858,7.334261682242999,0.7430555555555556
89,1591.1370000000004,1584.0869999999989,174,0.48925899819722973,18.15741924582927,6.882997229638228,5220,6186,2780727,174,0,0,0,133,17,1,30.663000000001986,2.6230300751879847,0.8866666666666667
90,1384.9880000000014,1357.587999999999,167,0.4853449262116519,16.071253142470194,2.421821652677007,5010,6244,2836730,167,0,0,0,132,22,3,26.512000000001365,3.9016060606060705,0.8571428571428571
91,669.8500000000003,629.7999999999995,119,0.48146216680195864,17.892422560837215,8.50849654621103,3570,6282,2889885,119,0,0,0,92,29,4,20.650000000000432,7.229891304347831,0.7603305785123967
92,793.6259999999999,756.1759999999996,135,0.477610469467543,22.341381861034918,12.937189820372028,4050,6336,2932586,134,0,1,0,107,36,4,23.07400000000081,7.209102803738325,0.7482517482517482
93,1606.3390000000009,1577.1889999999994,156,0.47378958571180263,22.95414065084874,4.293697888423235,4680,6376,2982192,155,0,1,0,124,4,3,27.361000000001614,1.9246854838709808,0.96875
94,803.4350000000004,754.9849999999998,140,0.4699992690261082,16.410884357443347,1.4021054454076858,4200,6427,3024616,139,0,1,0,110,34,5,24.16500000000098,7.241500000000009,0.7638888888888888
95,877.2059999999996,837.9060000000002,135,0.4662392748738994,19.232276010892733,5.738928623199462,4050,6475,3063205,134,1,0,0,105,26,4,22.694000000000756,5.978990476190484,0.8015267175572519
96,1095.6760000000006,1067.9259999999997,154,0.46250936067490817,18.3986149950848,5.098756783555597,4620,6516,3109115,153,0,1,0,120,32,3,25.124000000001114,5.536033333333342,0.7894736842105263
97,1728.3330000000003,1720.183000000001,177,0.4588092857895089,20.501158128066336,8.731557262909165,5310,6564,3171675,177,0,0,0,141,16,1,30.767000000002014,2.352248226950369,0.8980891719745223
98,603.5850000000003,553.1849999999993,132,0.45513881150319285,23.978339533730775,10.583307963970936,3960,6606,3218556,132,0,0,0,102,37,6,23.315000000000847,8.69034313725491,0.7338129496402878
99,1474.9630000000009,1447.3129999999996,164,0.4514977010111673,21.269347706832356,11.296221232995755,4920,6650,3281647,163,1,0,0,132,18,3,26.2370000000013,3.4472500000000097,0.88
100,1587.8450000000012,1580.045,179,0.447885719403078,20.74473222469984,8.35189229691717,5370,6712,3327895,178,0,1,0,141,26,1,28.55500000000166,3.384078014184409,0.844311377245509
101,1534.4390000000008,1518.8889999999997,169,0.44430263364785333,24.5654001826904,6.228211533811671,5070,6777,3377318,169,0,0,0,128,13,2,27.961000000001544,2.582507812500012,0.9078014184397163
102,1735.075000000001,1719.9249999999993,176,0.4407482125786705,17.550039208102547,3.2274439846024374,5280,6822,3440204,175,0,1,0,140,13,2,28.325000000001634,2.356607142857155,0.9150326797385621
103,620.1010000000007,578.7509999999993,128,0.43722222687804113,22.246005696069915,2.2191380396485334,3840,6862,3515958,128,0,0,0,97,35,5,23.499000000000937,8.297927835051556,0.7348484848484849
104,739.7030000000002,700.5529999999997,132,0.4337244490630168,20.2042923840486,10.73399367380624,3960,6901,3566980,132,0,0,0,104,36,4,21.797000000000608,7.406701923076929,0.7428571428571429
105,1543.5390000000002,1538.1889999999999,155,0.43025465347051267,17.923434495397153,4.8205837867080525,4650,6946,3604743,154,1,0,0,119,7,1,27.361000000001543,1.6089159663865675,0.9444444444444444
106,340.53900000000004,292.6389999999999,122,0.4268126162427486,18.250000956346142,7.40869022979111,3660,6996,3642037,122,0,0,0,97,52,5,19.96100000000034,10.922278350515466,0.6510067114093959
107,645.6459999999997,606.9959999999999,137,0.4233981153128066,16.188713480915574,3.633856583569752,4110,7051,3690849,137,0,0,0,109,46,4,22.05400000000065,8.480311926605511,0.7032258064516129
108,1431.0500000000002,1401.45,158,0.4200109303903041,20.94541696770282,10.188436563709114,4740,7088,3732934,158,0,0,0,128,18,3,24.550000000001024,3.507421875000008,0.8767123287671232
109,1520.9760000000012,1494.6259999999993,169,0.4166508429471817,22.456414539873954,10.119847745726094,5070,7134,3785133,168,1,0,0,132,16,3,27.324000000001508,3.2123030303030413,0.8918918918918919
110,780.4089999999997,731.0089999999999,132,0.41331763620360423,19.286125982264902,12.73404487070411,3960,7182,3826977,132,0,0,0,104,30,5,20.591000000000424,7.063375000000003,0.7761194029850746
111,1538.2180000000003,1519.7179999999992,150,0.4100110951139754,24.901397081982964,8.889303176456027,4500,7218,3874781,150,0,0,0,116,3,2,26.582000000001244,1.5239827586207002,0.9747899159663865
112,513.0410000000003,464.74100000000016,119,0.4067310063530636,17.222666494642237,4.862086056193719,3570,7261,3910940,118,0,1,0,94,39,5,19.359000000000226,9.169776595744683,0.706766917293233
113,1479.0950000000005,1451.1450000000002,161,0.40347715830223907,19.93647362659714,5.178354095672229,4830,7302,3960257,161,0,0,0,127,11,4,26.20500000000128,3.1173622047244196,0.9202898550724637
114,1404.6680000000022,1387.8179999999993,158,0.40024934103582116,18.994912437670216,2.817141997436934,4740,7330,4019631,158,0,0,0,124,17,2,26.43200000000133,3.1478387096774303,0.8794326241134752
115,1311.6200000000006,1293.9699999999996,153,0.3970473463075346,20.972425612030563,12.282106944314796,4590,7369,4065394,152,1,0,0,121,21,2,25.180000000001165,3.705619834710753,0.852112676056338
116,1481.9120000000019,1462.8619999999999,149,0.3938709675370743,23.792362459391455,15.067902897828377,4470,7407,4113552,149,0,0,0,117,8,2,25.788000000001244,2.120410256410267,0.936
117,932.754,914.004,130,0.3907199997967777,23.051174893559743,12.554693771753556,3900,7444,4158660,130,0,0,0,103,25,3,22.64600000000077,5.410155339805833,0.8046875
