episode,reward
1,-889.5689999999986
2,-1134.4949999999976
3,-482.0610000000002
4,-862.8750000000014
5,-402.84600000000023
6,-1167.659
7,-1143.691999999998
8,-567.3099999999996
9,-1077.7889999999986
10,-341.76500000000004
