episode,raw_episode_return,shaped_episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,meta_keep,meta_swap,meta_charge,meta_fallback,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
46,1547.6530000000002,1543.202999999999,166,0.5738778347408209,27.079894220557467,5.256363803220083,9960,3816,1925902,166,0,0,0,127,15,1,28.447000000001655,2.459425196850407,0.8943661971830986
47,1051.4430000000004,1022.5929999999992,138,0.566991300723931,22.06312358962875,5.951162013685069,8280,3862,1972175,138,0,0,0,108,23,3,23.65700000000094,4.894046296296305,0.8244274809160306
48,1591.9770000000008,1575.1269999999997,173,0.5601874051152438,27.76041425322586,4.35548099819176,10380,3934,2046542,173,0,0,0,133,16,2,27.8230000000017,2.8046842105263288,0.8926174496644296
49,1625.0870000000004,1607.4370000000008,162,0.5534651562538608,30.450399466330346,5.771701354646879,9720,3978,2112810,161,0,1,0,125,6,2,27.913000000001546,1.7993040000000124,0.9541984732824428
50,1265.520000000002,1236.7199999999998,149,0.5468235743788145,33.010773956788164,6.34935777771393,8940,4034,2185248,149,0,0,0,116,13,4,25.78000000000122,3.702413793103459,0.8992248062015504
51,1323.1490000000013,1308.149,145,0.5402616914862687,27.505783496154795,10.747862148065677,8700,4075,2257361,145,0,0,0,112,13,2,24.851000000001097,2.91831250000001,0.896
52,762.3360000000001,722.1859999999997,127,0.5337785511884334,28.97000721445597,12.117281548307325,7620,4133,2308336,125,1,1,0,96,23,5,20.764000000000514,6.538166666666672,0.8067226890756303
53,1084.4800000000002,1053.48,140,0.5273732085741722,27.47162953825734,4.3993875442232415,8400,4186,2371627,140,0,0,0,108,19,3,25.02000000000111,4.356666666666677,0.8503937007874016
54,1189.4190000000003,1158.4189999999994,145,0.5210447300712822,28.865553727540476,8.458590726742798,8700,4233,2442281,144,0,1,0,113,18,3,25.38100000000116,4.031690265486736,0.8625954198473282
55,1362.746000000002,1347.245999999999,163,0.5147921933104268,25.331861641417984,6.982497681771807,9780,4289,2506757,161,0,2,0,129,23,2,27.45400000000151,3.777162790697686,0.8486842105263158
56,1232.1790000000008,1202.979,132,0.5086146869907017,27.735138993089397,5.776507976681294,7920,4331,2571390,131,1,0,0,101,5,3,23.521000000000942,2.5031782178217914,0.9528301886792453
57,1553.6430000000023,1534.743,167,0.5025113107468132,26.783329769890912,4.027254537955492,10020,4400,2655264,167,0,0,0,130,14,2,28.657000000001656,2.6642846153846285,0.9027777777777778
58,1431.0630000000006,1392.9630000000006,158,0.49648117501785144,34.867821732309025,8.171287648486688,9480,4456,2734119,158,0,0,0,124,11,4,27.837000000001638,3.217233870967755,0.9185185185185185
59,1002.8150000000003,973.2149999999997,143,0.49052340091763724,24.026863669442548,4.831971909227349,8580,4517,2806924,143,0,0,0,109,24,4,24.485000000001033,5.43288990825689,0.8195488721804511
60,1420.8370000000002,1382.9369999999994,162,0.4846371201066256,34.30469805818557,6.076566321270946,9720,4571,2885344,162,0,0,0,129,13,4,27.263000000001462,3.404364341085283,0.9084507042253521
61,1296.034000000001,1277.0839999999992,156,0.4788214746653461,26.318382024382935,5.597015420213724,9360,4629,2958528,154,0,2,0,120,21,2,28.26600000000161,3.783050000000013,0.851063829787234
62,1545.122000000001,1517.4720000000007,162,0.4730756169693619,29.102249172665637,6.304326855498577,9720,4672,3048109,161,0,1,0,128,12,3,27.078000000001428,2.811546875000011,0.9142857142857143
63,807.9759999999998,768.3259999999997,141,0.46739870956572954,32.83628508193643,6.700075134430653,8460,4733,3117231,140,0,1,0,109,39,4,24.024000000000967,7.4497614678899176,0.7364864864864865
64,1479.015000000001,1440.9650000000001,159,0.4617899250509408,31.358521331968547,5.886985570579703,9540,4781,3191703,159,0,0,0,126,9,4,28.28500000000169,2.9443253968254104,0.9333333333333333
65,1550.3580000000013,1533.7079999999999,162,0.4562484459503295,31.847485662587445,4.52521841938113,9720,4826,3260192,162,0,0,0,125,9,2,28.34200000000163,2.1571360000000133,0.9328358208955224
66,1419.436000000002,1392.2360000000003,166,0.45077346459892553,25.498685216306743,5.526155052845737,9960,4868,3331345,166,0,0,0,134,21,3,27.264000000001474,3.7728656716418016,0.864516129032258
67,1275.0400000000016,1235.99,149,0.4453641830237384,27.69940591391001,6.11515072165453,8940,4907,3395448,149,0,0,0,119,16,4,24.560000000001036,3.9492436974790004,0.8814814814814815
68,1468.7360000000012,1452.9359999999995,163,0.44001981282745356,29.4595034941231,5.261910591803202,9780,4948,3492794,161,0,2,0,122,12,2,28.664000000001685,2.592327868852473,0.9104477611940298
69,1389.7370000000012,1371.5369999999994,156,0.4347395750735241,31.329558089476986,5.757859955486069,9360,4991,3573748,156,0,0,0,122,15,2,26.463000000001344,2.9939590163934535,0.8905109489051095
70,1362.2190000000003,1333.0189999999998,151,0.4295227001726418,30.15740849638962,7.47243360220465,9060,5043,3664686,151,0,0,0,118,11,3,26.581000000001325,2.9896694915254347,0.9147286821705426
71,1784.9430000000004,1780.5429999999997,177,0.4243684277705701,27.014889065941826,5.933543474570955,10620,5117,3748635,175,1,1,0,139,10,1,30.157000000001823,1.7270287769784305,0.9328859060402684
72,351.6450000000002,301.79500000000024,117,0.41927600663732323,22.690275363719618,2.5925955772399902,7020,5178,3818972,116,0,1,0,89,44,5,19.755000000000297,10.543314606741577,0.6691729323308271
73,1621.4260000000015,1605.276,170,0.4142446945576753,32.570071058139646,3.969250864982605,10200,5215,3923620,168,0,2,0,131,12,2,28.7740000000017,2.3936946564885626,0.916083916083916
74,1408.7520000000013,1379.451999999999,159,0.40927375822298323,26.006630295430714,4.09892099108586,9540,5258,3993575,158,0,1,0,124,15,3,27.3480000000014,3.3165161290322693,0.8920863309352518
75,1319.6020000000008,1290.7019999999995,148,0.40436247312430745,25.657724455930293,2.080271557000306,8880,5301,4049583,145,1,2,0,116,14,3,26.098000000001267,3.365500000000011,0.8923076923076924
76,1222.8330000000008,1205.4829999999997,153,0.39951012344681575,24.028694697333123,4.825800376831837,9180,5350,4132130,153,0,0,0,117,22,2,24.96700000000112,3.9928803418803516,0.841726618705036
77,1146.936000000001,1107.3860000000002,154,0.394716001965454,21.87509450341829,3.535578957264558,9240,5396,4199974,154,0,0,0,119,24,4,25.96400000000126,4.983731092436985,0.8321678321678322
78,1984.0920000000003,1989.442,187,0.3899794099418685,25.944796743060657,7.121981106127433,11220,5482,4305616,187,0,0,0,145,9,0,32.108000000002164,1.1786758620689806,0.9415584415584416
79,2137.4150000000013,2144.115,195,0.3852996570225661,27.620296885866004,5.939492203557593,11700,5558,4409589,193,1,1,0,152,5,0,32.48500000000214,0.7406907894736983,0.9681528662420382
80,1078.8550000000025,1028.605,145,0.3806760611382953,26.152003901516053,4.425722669458937,8700,5603,4520315,145,0,0,0,115,22,5,24.64500000000106,5.314304347826097,0.8394160583941606
81,1837.5650000000005,1841.1650000000002,172,0.37610794840463574,25.12445664363047,2.7818549465763476,10320,5676,4628267,172,0,0,0,129,3,0,29.6350000000019,0.6002713178294722,0.9772727272727273
82,1353.1810000000014,1326.830999999999,158,0.3715946530237801,25.537134735550307,4.154839338028983,9480,5712,4719097,158,0,0,0,124,18,3,26.819000000001395,3.684024193548398,0.8732394366197183
83,565.7560000000002,526.9559999999997,121,0.3671355171874947,22.09957709435897,5.714508411312892,7260,5759,4788319,119,2,0,0,92,32,4,21.744000000000593,7.872217391304354,0.7419354838709677
84,979.682,951.1819999999996,156,0.36272989098124475,22.157460884406017,4.951902528807649,9360,5815,4872444,155,1,0,0,123,40,3,26.118000000001256,6.425349593495945,0.754601226993865
85,1618.4320000000007,1603.7820000000004,187,0.3583771322894698,25.395011354068462,7.000344824206595,11220,5871,4965093,187,0,0,0,148,25,2,29.968000000001865,3.5241081081081203,0.8554913294797688
86,990.9089999999999,961.9090000000003,135,0.3540766067019962,23.236302214722944,5.406434001304485,8100,5919,5046179,135,0,0,0,106,25,3,24.191000000000983,5.274443396226425,0.8091603053435115
87,718.4720000000002,678.9219999999995,119,0.3498276874215722,20.187818274465428,5.8177283989615125,7140,5974,5118449,119,0,0,0,92,26,4,20.22800000000038,6.70139130434783,0.7796610169491526
88,770.2339999999998,731.1339999999998,138,0.3456297551725134,23.820935581122402,5.158062957104853,8280,6032,5211746,138,0,0,0,107,37,4,23.266000000000858,7.334261682242999,0.7430555555555556
89,1591.1370000000004,1585.736999999999,174,0.3414821981104432,26.699837096966803,5.659826439276508,10440,6074,5310181,173,1,0,0,133,17,1,30.663000000001986,2.6230300751879847,0.8866666666666667
90,1384.9880000000014,1357.587999999999,167,0.3373844117331179,22.14727694393989,3.9447892197591816,10020,6140,5405773,167,0,0,0,132,22,3,26.512000000001365,3.9016060606060705,0.8571428571428571
91,1045.0520000000006,1005.6019999999995,136,0.3333357987923205,25.88501552656731,5.339393297013114,8160,6180,5512792,135,0,1,0,105,18,4,23.148000000000813,4.761409523809531,0.8536585365853658
92,439.6350000000003,389.33500000000004,123,0.3293357692068127,27.480277637156046,7.338979340698014,7380,6241,5585779,122,0,1,0,96,44,5,21.765000000000605,9.847552083333339,0.6857142857142857
93,1303.7950000000012,1273.845,146,0.3253837399763309,26.809992841342847,3.288020701794864,8760,6280,5682048,146,0,0,0,113,11,3,26.30500000000132,3.063761061946914,0.9112903225806451
94,610.1740000000005,582.8739999999998,133,0.3214791350966149,22.591875292374787,2.96648271632075,7980,6331,5781593,132,0,1,0,103,41,4,23.726000000000912,8.299281553398068,0.7152777777777778
95,865.0570000000002,828.0570000000001,134,0.31762138547545554,29.722614706181158,5.520996634803008,8040,6393,5867991,133,0,1,0,105,27,4,22.943000000000794,6.0946952380952455,0.7954545454545454
96,612.7580000000003,572.6579999999989,134,0.31380992884975006,22.20901593292104,6.01033280565964,8040,6446,5963889,133,1,0,0,105,44,4,22.14200000000066,8.497542857142863,0.7046979865771812
97,1728.3330000000003,1720.183000000001,177,0.31004420970355306,27.320454799080803,4.741786821862847,10620,6497,6046770,177,0,0,0,141,16,1,30.767000000002014,2.352248226950369,0.8980891719745223
98,1758.9650000000013,1751.815,176,0.3063236791871104,28.97751084167976,10.072891543941065,10560,6548,6142594,175,0,1,0,137,11,1,30.335000000001948,1.8323722627737369,0.9256756756756757
99,1551.0150000000012,1532.7150000000004,169,0.30264779503686506,27.97022740798589,10.17859899645021,10140,6579,6245767,169,0,0,0,135,20,2,26.885000000001398,3.214703703703714,0.8709677419354839
100,1342.4760000000008,1325.3259999999998,172,0.2990160214964227,26.626675091673036,3.803237225288569,10320,6635,6339031,169,1,2,0,135,33,2,27.624000000001512,4.685362962962974,0.8035714285714286
101,1534.4390000000008,1518.8889999999997,169,0.2954278292384656,33.898066253362074,5.165182088629969,10140,6694,6448851,169,0,0,0,128,13,2,27.961000000001544,2.582507812500012,0.9078014184397163
102,1619.1000000000015,1591.2499999999998,173,0.291882695287604,25.00364360997098,3.0478197599422034,10380,6734,6532311,173,0,0,0,137,14,3,27.90000000000155,2.8897810218978215,0.9072847682119205
103,620.1010000000007,578.7509999999993,128,0.2883801029441528,30.596333529152616,5.4658268176019185,7680,6770,6614447,128,0,0,0,97,35,5,23.499000000000937,8.297927835051556,0.7348484848484849
104,739.7030000000002,700.5529999999997,132,0.28491954170882294,22.25548468598969,7.37981373300456,7920,6811,6702118,132,0,0,0,104,36,4,21.797000000000608,7.406701923076929,0.7428571428571429
105,1136.1280000000006,1108.0780000000004,140,0.28150050720831704,25.598111941040095,7.442172834192003,8400,6844,6768364,139,1,0,0,108,17,3,25.072000000001186,4.063629629629641,0.864
106,661.0290000000002,623.5289999999991,135,0.27812250112181724,20.045730311271768,5.881860577618634,8100,6891,6837903,134,0,1,0,106,40,4,22.2710000000007,7.914820754716987,0.726027397260274
107,1250.332000000001,1234.4820000000007,168,0.27478503110835545,22.00503933504002,2.6555639030441407,10080,6940,6943416,167,0,1,0,128,32,2,26.368000000001327,4.802093750000011,0.8
108,1764.918000000001,1747.2679999999991,171,0.2714876107350552,26.417688703686625,6.580275577690169,10260,6963,7051902,170,0,1,0,138,9,2,26.08200000000132,1.9208840579710242,0.9387755102040817
109,767.2180000000008,718.3179999999996,137,0.2682297594062345,26.879004848590732,6.734883088439051,8220,7007,7128369,137,0,0,0,109,37,5,22.882000000000822,7.640201834862393,0.7465753424657534
110,780.4089999999997,731.0089999999999,132,0.26501100229335967,23.4840449277368,7.9310290659316856,7920,7053,7212799,132,0,0,0,104,30,5,20.591000000000424,7.063375000000003,0.7761194029850746
111,1572.8289999999995,1545.2790000000002,153,0.26183087026583934,33.652798281589924,6.576984085340646,9180,7104,7308799,152,0,1,0,120,2,3,27.671000000001424,1.7680916666666784,0.9836065573770492
112,513.0410000000003,463.74100000000016,119,0.25868889982264925,20.211518355011314,3.054290963287781,7140,7149,7370112,119,0,0,0,94,39,5,19.359000000000226,9.169776595744683,0.706766917293233
113,1664.9170000000006,1650.0169999999998,166,0.25558463302477746,32.17185961569558,5.891896897147459,9960,7199,7442580,165,0,1,0,131,9,2,27.5830000000015,2.0617022900763473,0.9357142857142857
114,1404.6680000000022,1387.8179999999993,158,0.2525176174284801,23.658263195683308,6.279586002589027,9480,7222,7558444,158,0,0,0,124,17,2,26.43200000000133,3.1478387096774303,0.8794326241134752
115,912.0280000000006,873.478,139,0.24948740601933836,24.982630171632167,12.350299839321657,8340,7255,7645722,139,0,0,0,108,29,4,22.872000000000813,6.184925925925934,0.7883211678832117
116,1481.9120000000019,1462.8619999999999,149,0.2464935571471063,28.64539640774363,8.763109061221948,8940,7290,7729116,149,0,0,0,117,8,2,25.788000000001244,2.120410256410267,0.936
117,566.8250000000004,545.4250000000001,118,0.24353563446134102,20.863938166767802,3.8944462261630988,7080,7329,7789392,117,1,0,0,91,35,4,19.67500000000031,8.276648351648355,0.7222222222222222
118,1642.1290000000017,1634.6789999999994,181,0.24061320684780493,29.447302870689093,1.8107290784298382,10860,7387,7938140,181,0,0,0,140,20,1,29.171000000001758,2.806221428571441,0.875
119,1482.074,1454.6239999999993,156,0.23772584836563126,25.104211025465375,2.0266080169596226,9360,7428,8078968,156,0,0,0,121,9,3,28.426000000001626,2.6274876033057986,0.9307692307692308
120,697.3180000000002,655.3179999999996,120,0.2348731381852437,24.71933865567359,3.4308471428023446,7200,7464,8167136,120,0,0,0,93,27,5,20.282000000000355,7.286903225806456,0.775
121,1372.6240000000012,1346.323999999999,164,0.23205466052702076,26.684606567127403,3.305617475121971,9840,7503,8325725,164,0,0,0,128,20,3,28.376000000001586,3.8076250000000122,0.8648648648648649
122,1589.589,1574.239,152,0.2292700046006965,34.017389226563914,7.206564248235603,9120,7549,8419497,151,0,1,0,117,1,2,27.4110000000019,1.242829059829076,0.9915254237288136
123,1170.1940000000006,1131.4939999999995,151,0.22651876454548814,27.45221028282054,2.360235563913981,9060,7584,8519903,151,0,0,0,115,20,4,25.106000000001128,4.607008695652184,0.8518518518518519
124,1504.0730000000017,1488.7229999999993,164,0.22380053937094227,25.182029063506732,5.608287021978114,9840,7628,8630726,163,1,0,0,130,16,2,26.827000000001384,2.930207692307703,0.8904109589041096
125,655.9799999999998,617.23,135,0.22111493289849096,22.162688943226303,3.3715142231223023,8100,7660,8736886,135,0,0,0,107,42,4,22.22000000000067,8.12168224299066,0.7181208053691275
126,1415.2990000000016,1399.8989999999992,172,0.21846155370370907,31.126325432102867,2.822278949826263,10320,7696,8928055,172,0,0,0,134,24,2,27.801000000001544,3.76642537313434,0.8481012658227848
127,1707.892000000001,1691.7419999999997,169,0.21584001505926456,31.781117455402843,5.892778250028396,10140,7756,9057252,168,1,0,0,132,6,2,29.1080000000019,1.720515151515166,0.9565217391304348
128,1251.7770000000007,1223.8769999999986,157,0.21324993487855337,24.622976315581496,1.8324906522807551,9420,7794,9195078,157,0,0,0,124,22,4,25.823000000001255,4.542120967741946,0.8493150684931506
129,1388.1560000000004,1372.9059999999988,170,0.21069093566001074,24.965000692492023,3.717321791134628,10200,7840,9261863,170,0,0,0,135,29,2,27.144000000001455,4.235881481481492,0.823170731707317
130,1725.977000000002,1719.4770000000003,170,0.2081626444320906,26.084442160333342,2.2908468942081224,10200,7889,9415367,170,0,0,0,128,5,1,30.1230000000019,1.2814296875000148,0.9624060150375939
131,1552.2880000000014,1523.2379999999994,154,0.2056646926989055,25.963427439259437,1.092527253493602,9240,7921,9456191,154,0,0,0,119,2,3,28.012000000001546,1.7874957983193407,0.9834710743801653
132,1535.1480000000004,1516.9479999999996,172,0.20319671638651862,29.54526181872068,5.92737667745398,10320,7970,9578201,171,1,0,0,134,20,2,29.152000000001756,3.2451641791044907,0.8701298701298701
133,1396.3680000000013,1379.9680000000005,167,0.20075835578988038,25.601445672296066,2.5772763974414374,10020,7999,9755028,167,0,0,0,128,23,2,27.63200000000155,3.739312500000012,0.847682119205298
134,1145.6760000000008,1118.6759999999997,155,0.1983492555204018,20.420758588419808,1.8571798015409902,9300,8036,9850717,155,0,0,0,120,28,3,25.124000000001132,5.036033333333344,0.8108108108108109
135,766.991,716.141,132,0.195969064454157,25.246360116708797,1.51734060506628,7920,8077,9976023,131,0,1,0,102,27,5,23.109000000000822,6.794205882352949,0.7906976744186046
136,1723.3629999999994,1717.0630000000008,165,0.1936174356807071,30.28701537693992,1.6579643025061097,9900,8121,10064084,164,1,0,0,128,5,1,29.137000000001713,1.2627890625000133,0.9624060150375939
137,1135.4880000000007,1107.3379999999995,142,0.19129402645253862,24.588807409983392,1.793280850106002,8520,8150,10146117,142,0,0,0,111,20,3,24.312000000000992,4.364972972972982,0.8473282442748091
138,1337.9070000000015,1310.5070000000003,161,0.18899849813510816,23.98570533635916,3.3674762013042443,9660,8179,10277391,160,0,1,0,127,23,3,25.993000000001235,4.150338582677175,0.8466666666666667
139,1332.319,1303.9689999999998,153,0.18673051615748687,24.393541573942485,1.6560255775784096,9180,8216,10329810,153,0,0,0,120,16,3,25.281000000001068,3.5223416666666756,0.8823529411764706
140,1704.6640000000004,1691.063999999999,181,0.18448974996359702,27.909921082158608,0.6505534303781078,10860,8260,10366541,179,0,2,0,138,12,2,31.03600000000206,2.3212753623188553,0.92
141,1265.8110000000004,1229.3109999999997,148,0.18227587296403386,26.268507934477483,4.640152143572902,8880,8297,10480694,146,0,2,0,116,13,4,26.2890000000013,3.6999051724138043,0.8992248062015504
142,1283.5590000000009,1269.6589999999999,160,0.18008856248846544,24.32843891858356,2.8569808948040007,9600,8329,10671603,158,0,2,0,127,27,2,25.54100000000119,4.302685039370088,0.8246753246753247
143,1019.4110000000002,989.3109999999995,138,0.17792749973860386,24.076397195080485,4.885598973490766,8280,8362,10757474,138,0,0,0,108,24,3,24.289000000001003,5.05175000000001,0.8181818181818182
144,1253.3020000000015,1236.9019999999994,157,0.17579236974174062,22.154014207161726,3.2354727540552743,9420,8392,10839697,157,0,0,0,123,28,2,25.498000000001184,4.485349593495945,0.8145695364238411
145,783.7909999999996,745.3409999999993,136,0.17368286130483973,21.92582026196589,0.9773569407416325,8160,8425,10947176,136,0,0,0,107,34,4,23.309000000000864,6.973915887850476,0.7588652482269503
