episode,episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
57,-371.73100000000005,70,0.7514768435208588,16.311071460986778,10.146586987844536,1400,4230,543,35,32,8,10.840999999999813,25.475457142857138,0.5223880597014925
58,-576.103,51,0.7477194593032545,24.576568570864552,10.781955360986437,1020,4281,575,30,40,8,9.662999999999839,33.702099999999994,0.42857142857142855
59,-90.3429999999999,56,0.7439808620067382,14.605660947305816,7.08059901327693,1120,4337,532,30,8,8,9.432999999999842,17.67443333333333,0.7894736842105263
60,-148.60599999999994,75,0.7402609576967045,16.82053322153787,10.109437767686943,1500,4412,582,45,27,8,13.165999999999764,18.190355555555552,0.625
61,-552.9630000000001,58,0.736559652908221,21.239672465185667,8.699144939992353,1160,4470,653,31,40,8,10.392999999999825,32.67396774193548,0.43661971830985913
62,-134.73700000000002,44,0.7328768546436799,18.457613676701758,10.499766927932136,880,4514,675,28,9,8,8.596999999999861,19.453464285714283,0.7567567567567568
63,-210.69399999999993,54,0.7292124703704616,16.455666644912625,8.89580643589574,1080,4568,671,29,15,8,9.523999999999837,21.918068965517236,0.6590909090909091
64,-233.84700000000004,52,0.7255664080186093,17.873173277753477,9.944780056235883,1040,4620,704,29,16,8,9.526999999999843,22.54575862068965,0.6444444444444445
65,-202.219,56,0.7219385759785162,17.99641070049256,9.011874774294638,1120,4676,684,33,18,8,9.58899999999984,20.672393939393935,0.6470588235294118
66,-264.319,42,0.7183288830986236,21.773261665854427,9.836414315112467,840,4718,683,26,16,8,8.588999999999862,24.97265384615384,0.6190476190476191
67,-148.3989999999999,69,0.7147372386831305,15.868420413114887,6.716309547883229,1380,4787,693,38,20,8,12.258999999999807,18.76997368421052,0.6551724137931034
68,-98.446,38,0.7111635524897149,19.64068443818312,8.525601410522665,760,4825,705,26,5,8,8.245999999999869,18.59407692307692,0.8387096774193549
69,-31.567999999999984,57,0.7076077347272662,12.819649111675588,8.126600797405759,1140,4882,687,29,3,8,8.877999999999854,15.740620689655167,0.90625
70,78.68099999999993,61,0.7040696960536299,13.05224596342591,7.536462691890413,1220,4943,729,34,1,8,10.08899999999983,12.53497058823529,0.9714285714285714
71,-714.5300000000001,66,0.7005493475733617,23.354666662176676,10.50607466239863,1320,5009,750,38,57,8,11.059999999999809,33.40684210526315,0.4
72,-216.99400000000003,59,0.697046600835495,17.524677899082082,9.136048115190057,1180,5068,727,33,19,8,9.623999999999832,21.118909090909085,0.6346153846153846
73,-212.08900000000003,57,0.6935613678313175,17.704438590297574,9.897138446711594,1140,5125,730,34,20,8,11.328999999999793,20.9420294117647,0.6296296296296297
74,-497.77600000000007,75,0.6900935609921609,19.747413171852628,9.27879453789629,1500,5200,702,46,48,8,13.845999999999757,24.84230434782608,0.48936170212765956
75,-70.64799999999994,57,0.6866430931872001,15.073754423608383,8.183884010120833,1140,5257,687,32,9,8,10.177999999999829,17.049312499999996,0.7804878048780488
76,-61.904000000000025,68,0.6832098777212641,13.105852923958617,8.2190329618978,1360,5325,701,33,9,8,10.303999999999824,16.569818181818178,0.7857142857142857
77,-93.18900000000002,55,0.6797938283326578,15.661618322371082,9.233891680023886,1100,5380,736,32,10,8,9.12899999999985,17.597781249999997,0.7619047619047619
78,-146.07299999999998,57,0.6763948591909945,16.08163168745344,8.396737682731136,1140,5437,738,32,14,8,9.902999999999837,19.406343749999994,0.6956521739130435
79,-275.2360000000001,60,0.6730128848950395,17.289199988295636,7.366992965935885,1200,5497,718,32,21,8,11.585999999999816,22.818312499999994,0.6037735849056604
80,-241.707,53,0.6696478204705644,17.76416988365071,8.843628973021824,1060,5550,752,31,19,8,9.756999999999836,22.472806451612897,0.62
81,-267.75300000000004,53,0.6662995813682115,19.85658458767916,8.095895820293785,1060,5603,774,33,23,8,11.132999999999805,22.961606060606055,0.5892857142857143
82,-1446.7069999999999,74,0.6629680834613705,31.266283791059173,11.482674931837373,1480,5677,770,42,109,8,12.676999999999774,48.84945238095237,0.2781456953642384
83,-827.232,59,0.6596532430440636,26.789593168865824,11.203752661086778,1180,5736,784,31,58,8,10.171999999999828,41.36038709677419,0.34831460674157305
84,-340.159,50,0.6563549768288433,22.15914009548724,11.256876804126426,1000,5786,794,29,24,8,9.198999999999849,26.55513793103448,0.5471698113207547
85,-144.884,55,0.653073201944699,14.51200001063672,7.4491977372774025,1100,5841,780,30,11,8,9.923999999999833,19.327466666666663,0.7317073170731707
86,-317.22800000000007,79,0.6498078359349755,16.80230395670367,6.152542629104721,1580,5920,844,45,37,8,13.37799999999979,21.60395555555555,0.5487804878048781
87,-446.1300000000001,46,0.6465587967553006,23.126739519000377,9.38379538188,920,5966,883,25,27,8,8.979999999999855,32.6432,0.4807692307692308
88,-325.1500000000001,59,0.6433260027715241,17.52725429915018,7.5379006995361735,1180,6025,890,33,27,8,9.979999999999846,24.699393939393936,0.55
89,-86.87000000000002,56,0.6401093727576664,15.30942856094667,6.0478041427974985,1120,6081,933,32,10,8,9.689999999999836,17.555937499999995,0.7619047619047619
90,-298.15999999999997,56,0.6369088258938781,18.442499887131685,8.35578372401651,1120,6137,966,28,19,8,9.839999999999835,24.933571428571423,0.5957446808510638
91,-159.70299999999995,54,0.6337242817644086,14.461129885511818,7.052414402172521,1080,6191,976,27,10,8,8.812999999999866,20.7264074074074,0.7297297297297297
92,-399.46799999999996,42,0.6305556603555866,22.809714533344266,9.090923692742805,840,6233,1009,24,23,8,8.927999999999855,31.434499999999996,0.5106382978723404
93,-298.26099999999997,61,0.6274028820538087,18.273590247345265,6.684174396958751,1220,6294,1065,35,26,8,11.530999999999812,22.949457142857135,0.5737704918032787
94,-113.25300000000004,59,0.6242658676435396,15.87574570310318,7.919854662512129,1180,6353,1068,33,12,8,10.212999999999825,17.97615151515151,0.7333333333333333
95,-692.7850000000001,55,0.6211445383053219,25.026927531036463,10.70198862909932,1100,6408,1098,32,50,8,10.444999999999823,36.33578125,0.3902439024390244
96,-242.05299999999997,49,0.6180388156137953,19.100632628920128,11.579725950792886,980,6457,1118,30,18,8,9.092999999999854,22.733099999999997,0.625
97,-167.40099999999998,62,0.6149486215357263,15.089951636089433,9.678157194790943,1240,6519,1132,33,16,8,10.27099999999982,19.768818181818176,0.673469387755102
98,-183.86200000000002,46,0.6118738784280476,18.105652304609183,8.268363740100808,920,6565,1132,27,12,8,8.821999999999852,21.808222222222216,0.6923076923076923
99,-122.59799999999998,45,0.6088145090359074,16.49884438738227,7.691844723373651,900,6610,1131,30,10,8,9.377999999999838,18.752599999999994,0.75
100,-151.15000000000003,45,0.6057704364907278,16.883644519415167,7.901808806057605,900,6655,1137,27,9,8,8.999999999999861,20.22592592592592,0.75
101,-213.793,43,0.6027415843082742,18.018820889034245,8.984897309953217,860,6697,1161,23,10,8,8.742999999999858,24.29317391304347,0.696969696969697
102,-61.23499999999997,63,0.5997278763867329,15.999825498769207,8.670597609236008,1260,6760,1153,37,13,8,10.274999999999824,16.383108108108104,0.74
103,-1000.18,79,0.5967292370047992,21.507063377931527,10.074294575462945,1580,6839,1141,40,80,7,12.409999999999782,39.25274999999999,0.3333333333333333
104,-83.44600000000004,66,0.5937455908197752,14.353030422758875,7.86235714489594,1320,6905,1166,36,13,8,10.675999999999826,16.89933333333333,0.7346938775510204
105,-309.7940000000001,43,0.5907768628656763,22.976837117311565,8.500802613186195,860,6948,1174,27,20,8,8.563999999999862,26.287555555555553,0.574468085106383
106,-77.71599999999995,66,0.5878229785513479,15.779090978035873,6.99666373791794,1320,7014,1160,37,14,8,11.1159999999998,16.827459459459455,0.7254901960784313
107,-33.182000000000016,69,0.5848838636585911,14.044666615247294,8.564310474892187,1380,7083,1142,38,12,8,10.701999999999844,15.60794736842105,0.76
108,35.649,46,0.5819594443402982,14.605586904627474,7.181894073404531,920,7129,1147,30,0,8,8.700999999999855,13.643366666666662,1.0
109,-216.98199999999997,64,0.5790496471185967,17.142437235743273,5.332990163102658,1280,7193,1079,39,24,8,11.631999999999795,19.92133333333333,0.6190476190476191
110,-205.81200000000013,55,0.5761543988830038,16.606763671270826,7.3268422024290665,1100,7248,1102,30,16,8,10.151999999999827,21.691733333333328,0.6521739130434783
111,-45.80399999999999,51,0.5732736268885887,16.540313656131428,8.13034151133296,1020,7299,1083,34,9,8,9.173999999999825,16.052176470588233,0.7906976744186046
112,-213.27500000000003,37,0.5704072587541458,20.877810630091542,6.573640227166785,740,7336,1076,22,9,8,8.254999999999866,24.693409090909086,0.7096774193548387
113,-153.1899999999999,66,0.567555222460375,16.75033339022687,8.902077314150379,1320,7402,1062,38,20,8,11.229999999999809,18.76657894736842,0.6551724137931034
114,-99.62600000000006,58,0.5647174463480732,14.962793033794853,7.29295852647147,1160,7460,1092,30,9,8,9.335999999999848,18.151199999999996,0.7692307692307693
115,-333.9950000000001,50,0.5618938591163328,19.066460145227612,10.601413101639599,1000,7510,1127,26,21,8,8.934999999999853,27.84365384615384,0.5531914893617021
116,-228.70900000000006,51,0.5590843898207511,18.973470653535106,10.283938881208865,1020,7561,1156,30,18,8,8.668999999999857,22.622299999999996,0.625
117,-85.602,45,0.5562889678716474,16.030711111881665,9.53237898159151,900,7606,1149,27,5,8,9.06199999999985,17.98377777777777,0.84375
118,-308.7169999999999,79,0.5535075230322891,16.967101225134314,9.57902273798621,1580,7685,1161,42,34,8,11.856999999999768,21.99183333333333,0.5526315789473685
119,-377.45799999999997,50,0.5507399854171277,20.683560412600638,10.23287309408188,1000,7735,1185,29,25,8,8.72799999999986,27.15268965517241,0.5370370370370371
120,-207.89499999999992,72,0.547986285490042,17.678958357001346,10.016673621307644,1440,7807,1228,43,29,8,12.214999999999785,19.71662790697674,0.5972222222222222
121,-114.48800000000003,49,0.5452463540625918,15.985428581964605,9.667671011814049,980,7856,1263,28,8,8,9.037999999999851,18.908499999999997,0.7777777777777778
122,-241.50199999999995,47,0.5425201222922789,18.99068088766108,10.434134987313694,940,7903,1317,28,16,8,8.961999999999847,23.266499999999997,0.6363636363636364
123,-86.989,53,0.5398075216808175,15.847603570529312,9.861721550209342,1060,7956,1351,29,7,8,9.818999999999836,17.824793103448272,0.8055555555555556
124,-4.847000000000136,60,0.5371084840724134,15.89848333162566,8.045455296362439,1200,8016,1380,37,10,8,9.826999999999835,15.130459459459454,0.7872340425531915
125,-532.217,61,0.5344229416520513,20.975524671223077,9.71031433022047,1220,8077,1407,34,41,8,10.766999999999816,30.210794117647055,0.4533333333333333
126,-772.798,74,0.531750826943791,22.145621602121437,9.730126256425235,1480,8151,1435,35,58,8,10.807999999999813,36.648799999999994,0.3763440860215054
127,-368.65500000000003,68,0.5290920728090721,19.586543884758346,9.522004360338563,1360,8219,1444,44,39,8,12.024999999999794,22.809659090909086,0.5301204819277109
128,-627.347,57,0.5264466124450268,22.952403347775864,8.803849838755763,1140,8276,1442,34,48,8,11.396999999999807,33.30285294117647,0.4146341463414634
129,-106.10700000000003,54,0.5238143793828016,15.222796305324193,6.544368700952164,1080,8330,1433,34,13,8,10.466999999999818,17.825499999999995,0.723404255319149
130,-375.05599999999987,49,0.5211953074858876,22.13269382593583,9.260903784910179,980,8379,1429,30,27,8,9.515999999999867,27.167199999999994,0.5263157894736842
131,-330.7650000000001,68,0.5185893309484582,18.71839720005279,10.350743663708185,1360,8447,1462,38,31,8,10.414999999999827,23.176710526315784,0.5507246376811594
132,-48.085000000000036,40,0.5159963842937159,18.87262517400086,9.852843229146675,800,8487,1469,26,2,8,8.054999999999872,16.848269230769226,0.9285714285714286
133,-63.736999999999995,71,0.5134164023722473,16.57829570796498,10.210690738579494,1420,8558,1485,41,17,8,11.886999999999794,16.30943902439024,0.7068965517241379
134,-621.0509999999999,80,0.510849320360386,20.126487485412508,10.59943656677846,1600,8638,1508,44,56,8,12.98099999999978,28.545022727272723,0.44
135,-137.00300000000007,47,0.5082950737585841,19.91270210760388,10.037862895714474,940,8685,1524,31,12,8,9.792999999999818,19.096548387096767,0.7209302325581395
136,132.7489999999999,74,0.5057535983897912,13.136391937128595,8.880474275622417,1480,8759,1556,43,6,8,11.3709999999998,11.678395348837205,0.8775510204081632
137,-23.160000000000082,39,0.5032248303978422,18.462000294755665,10.72822187084418,780,8798,1591,27,1,8,8.029999999999875,15.671481481481477,0.9642857142857143
138,-653.4739999999998,66,0.500708706245853,23.43384863255602,11.709237127446317,1320,8864,1594,41,56,8,11.04399999999981,30.57180487804878,0.422680412371134
139,29.328000000000017,64,0.4982051627146237,13.32025015813997,7.945554961124435,1280,8928,1567,36,5,8,11.301999999999806,13.627833333333328,0.8780487804878049
140,-111.33199999999995,77,0.49571413690105054,13.211116941089367,10.45748827107275,1540,9005,1599,39,17,8,10.831999999999805,17.211076923076917,0.6964285714285714
141,-116.06899999999997,53,0.4932355662165453,16.726509358171583,10.48308482703419,1060,9058,1608,32,12,8,9.558999999999882,18.470593749999995,0.7272727272727273
142,-364.69000000000017,57,0.4907693883854626,20.34617553814723,9.787774909692898,1140,9115,1609,38,33,8,10.659999999999812,23.938421052631575,0.5352112676056338
143,-179.93900000000005,52,0.4883155414435353,17.855557683998576,10.428032384997307,1040,9167,1633,31,15,8,9.378999999999847,20.479967741935482,0.6739130434782609
144,-144.0170000000001,48,0.4858739637363176,17.559896000272904,10.091363166140702,960,9215,1650,30,11,8,8.906999999999856,19.300233333333328,0.7317073170731707
145,-453.5849999999999,64,0.483444593917636,18.079484408372082,11.16383816433372,1280,9279,1655,34,35,8,10.834999999999816,27.60397058823529,0.4927536231884058
146,-330.3900000000001,46,0.4810273709480478,22.61834774295921,10.667195361395084,920,9325,1669,30,24,8,9.079999999999846,25.67933333333333,0.5555555555555556
147,-48.680999999999955,38,0.47862223409330756,19.176394953245396,12.11550201997161,760,9363,1680,27,3,8,8.680999999999857,16.802999999999994,0.9
148,-227.34,43,0.47622912292284103,21.051581275064585,9.878022791464748,860,9406,1683,29,16,8,9.019999999999886,22.493793103448272,0.6444444444444445
149,-57.452999999999975,55,0.4738479773082268,14.99347275034948,8.966801302404228,1100,9461,1693,31,6,8,11.112999999999808,16.206870967741928,0.8378378378378378
150,3.351000000000134,59,0.47147873742168567,15.785000055081259,10.154714962478602,1180,9520,1707,36,8,8,10.108999999999858,14.766916666666665,0.8181818181818182
151,-8.858999999999916,50,0.46912134373457726,16.12342006236315,9.962217478588224,1000,9570,1725,32,5,8,8.618999999999861,15.119343749999995,0.8648648648648649
152,-144.334,52,0.46677573701590436,15.850269222846972,9.956129566135887,1040,9622,1746,30,12,8,9.183999999999852,19.642799999999998,0.7142857142857143
153,-100.179,53,0.46444185833082485,16.95556603885203,8.80367956416295,1060,9675,1727,31,10,8,8.918999999999855,18.068354838709674,0.7560975609756098
154,-121.69599999999998,52,0.46211964903917074,17.228461517952383,9.39147945882466,1040,9727,1725,31,11,8,10.175999999999826,18.60245161290322,0.7380952380952381
155,-301.45399999999995,36,0.4598090507939749,25.524833332126338,11.010950012598189,720,9763,1704,25,17,8,8.643999999999862,26.657759999999993,0.5952380952380952
156,-560.2130000000002,80,0.457510005540005,19.193687637289987,9.831941591290525,1600,9843,1625,46,55,8,13.082999999999748,26.960499999999996,0.45544554455445546
157,-26.389999999999972,55,0.45522245551230495,17.170472723855212,10.241003405785358,1100,9898,1616,36,10,8,9.759999999999833,15.59333333333333,0.782608695652174
158,-470.53599999999983,78,0.4529463432347434,17.384564062819265,9.215159202636913,1560,9976,1632,41,43,8,12.975999999999765,25.86526829268292,0.4880952380952381
159,-155.51700000000002,54,0.4506816115185697,16.741500053554773,8.574168686461807,1080,10030,1630,31,12,8,9.486999999999835,19.209258064516124,0.7209302325581395
160,-61.26400000000005,51,0.4484282034609769,16.070588163081922,9.69890276842988,1020,10081,1619,33,9,8,9.453999999999843,16.553151515151512,0.7857142857142857
161,-204.188,48,0.446186062443672,16.549291627326358,7.187645006385477,960,10129,1567,27,13,8,8.867999999999848,22.376592592592587,0.675
162,-212.87399999999997,56,0.4439551321314536,17.068464342637785,9.056927031785017,1120,10185,1563,31,17,8,9.943999999999832,21.54335483870967,0.6458333333333334
163,-3.068000000000012,40,0.4417353564707963,18.532949960930274,10.70506638034014,800,10225,1576,28,1,8,8.027999999999873,15.108142857142852,0.9655172413793104
164,-166.634,59,0.43952667968844233,15.356203621474362,9.148384316666528,1180,10284,1558,30,13,8,9.573999999999847,20.21913333333333,0.6976744186046512
165,-77.72500000000005,60,0.43732904629000013,16.69245000674079,9.546327322729242,1200,10344,1574,36,13,8,10.644999999999811,16.87902777777777,0.7346938775510204
166,-171.82799999999997,52,0.4351424010585501,16.299576869664286,8.562010444741912,1040,10396,1509,32,15,8,9.887999999999842,19.899624999999993,0.6808510638297872
167,-77.99500000000002,48,0.43296668905325736,17.938729498768225,9.336420230579098,960,10444,1511,30,7,8,10.164999999999825,17.265499999999992,0.8108108108108109
168,-46.458000000000034,57,0.43080185560799106,16.73154376702089,10.222424696480628,1140,10501,1505,35,10,8,10.52799999999982,16.040799999999997,0.7777777777777778
169,-339.222,44,0.4286478463299511,20.228363550437447,10.073125340334478,880,10545,1503,22,17,8,8.511999999999874,30.19145454545454,0.5641025641025641
170,-153.77000000000004,48,0.42650460709830135,17.986426930486534,10.197388835216406,960,10591,1500,28,11,8,8.74999999999986,20.491071428571423,0.717948717948718
171,-129.1600000000001,49,0.42437208406280985,18.29551031619158,11.108249211919551,980,10640,1516,30,11,8,8.829999999999854,19.137666666666664,0.7317073170731707
172,-254.69599999999994,49,0.4222502236424958,17.843959265065436,11.437795871593135,980,10689,1500,29,18,8,9.155999999999866,23.436413793103448,0.6170212765957447
173,-247.61700000000008,65,0.42013897252428334,15.27081545089873,7.729291368409847,1300,10754,1452,33,21,8,9.866999999999832,22.047484848484842,0.6111111111111112
174,-210.59199999999998,42,0.4180382776616619,20.473142867464396,8.06220402271886,840,10796,1439,28,14,8,8.971999999999852,22.16328571428571,0.6666666666666666
175,121.44399999999999,68,0.4159480862733536,14.587382331627476,8.536209264112745,1360,10864,1466,42,6,8,12.585999999999826,11.9877619047619,0.875
176,-18.579999999999956,42,0.41386834584198684,16.57838084513233,9.736978349125101,840,10906,1464,29,3,8,8.559999999999858,15.639999999999993,0.90625
177,-254.74,65,0.4117990041127769,15.423507646012764,9.114048324897885,1300,10971,1493,36,24,8,10.819999999999798,21.519999999999996,0.6
178,-180.48800000000014,64,0.40974000909221303,16.089718775474466,9.26537579339638,1280,11035,1493,36,19,8,10.457999999999823,19.457166666666662,0.6545454545454545
179,-356.3460000000001,51,0.40769130904675194,20.832313576457548,11.33780981596267,1020,11086,1506,31,27,8,9.63599999999984,26.333419354838703,0.5344827586206896
180,-48.89699999999996,42,0.40565285250151817,15.919452490551132,9.674915948449605,840,11128,1490,27,3,8,8.866999999999857,16.80988888888888,0.9
181,-123.911,55,0.4036245882390106,16.51816355220296,9.338451319783925,1100,11183,1500,30,10,8,10.580999999999822,18.79603333333333,0.75
182,-392.52,60,0.4016064652978155,18.338833274754386,10.850754345754783,1200,11243,1525,32,30,8,10.289999999999802,26.952812499999993,0.5161290322580645
183,-93.55700000000004,39,0.3995984329713264,22.096589867503216,10.558373333203296,780,11282,1519,27,6,8,8.536999999999862,18.46433333333333,0.8181818181818182
