episode,raw_episode_return,shaped_episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,meta_keep,meta_swap,meta_charge,meta_fallback,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
1,1362.890000000002,1362.1899999999991,157,0.992,11.769757934270581,10.231927057140604,4275,157,90,155,1,1,0,122,20,2,25.910000000001222,3.5418852459016494,0.8591549295774648
2,1240.576000000001,1235.0760000000005,147,0.9840639999999999,12.98857879406158,10.980190402904608,4410,300,271,147,0,0,0,115,17,3,25.02400000000112,3.821078260869575,0.8712121212121212
3,1363.2320000000009,1350.8319999999992,164,0.9761914879999999,12.337369962124063,10.998813467587881,4920,462,467,164,0,0,0,130,22,3,27.16800000000144,4.013600000000011,0.8552631578947368
4,1480.5990000000008,1477.698999999999,153,0.9683819560959999,12.312949677405793,10.438261489333149,4590,610,707,151,1,1,0,116,8,2,27.50100000000154,2.1500086206896687,0.9354838709677419
5,1747.2569999999996,1755.3569999999986,178,0.9606349004472319,13.422910571662092,9.92274054141527,5340,785,996,175,1,2,0,136,11,1,30.643000000002235,1.8584044117647223,0.9251700680272109
6,1698.9880000000007,1689.287999999999,174,0.952949821243654,13.42159321116305,10.05181923739298,5220,954,1384,173,0,1,0,139,12,3,28.51200000000166,2.597208633093537,0.9205298013245033
7,1466.211000000001,1463.1109999999985,151,0.9453262226737048,14.446726745753148,10.442680709304135,4530,1099,1794,149,1,1,0,118,9,2,25.189000000001123,2.277872881355942,0.9291338582677166
8,1705.7510000000007,1704.3510000000003,164,0.9377636128923151,13.054390353976931,11.036726479190099,4920,1258,2331,164,0,0,0,127,3,2,27.84900000000162,1.372039370078753,0.9769230769230769
9,771.729,741.4290000000005,134,0.9302615039891766,19.01349267726347,10.484322095124876,4020,1386,2985,133,0,1,0,105,33,5,21.77100000000062,7.3644857142857205,0.7608695652173914
10,1140.4230000000005,1126.7229999999995,139,0.9228194119572632,20.556524765898857,11.091373591057117,4170,1516,3647,139,0,0,0,106,12,4,24.177000000001016,3.8639339622641606,0.8983050847457628
11,1292.4180000000006,1274.718,161,0.9154368566616051,18.803758323979302,10.853496853288409,4830,1667,4354,161,0,0,0,125,18,4,27.98200000000158,4.100656000000012,0.8741258741258742
12,1366.2079999999999,1353.308,148,0.9081133618083123,15.166471773884385,9.412615459244531,4440,1809,5151,147,0,1,0,110,6,3,26.79200000000144,2.4435636363636495,0.9482758620689655
13,689.0470000000003,683.5470000000003,141,0.9008484549138458,14.743890027350462,7.2774739674924405,4230,1944,6855,141,0,0,0,109,46,3,23.353000000000858,8.03626605504588,0.7032258064516129
14,1464.7530000000015,1452.553,154,0.893641667274535,18.451669788798437,9.57372817920916,4620,2085,9586,154,0,0,0,122,6,4,26.4470000000013,2.6659590163934537,0.953125
15,1042.4110000000007,1027.8109999999997,139,0.8864925339363386,13.903718127212453,8.283704525946998,4170,2217,11704,138,1,0,0,108,23,3,21.789000000000648,4.885083333333339,0.8244274809160306
16,923.7990000000002,894.6989999999996,140,0.8794005936648479,16.7819805065436,7.425610910427003,4200,2350,14012,139,0,1,0,106,21,5,24.601000000000962,5.718877358490575,0.8346456692913385
17,584.1840000000004,552.5840000000002,126,0.8723653889155292,19.96548879433364,9.871677512718888,3780,2465,15741,126,0,0,0,97,38,5,22.416000000000704,8.719752577319595,0.7185185185185186
18,1306.8830000000007,1295.382999999999,161,0.865386465804205,15.858366351204443,6.431001124100655,4830,2616,19132,161,0,0,0,125,22,3,27.617000000001532,4.144936000000013,0.8503401360544217
19,1088.085,1076.6850000000002,136,0.8584633740777713,21.62474862629931,8.364426304896673,4080,2739,21903,134,1,1,0,107,21,3,23.01500000000079,4.597336448598138,0.8359375
20,1409.0280000000005,1397.1279999999997,154,0.8515956670851491,16.945947179873173,10.507606677007882,4620,2882,23707,153,1,0,0,121,9,4,26.972000000001433,3.0245619834710866,0.9307692307692308
21,1072.1230000000012,1059.223,135,0.8447829017484679,15.19995594293017,9.010214082517741,4050,3005,26075,135,0,0,0,105,20,3,24.277000000000953,4.551209523809533,0.84
22,966.6760000000004,952.7760000000002,137,0.8380246385344802,14.524935984739313,6.854728027445846,4110,3130,29157,137,0,0,0,106,27,3,23.52400000000089,5.503056603773593,0.7969924812030075
23,1592.177,1588.577,154,0.8313204414262043,13.701878904292432,7.363133812827982,4620,3272,32648,154,0,0,0,119,4,2,27.42300000000154,1.578344537815139,0.967479674796748
24,1205.3000000000006,1194.0999999999997,158,0.8246698778947946,15.153817116683703,6.512822902152307,4740,3416,36838,158,0,0,0,123,26,3,25.00000000000113,4.7130081300813105,0.825503355704698
25,1762.2620000000009,1760.7619999999984,175,0.8180725188716362,14.626922495929259,8.464215421517691,5250,3579,40568,175,0,0,0,137,6,2,30.738000000002007,1.69881751824819,0.958041958041958
26,1215.567000000001,1202.7669999999994,150,0.8115279387206631,15.430385457351804,8.113354305466016,4500,3715,44778,148,0,2,0,116,20,3,25.03300000000111,4.176146551724147,0.8529411764705882
27,1538.8710000000012,1535.7709999999986,183,0.8050357152108978,14.18255582985168,7.872656974147578,5490,3895,49948,183,0,0,0,143,28,2,28.929000000001725,3.8890139860139983,0.8362573099415205
28,1706.1460000000013,1717.2459999999985,163,0.7985954294892106,15.379020908990292,10.703873008111747,4890,4048,51892,159,2,2,0,123,3,1,27.654000000001524,1.0069430894309066,0.9761904761904762
29,1607.7650000000017,1604.2649999999999,167,0.7922066660532969,15.417299164169117,7.844327905982316,5010,4203,56411,167,0,0,0,131,13,2,28.13500000000165,2.497977099236654,0.9097222222222222
30,1130.6320000000007,1118.331999999999,148,0.7858690127248705,12.777254344215867,7.682910772701641,4440,4339,59768,147,0,1,0,112,21,3,25.168000000001033,4.458642857142866,0.8421052631578947
31,624.1569999999999,603.8570000000001,132,0.7795820606230716,18.57576008705479,7.253518942148999,3960,4457,65515,131,1,0,0,102,41,4,23.243000000000862,8.341598039215695,0.7132867132867133
32,1226.1610000000005,1212.7609999999988,142,0.773345404138087,16.77036092582513,8.667379934687009,4260,4584,69320,142,0,0,0,110,14,3,22.93900000000069,3.534900000000006,0.8870967741935484
33,-76.15100000000001,-117.95100000000012,92,0.7671586409049822,20.862723131664097,9.584725616116456,2760,4666,71526,92,0,0,0,73,55,6,16.45099999999977,15.700698630136984,0.5703125
34,1633.9630000000009,1642.4629999999993,168,0.7610213717777423,13.082880499351415,8.177747973232043,5040,4816,76573,167,1,0,0,130,11,1,28.7370000000017,1.969515384615398,0.9219858156028369
35,624.9890000000006,618.5890000000002,138,0.7549332008035203,18.179699420443047,10.101772111855842,4140,4939,79283,138,0,0,0,109,50,3,23.0110000000008,8.578082568807346,0.6855345911949685
36,208.04600000000005,167.14600000000013,107,0.7488937351970921,21.32132403256598,10.395463316759958,3210,5029,81871,107,0,0,0,85,46,6,19.25400000000021,11.964164705882355,0.648854961832061
37,1283.4230000000016,1271.0229999999992,152,0.7429025853155153,16.9202603813947,8.325386835922275,4560,5163,87950,152,0,0,0,119,17,3,26.277000000001294,3.7107310924369856,0.875
38,1538.0590000000007,1536.0589999999997,152,0.7369593646329912,14.750240115363052,6.282826300148378,4560,5304,94712,152,0,0,0,119,5,2,26.941000000001388,1.7810168067227008,0.9596774193548387
39,499.9480000000002,462.1480000000003,122,0.7310636897159273,20.15134127251804,8.677903473963504,3660,5416,97934,120,0,2,0,94,38,6,20.752000000000447,9.521829787234047,0.7121212121212122
40,1446.0830000000017,1444.2829999999992,161,0.7252151801981999,18.52183616996572,8.861276832426556,4830,5552,106279,160,0,1,0,126,19,2,25.81700000000128,3.285055555555566,0.8689655172413793
41,299.03299999999996,275.53300000000013,112,0.7194134587566142,16.210292536424408,5.716296182147095,3360,5656,113091,111,1,0,0,88,47,5,18.567000000000075,11.147352272727273,0.6518518518518519
42,1207.6520000000005,1186.2519999999995,142,0.7136581510865613,19.759867172898122,8.533890801640183,4260,5782,119319,142,0,0,0,110,13,4,24.54800000000102,3.839527272727282,0.8943089430894309
43,708.4879999999996,686.9880000000003,130,0.7079488858778687,17.413300640608828,13.86904599419007,3900,5894,122939,129,0,1,0,99,33,4,21.712000000000582,7.338505050505057,0.75
44,940.7790000000003,936.4789999999997,144,0.7022852947908458,14.943448059648896,7.499998531628538,4320,6020,133068,143,1,0,0,110,32,3,24.02100000000094,6.038372727272735,0.7746478873239436
45,1547.6530000000002,1555.6529999999998,166,0.696667012432519,15.159366420144776,6.594629839433724,4980,6176,140813,166,0,0,0,127,15,1,28.447000000001655,2.459425196850407,0.8943661971830986
46,1087.0270000000003,1065.4269999999997,141,0.6910936763330588,17.74043435967983,7.583538204586535,4230,6294,151094,138,2,1,0,112,18,4,24.07300000000097,4.535473214285723,0.8615384615384616
47,1591.9770000000008,1590.2769999999998,173,0.6855649269223943,16.901010661927653,6.648829573243569,5190,6444,159622,173,0,0,0,133,16,2,27.8230000000017,2.8046842105263288,0.8926174496644296
48,1445.7570000000014,1432.8569999999995,153,0.6800804075070151,16.08169421873792,9.7149812311908,4590,6577,166780,153,0,0,0,120,10,3,25.543000000001186,2.7436916666666766,0.9230769230769231
49,1594.6850000000013,1593.3849999999998,160,0.674639764246959,20.536647667642683,7.4963683027525745,4800,6716,174677,159,0,1,0,124,6,2,28.215000000001606,1.817056451612916,0.9538461538461539
50,1323.1490000000013,1321.0489999999988,145,0.6692426461329833,15.125628711153142,10.370352278961532,4350,6840,182979,145,0,0,0,112,13,2,24.851000000001097,2.91831250000001,0.896
51,675.7830000000006,643.7830000000006,116,0.6638887049639195,22.549054394829376,8.427189214065157,3480,6939,190309,116,0,0,0,92,26,5,19.51700000000024,7.219750000000002,0.7796610169491526
52,1084.4800000000002,1069.6799999999996,140,0.6585775953242081,17.155614490394612,7.722677457446143,4200,7063,201293,140,0,0,0,108,19,3,25.02000000000111,4.356666666666677,0.8503937007874016
53,1092.110000000001,1068.21,141,0.6533089745616144,17.611967476560398,6.852315623033131,4230,7189,211786,141,0,0,0,110,19,4,24.790000000001065,4.708090909090918,0.8527131782945736
54,1187.9320000000025,1177.5319999999986,162,0.6480825027651215,17.9703324911771,8.531269620132054,4860,7332,221770,160,0,2,0,125,28,3,26.468000000001354,4.896544000000011,0.8169934640522876
55,1457.9110000000016,1453.010999999999,141,0.6428978427430005,16.72374168984222,7.934491395950317,4230,7452,227968,141,0,0,0,107,0,2,26.989000000001578,1.2344766355140335,1.0
56,1553.6430000000023,1550.1429999999996,167,0.6377546600010565,18.03807599631746,8.065932518089127,5010,7601,236470,167,0,0,0,130,14,2,28.657000000001656,2.6642846153846285,0.9027777777777778
57,1431.0630000000006,1411.8629999999994,158,0.632652622721048,20.006263332264616,7.750628839766426,4740,7739,249218,158,0,0,0,124,11,4,27.837000000001638,3.217233870967755,0.9185185185185185
58,1002.8150000000003,989.5150000000001,143,0.6275914017392796,19.291667682333635,10.742378588656447,4290,7865,256357,143,0,0,0,109,24,4,24.485000000001033,5.43288990825689,0.8195488721804511
59,1420.8370000000002,1400.836999999999,162,0.6225706705253654,17.66270007075811,10.848798628697178,4860,8007,268104,162,0,0,0,129,13,4,27.263000000001462,3.404364341085283,0.9084507042253521
60,1258.739000000002,1255.9389999999999,156,0.6175901051611625,15.295586723414882,5.809073461528517,4680,8146,279408,156,0,0,0,120,22,3,27.761000000001527,4.2605083333333456,0.8450704225352113
61,1294.502,1284.0019999999993,153,0.6126493843198733,17.528876873220202,7.123860536057965,4590,8275,290548,153,0,0,0,119,19,3,25.19800000000113,3.9117478991596735,0.8623188405797102
62,1484.5640000000014,1481.763999999999,168,0.6077481892453143,16.66273407166868,7.921446839637226,5040,8423,300837,168,0,0,0,131,21,2,28.236000000001635,3.400274809160318,0.8618421052631579
63,1618.4240000000011,1610.2239999999995,166,0.6028862037313517,16.515076636054822,6.79344658956949,4980,8573,311180,164,0,2,0,131,8,3,28.876000000001785,2.340274809160319,0.9424460431654677
64,1550.3580000000013,1548.1580000000001,162,0.5980631141015009,18.56447791154094,6.546271668294819,4860,8708,326644,162,0,0,0,125,9,2,28.34200000000163,2.1571360000000133,0.9328358208955224
65,1419.436000000002,1410.2359999999985,166,0.5932786091886889,19.4229030644364,9.584024914584486,4980,8856,335155,166,0,0,0,134,21,3,27.264000000001474,3.7728656716418016,0.864516129032258
66,1275.0400000000016,1254.34,149,0.5885323803151794,18.194982438504496,6.461526288708851,4470,8990,345991,149,0,0,0,119,16,4,24.560000000001036,3.9492436974790004,0.8814814814814815
67,1324.7190000000014,1313.7189999999994,155,0.5838241212726579,17.599183464615095,8.886279008516702,4650,9120,358810,154,0,1,0,117,14,3,27.281000000001455,3.3784700854700978,0.8931297709923665
68,1389.7370000000012,1386.3369999999995,156,0.5791535283024767,14.430598036135333,5.46708586710131,4680,9258,372817,156,0,0,0,122,15,2,26.463000000001344,2.9939590163934535,0.8905109489051095
69,1362.2190000000003,1350.318999999999,151,0.5745203000760568,16.361170230643047,9.736376958388103,4530,9387,383309,151,0,0,0,118,11,3,26.581000000001325,2.9896694915254347,0.9147286821705426
70,1337.2320000000016,1334.9319999999993,161,0.5699241376754484,14.0415858136409,8.046135006977659,4830,9529,395024,161,0,0,0,124,22,2,27.668000000001435,3.772322580645173,0.8493150684931506
71,851.3480000000004,838.548,136,0.5653647445740447,16.590311950894403,7.668960094101289,4080,9645,403126,136,0,0,0,104,33,3,23.152000000000832,6.477423076923085,0.7591240875912408
72,1144.6150000000005,1132.315,148,0.5608418266174524,18.384749960682882,8.88099747906934,4440,9771,412443,147,0,1,0,116,24,3,25.485000000001186,4.7015948275862165,0.8285714285714286
73,1691.720000000001,1687.9199999999994,167,0.5563550920045128,17.685234657392563,9.916576068082493,5010,9913,420789,166,1,0,0,131,8,2,28.28000000000156,1.9334351145038287,0.9424460431654677
74,967.5060000000003,951.7060000000005,136,0.5519042512684768,15.76741219740635,8.353564598513586,4080,10032,430513,136,0,0,0,105,25,3,23.494000000000867,5.309466666666674,0.8076923076923077
75,1035.069,1005.2690000000001,146,0.5474890172583289,15.689164250936003,7.3537157124035994,4380,10163,439343,144,0,2,0,115,25,5,24.13100000000099,5.6950521739130515,0.8214285714285714
