episode,raw_episode_return,shaped_episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,meta_keep,meta_swap,meta_charge,meta_fallback,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
145,783.7909999999996,745.3409999999993,136,0.17368286130483973,18.429834486875574,1.8510687739241354,4080,8425,5528199,136,0,0,0,107,34,4,23.309000000000864,6.973915887850476,0.7588652482269503
146,733.1179999999998,697.3179999999999,133,0.17159866696918166,21.245075196230825,9.56381497108249,3990,8464,5568496,132,0,1,0,103,37,4,21.48200000000056,7.591087378640782,0.7357142857142858
147,1581.145,1552.445,173,0.1695394829655515,22.02565653913929,7.134802638956118,5190,8520,5630492,171,2,0,0,136,13,4,29.855000000001883,3.153345588235308,0.912751677852349
148,223.209,160.35899999999998,108,0.16750500916996486,19.81287334371289,7.294939558005627,3240,8567,5673558,108,0,0,0,87,49,6,17.590999999999944,12.147022988505746,0.6397058823529411
149,1666.6249999999998,1648.475,162,0.1654949490599253,24.377675148738938,4.65368770356041,4860,8612,5720252,162,0,0,0,126,6,2,27.375000000001478,1.7331349206349325,0.9545454545454546
150,1682.2510000000016,1666.0009999999993,165,0.16350900967120618,23.169315128908917,7.967124794468735,4950,8642,5791398,165,0,0,0,130,7,2,27.349000000001517,1.8288384615384732,0.948905109489051
151,693.7349999999999,664.5349999999992,136,0.1615469015551517,18.139827769222286,6.312965152310389,4080,8690,5841955,135,0,1,0,105,41,3,23.265000000000853,7.631095238095247,0.7191780821917808
152,991.239,953.9390000000001,138,0.15960833873648989,20.343094851079304,6.897227505209365,4140,8725,5887164,137,0,1,0,108,22,4,22.46100000000075,5.220009259259267,0.8307692307692308
153,1439.233000000001,1411.133,163,0.157693038671652,20.23063090695011,6.742012195548153,4890,8755,5987756,163,0,0,0,127,16,3,27.467000000001498,3.352496062992138,0.8881118881118881
154,883.2500000000002,833.0000000000008,134,0.15580072220759217,22.724790953753043,12.015827916273432,4020,8794,6042172,133,0,1,0,107,22,6,23.050000000000797,6.184579439252344,0.8294573643410853
155,1660.4830000000006,1653.8329999999999,172,0.15393111354110106,24.19684483104407,5.121661043536755,5160,8837,6102877,172,0,0,0,134,15,1,28.817000000001713,2.309828358208968,0.8993288590604027
156,1627.8030000000012,1609.8030000000003,160,0.15208394017860785,23.245663979859092,2.95412452061971,4800,8867,6161322,160,0,0,0,122,3,2,28.797000000001706,1.4934180327868993,0.976
157,1609.2109999999998,1591.1610000000003,174,0.15025893289646455,30.497533745110978,6.1605154307866,5220,8890,6225417,174,0,0,0,139,15,3,28.789000000001703,2.9912877697841846,0.9025974025974026
158,1474.8830000000005,1443.8829999999998,156,0.14845582570170698,22.66741968882091,5.60349058534345,4680,8932,6264901,155,1,0,0,124,12,3,26.217000000001292,2.90416935483872,0.9117647058823529
159,1354.8380000000018,1339.187999999999,157,0.1466743557932865,19.998168674078148,2.533142534790525,4710,8959,6323309,157,0,0,0,124,22,2,25.76200000000121,3.7513064516129133,0.8493150684931506
160,1187.0980000000013,1157.948,157,0.14491426352376705,20.41667368811122,3.7843116314800938,4710,8984,6358882,157,0,0,0,120,25,3,25.702000000001227,4.69085000000001,0.8275862068965517
161,900.6310000000004,860.781,144,0.14317529236148183,16.784149609790703,1.5957782149314879,4320,9034,6402515,143,1,0,0,115,37,4,22.169000000000654,6.820600000000005,0.756578947368421
162,1773.0120000000015,1767.3120000000004,176,0.14145718885314404,20.138170132614587,2.1110138918414263,5280,9084,6451474,176,0,0,0,136,10,1,30.388000000001885,1.7425588235294256,0.9315068493150684
163,1315.1319999999998,1290.9819999999997,140,0.13975970258690631,20.610462177331957,3.249724337259928,4200,9111,6501486,138,0,2,0,108,6,3,24.568000000001007,2.498777777777787,0.9473684210526315
164,1137.8310000000013,1108.1810000000005,142,0.13808258615586344,21.048424990664067,4.105275257540421,4260,9144,6582637,142,0,0,0,109,18,3,24.369000000000945,4.148339449541293,0.8582677165354331
165,1374.7520000000004,1347.7020000000002,154,0.13642559512199307,24.32590387764012,6.9745769422291675,4620,9167,6628513,154,0,0,0,121,14,3,26.648000000001364,3.266512396694226,0.8962962962962963
166,1370.3850000000011,1353.6350000000002,160,0.13478848798052914,21.714518237113953,3.6231823541720707,4800,9194,6668001,160,0,0,0,121,18,2,27.115000000001483,3.343925619834723,0.8705035971223022
167,1507.066000000001,1487.765999999999,164,0.13317102612476278,23.63752129031118,5.379239709009,4920,9228,6736749,164,0,0,0,128,19,2,27.934000000001564,3.226046875000012,0.8707482993197279
168,1053.1030000000003,1023.9029999999999,141,0.13157297381126562,22.51519133380436,6.618537584264227,4230,9259,6777027,141,0,0,0,105,20,3,23.797000000000953,4.589495238095247,0.84
169,1705.5870000000011,1689.287,174,0.12999409812553042,22.73997167309468,4.095239574973154,5220,9298,6830993,174,0,0,0,136,10,2,29.71300000000179,2.091272058823543,0.9315068493150684
170,1340.4400000000003,1313.9899999999998,145,0.12843416894802406,24.466280166290957,9.038506030817143,4350,9326,6908441,142,1,2,0,110,7,3,26.360000000001317,2.586909090909103,0.9401709401709402
171,1292.2600000000011,1272.1099999999994,148,0.12689295892064778,23.037886590470332,5.271648485166533,4440,9352,6972072,147,1,0,0,110,11,3,25.1400000000011,3.1158181818181916,0.9090909090909091
172,826.7170000000004,799.2169999999995,148,0.1253702434136,20.77212176750087,3.576268155510361,4440,9391,7050786,146,0,2,0,116,45,3,23.383000000000873,7.398991379310353,0.7204968944099379
173,1728.4450000000006,1711.9950000000008,176,0.1238658004926368,23.581686567589216,3.8370215141411985,5280,9436,7125170,176,0,0,0,136,9,2,29.95500000000184,1.996727941176484,0.9379310344827586
174,1135.7050000000006,1098.355,137,0.12237941088672516,21.10218250544837,2.1368057761459167,4110,9468,7149941,136,0,1,0,107,13,4,24.39500000000101,4.012102803738327,0.8916666666666667
175,1335.264000000001,1307.364,152,0.12091085795608446,22.346255489796597,3.941002293323216,4560,9488,7198549,152,0,0,0,120,15,3,25.23600000000114,3.3728000000000096,0.8888888888888888
176,1440.1990000000008,1413.2989999999993,157,0.11945992766061145,26.778822046603747,9.644966348467864,4710,9516,7253593,157,0,0,0,120,11,3,27.401000000001474,2.8733416666666787,0.916030534351145
177,1516.111000000001,1509.4109999999998,161,0.11802640852868411,19.18379514032732,4.415897416377413,4830,9565,7345455,161,0,0,0,125,16,1,27.289000000001565,2.5911120000000123,0.8865248226950354
178,896.1750000000003,846.9749999999999,136,0.1166100916263399,21.780126822564533,5.207427562451831,4080,9593,7400968,136,0,0,0,106,26,5,24.525000000001036,6.309669811320764,0.803030303030303
179,1015.7650000000003,978.8149999999997,141,0.11521077052682381,19.020800483485697,2.058642457957527,4230,9616,7456155,141,0,0,0,111,25,4,22.33500000000068,5.443558558558565,0.8161764705882353
180,1494.3070000000007,1476.5569999999998,160,0.11382824128050192,23.67021922641434,4.9679568729798,4800,9655,7526205,160,0,0,0,124,12,2,27.393000000001344,2.5459112903225916,0.9117647058823529
181,1801.1830000000002,1794.733,175,0.1124623023851359,20.69877023569175,3.2235505187624973,5250,9682,7587425,174,0,1,0,134,6,1,31.717000000002223,1.3344552238806136,0.9571428571428572
182,1578.1530000000014,1570.4530000000002,166,0.11111275475651426,20.951218551361418,5.908232692350824,4980,9718,7657846,166,0,0,0,129,13,1,28.84700000000171,2.223620155038773,0.9084507042253521
183,1170.8520000000005,1145.202,138,0.10977940169943609,20.009674879222892,2.2504373981180974,4140,9740,7741423,137,1,0,0,108,16,3,24.348000000001004,3.881000000000009,0.8709677419354839
184,944.63,905.5299999999996,129,0.10846204887904286,20.409278739676918,3.962805172084838,3870,9765,7774756,128,1,0,0,99,18,4,21.270000000000483,5.054242424242429,0.8461538461538461
185,1220.5470000000005,1194.2469999999992,144,0.10716050429249434,18.573336445467753,1.4283477604389192,4320,9795,7820425,144,0,0,0,112,14,3,25.453000000001186,3.5665446428571537,0.8888888888888888
186,1938.276000000002,1930.6260000000007,183,0.10587457824098441,23.957193050899956,5.613674034924672,5490,9841,7856996,181,1,1,0,145,9,1,29.324000000001757,1.4946482758620812,0.9415584415584416
187,510.8210000000001,471.521,124,0.1046040833020926,25.390784906523844,9.973908441810195,3720,9866,7896529,124,0,0,0,96,43,4,21.67900000000061,9.106031250000006,0.6906474820143885
188,1457.8170000000002,1429.5169999999994,162,0.10334883430246748,25.313398749797525,9.305819238654871,4860,9908,7951026,160,2,0,0,124,11,3,28.68300000000166,2.840185483870981,0.9185185185185185
189,916.0420000000004,877.9419999999997,133,0.10210864829083788,21.57943062226575,10.289085935052475,3990,9928,8006748,133,0,0,0,104,23,4,23.758000000000944,5.566903846153855,0.8188976377952756
190,1540.2100000000014,1523.9100000000003,164,0.10088334451134782,22.769201206310267,8.195014637660206,4920,9962,8074488,164,0,0,0,127,11,2,27.990000000001572,2.399921259842532,0.9202898550724637
191,1760.5050000000015,1742.2049999999997,164,0.09967274437721164,20.821668658859846,3.1184568667799475,4920,9986,8135745,164,0,0,0,129,2,2,27.795000000001526,1.2363953488372212,0.9847328244274809
192,479.0440000000005,427.5439999999991,125,0.09847667144468511,19.614640858530997,3.2160155418396,3750,10024,8187346,125,0,0,0,100,46,5,20.556000000000424,9.709560000000005,0.684931506849315
193,1018.8380000000004,982.0379999999998,147,0.0972949513873489,17.587521043802504,2.851422238836483,4410,10053,8236821,145,0,2,0,115,27,4,25.16200000000114,5.575321739130445,0.8098591549295775
194,1059.4000000000005,1021.9999999999994,137,0.09612741197070071,21.87083439277417,6.0370715990553805,4110,10075,8273102,137,0,0,0,107,19,4,23.00000000000078,4.818691588785055,0.8492063492063492
195,1351.0150000000006,1303.1649999999997,148,0.0949738830270523,28.283230636898125,9.782203090942657,4440,10096,8328875,148,0,0,0,116,6,5,26.28500000000135,3.180905172413805,0.9508196721311475
196,933.1350000000003,884.1849999999995,136,0.09383419643072767,26.974871653447146,9.547801337990105,4080,10120,8374481,136,0,0,0,105,22,5,23.46500000000088,5.779666666666675,0.8267716535433071
197,1130.7930000000008,1100.0929999999994,151,0.09270818607355893,21.18493633999779,2.6677427340290665,4530,10154,8420380,151,0,0,0,116,24,3,26.2070000000013,4.734543103448287,0.8285714285714286
198,1083.4479999999996,1054.0479999999995,143,0.09159568784067623,18.12028130844978,3.3047023337482018,4290,10188,8479291,142,1,0,0,116,27,3,22.952000000000837,5.099586206896559,0.8111888111888111
199,1191.1660000000013,1163.9159999999988,149,0.09049653958658811,21.15665242420947,6.487456739028827,4470,10211,8512635,148,0,1,0,115,21,3,25.53400000000121,4.3376869565217495,0.8455882352941176
200,1640.4020000000007,1631.702,166,0.08941058111154905,19.878772625161044,5.183855766847909,4980,10236,8593102,166,0,0,0,128,11,1,29.798000000001863,1.9499843750000145,0.920863309352518
