episode,raw_episode_return,shaped_episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,meta_keep,meta_swap,meta_charge,meta_fallback,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
34,1233.6480000000004,1206.398,143,0.6633398923835757,24.008251003426064,6.579843444590802,4290,3041,611712,141,0,2,0,113,16,3,24.352000000000988,3.728778761061956,0.875968992248062
35,1303.0410000000018,1287.2909999999993,155,0.6553798136749728,24.804289866404066,8.148686589476883,4650,3105,635786,154,0,1,0,118,18,2,26.759000000001386,3.4488050847457745,0.8676470588235294
36,1171.7500000000011,1154.2499999999993,159,0.6475152559108731,20.59913836714794,6.918286997917064,4770,3179,665226,158,0,1,0,126,36,2,26.05000000000126,5.343253968253978,0.7777777777777778
37,208.04600000000005,147.39599999999984,107,0.6397450728399426,21.190598949755184,6.846653666451712,3210,3243,691741,107,0,0,0,85,46,6,19.25400000000021,11.964164705882355,0.648854961832061
38,1283.4230000000016,1256.0230000000004,152,0.6320681319658633,24.876660663965403,6.386084112995549,4560,3300,715206,152,0,0,0,119,17,3,26.277000000001294,3.7107310924369856,0.875
39,1538.0430000000003,1525.042999999999,152,0.6244833143822729,23.100886322692723,5.958799794969852,4560,3381,740339,148,0,4,0,119,5,2,26.95700000000144,1.781151260504214,0.9596774193548387
40,758.7330000000004,720.1329999999996,132,0.6169895146096857,17.842839386949148,8.541862789503853,3960,3449,764064,130,0,2,0,101,32,4,22.267000000000667,7.042247524752483,0.7593984962406015
41,1516.6050000000012,1501.3050000000003,162,0.6095856404343695,22.18037844237722,8.089463957543236,4860,3518,793346,160,0,2,0,129,16,2,25.59500000000124,2.8945348837209397,0.8896551724137931
42,414.39299999999986,385.843,113,0.602270612749157,23.855934421424713,13.448789776602327,3390,3585,822213,112,0,1,0,90,45,4,18.60700000000008,10.006744444444445,0.6666666666666666
43,1207.6520000000005,1167.2519999999997,142,0.5950433653961672,23.645407638624047,4.948598635364586,4260,3623,856037,142,0,0,0,110,13,4,24.54800000000102,3.839527272727282,0.8943089430894309
44,964.4480000000001,938.5479999999998,140,0.5879028450114132,20.597954094449857,6.395399881544567,4200,3680,888820,138,0,2,0,106,25,3,23.852000000000917,5.288226415094348,0.8091603053435115
45,1059.0189999999996,1030.069,146,0.5808480108712762,26.413017967983773,9.778984502134803,4380,3729,923053,146,0,0,0,114,29,3,24.181000000000967,5.403342105263166,0.7972027972027972
46,1547.6530000000002,1543.202999999999,166,0.5738778347408209,19.308150312032954,4.219232170457342,4980,3816,957003,166,0,0,0,127,15,1,28.447000000001655,2.459425196850407,0.8943661971830986
47,1051.4430000000004,1022.5929999999992,138,0.566991300723931,20.380931657945663,9.082533922057221,4140,3862,985198,138,0,0,0,108,23,3,23.65700000000094,4.894046296296305,0.8244274809160306
48,1591.9770000000008,1575.1269999999997,173,0.5601874051152438,25.510412427941283,6.036764254965075,5190,3934,1019470,173,0,0,0,133,16,2,27.8230000000017,2.8046842105263288,0.8926174496644296
49,1625.0870000000004,1607.4370000000008,162,0.5534651562538608,26.033951542455195,8.65969993420589,4860,3978,1055483,161,0,1,0,125,6,2,27.913000000001546,1.7993040000000124,0.9541984732824428
50,1265.520000000002,1236.7199999999998,149,0.5468235743788145,26.699740977421865,5.9111680873555095,4470,4034,1085685,149,0,0,0,116,13,4,25.78000000000122,3.702413793103459,0.8992248062015504
51,1323.1490000000013,1308.149,145,0.5402616914862687,24.030790409471454,10.429380444055315,4350,4075,1117769,145,0,0,0,112,13,2,24.851000000001097,2.91831250000001,0.896
52,762.3360000000001,722.1859999999997,127,0.5337785511884334,24.30191230160408,12.884414834550672,3810,4133,1143700,125,1,1,0,96,23,5,20.764000000000514,6.538166666666672,0.8067226890756303
53,1084.4800000000002,1053.48,140,0.5273732085741722,27.80738158564283,10.027738000778925,4200,4186,1177176,140,0,0,0,108,19,3,25.02000000000111,4.356666666666677,0.8503937007874016
54,1189.4190000000003,1158.4189999999994,145,0.5210447300712822,24.145614513754843,13.656229370599505,4350,4233,1211804,144,0,1,0,113,18,3,25.38100000000116,4.031690265486736,0.8625954198473282
55,1362.746000000002,1347.245999999999,163,0.5147921933104268,22.141455222789677,7.001859282667165,4890,4289,1248343,161,0,2,0,129,23,2,27.45400000000151,3.777162790697686,0.8486842105263158
56,1232.1790000000008,1202.979,132,0.5086146869907017,24.39436897607238,6.203051976242451,3960,4331,1284119,131,1,0,0,101,5,3,23.521000000000942,2.5031782178217914,0.9528301886792453
57,1553.6430000000023,1534.743,167,0.5025113107468132,22.612048133772735,5.818477085821642,5010,4400,1323722,167,0,0,0,130,14,2,28.657000000001656,2.6642846153846285,0.9027777777777778
58,1431.0630000000006,1392.9630000000006,158,0.49648117501785144,29.389041447596437,8.493896234488185,4740,4456,1353530,158,0,0,0,124,11,4,27.837000000001638,3.217233870967755,0.9185185185185185
59,1002.8150000000003,973.2149999999997,143,0.49052340091763724,22.649885608860245,6.986629849186033,4290,4517,1386757,143,0,0,0,109,24,4,24.485000000001033,5.43288990825689,0.8195488721804511
60,1420.8370000000002,1382.9369999999994,162,0.4846371201066256,29.439155443054105,11.262269062073631,4860,4571,1424499,162,0,0,0,129,13,4,27.263000000001462,3.404364341085283,0.9084507042253521
61,1296.034000000001,1277.0839999999992,156,0.4788214746653461,22.760882498744206,9.938250504395901,4680,4629,1459540,154,0,2,0,120,21,2,28.26600000000161,3.783050000000013,0.851063829787234
62,1545.122000000001,1517.4720000000007,162,0.4730756169693619,25.921076565727958,7.483960266662723,4860,4672,1504917,161,0,1,0,128,12,3,27.078000000001428,2.811546875000011,0.9142857142857143
63,807.9759999999998,768.3259999999997,141,0.46739870956572954,30.563281673528518,7.897209978667275,4230,4733,1540775,140,0,1,0,109,39,4,24.024000000000967,7.4497614678899176,0.7364864864864865
64,1479.015000000001,1440.9650000000001,159,0.4617899250509408,28.07476881708739,7.952787285230944,4770,4781,1588572,159,0,0,0,126,9,4,28.28500000000169,2.9443253968254104,0.9333333333333333
65,1550.3580000000013,1533.7079999999999,162,0.4562484459503295,26.989892944486606,8.343911775541892,4860,4826,1633168,162,0,0,0,125,9,2,28.34200000000163,2.1571360000000133,0.9328358208955224
66,1419.436000000002,1392.2360000000003,166,0.45077346459892553,21.56413444479456,8.067458676334365,4980,4868,1673049,166,0,0,0,134,21,3,27.264000000001474,3.7728656716418016,0.864516129032258
67,1275.0400000000016,1235.99,149,0.4453641830237384,25.603803356746898,8.670310713620795,4470,4907,1709867,149,0,0,0,119,16,4,24.560000000001036,3.9492436974790004,0.8814814814814815
68,1468.7360000000012,1452.9359999999995,163,0.44001981282745356,27.139387177509125,8.910319645809494,4890,4948,1752945,161,0,2,0,122,12,2,28.664000000001685,2.592327868852473,0.9104477611940298
69,1389.7370000000012,1371.5369999999994,156,0.4347395750735241,27.6501832548111,6.487463216292552,4680,4991,1788120,156,0,0,0,122,15,2,26.463000000001344,2.9939590163934535,0.8905109489051095
70,1362.2190000000003,1333.0189999999998,151,0.4295227001726418,24.38706953950621,7.179427082912285,4530,5043,1834791,151,0,0,0,118,11,3,26.581000000001325,2.9896694915254347,0.9147286821705426
71,1784.9430000000004,1780.5429999999997,177,0.4243684277705701,22.04997238544958,8.413013355700535,5310,5117,1877158,175,1,1,0,139,10,1,30.157000000001823,1.7270287769784305,0.9328859060402684
72,351.6450000000002,301.79500000000024,117,0.41927600663732323,22.005709174128935,6.25562788455235,3510,5178,1923926,116,0,1,0,89,44,5,19.755000000000297,10.543314606741577,0.6691729323308271
73,1621.4260000000015,1605.276,170,0.4142446945576753,30.157462541572748,9.487333570181155,5100,5215,1968266,168,0,2,0,131,12,2,28.7740000000017,2.3936946564885626,0.916083916083916
74,1408.7520000000013,1379.451999999999,159,0.40927375822298323,24.534403043676097,11.135560691481615,4770,5258,2016972,158,0,1,0,124,15,3,27.3480000000014,3.3165161290322693,0.8920863309352518
75,1319.6020000000008,1290.7019999999995,148,0.40436247312430745,23.74469383798439,4.454222485557333,4440,5301,2065280,145,1,2,0,116,14,3,26.098000000001267,3.365500000000011,0.8923076923076924
76,1222.8330000000008,1205.4829999999997,153,0.39951012344681575,19.562908983576335,4.0448108041468265,4590,5350,2115034,153,0,0,0,117,22,2,24.96700000000112,3.9928803418803516,0.841726618705036
77,1146.936000000001,1107.3860000000002,154,0.394716001965454,18.77572265089574,4.225615341013128,4620,5396,2161227,154,0,0,0,119,24,4,25.96400000000126,4.983731092436985,0.8321678321678322
78,1984.0920000000003,1989.442,187,0.3899794099418685,22.16483189815028,8.945212392416018,5610,5482,2213653,187,0,0,0,145,9,0,32.108000000002164,1.1786758620689806,0.9415584415584416
79,2137.4150000000013,2144.115,195,0.3852996570225661,23.858689993610366,6.676417749682043,5850,5558,2267897,193,1,1,0,152,5,0,32.48500000000214,0.7406907894736983,0.9681528662420382
80,1078.8550000000025,1028.605,145,0.3806760611382953,24.023197849801388,5.827487510100179,4350,5603,2304585,145,0,0,0,115,22,5,24.64500000000106,5.314304347826097,0.8394160583941606
81,1837.5650000000005,1841.1650000000002,172,0.37610794840463574,22.07608281414371,3.9221721938414165,5160,5676,2349213,172,0,0,0,129,3,0,29.6350000000019,0.6002713178294722,0.9772727272727273
82,1353.1810000000014,1326.830999999999,158,0.3715946530237801,23.475304770601703,4.952157957543803,4740,5712,2394923,158,0,0,0,124,18,3,26.819000000001395,3.684024193548398,0.8732394366197183
83,565.7560000000002,526.9559999999997,121,0.3671355171874947,21.253547225563118,6.759003552129445,3630,5759,2431297,119,2,0,0,92,32,4,21.744000000000593,7.872217391304354,0.7419354838709677
84,979.682,951.1819999999996,156,0.36272989098124475,21.87099252602993,8.662819423227228,4680,5815,2475162,155,1,0,0,123,40,3,26.118000000001256,6.425349593495945,0.754601226993865
85,1618.4320000000007,1603.7820000000004,187,0.3583771322894698,22.407556910376577,6.131839712333338,5610,5871,2522068,187,0,0,0,148,25,2,29.968000000001865,3.5241081081081203,0.8554913294797688
86,990.9089999999999,961.9090000000003,135,0.3540766067019962,20.384071084829394,4.806942877592864,4050,5919,2556840,135,0,0,0,106,25,3,24.191000000000983,5.274443396226425,0.8091603053435115
87,718.4720000000002,678.9219999999995,119,0.3498276874215722,20.782240692995675,7.708024580338422,3570,5974,2591352,119,0,0,0,92,26,4,20.22800000000038,6.70139130434783,0.7796610169491526
88,770.2339999999998,731.1339999999998,138,0.3456297551725134,22.742018187256612,7.867325869101832,4140,6032,2629197,138,0,0,0,107,37,4,23.266000000000858,7.334261682242999,0.7430555555555556
89,1591.1370000000004,1585.736999999999,174,0.3414821981104432,20.778183663188983,3.9667352727546543,5220,6074,2684506,173,1,0,0,133,17,1,30.663000000001986,2.6230300751879847,0.8866666666666667
90,1384.9880000000014,1357.587999999999,167,0.3373844117331179,18.93546194650099,5.786259802896344,5010,6140,2736540,167,0,0,0,132,22,3,26.512000000001365,3.9016060606060705,0.8571428571428571
91,1045.0520000000006,1005.6019999999995,136,0.3333357987923205,21.052208580405395,8.961625542009578,4080,6180,2777651,135,0,1,0,105,18,4,23.148000000000813,4.761409523809531,0.8536585365853658
92,439.6350000000003,389.33500000000004,123,0.3293357692068127,25.469280741079068,12.788746120483896,3690,6241,2813007,122,0,1,0,96,44,5,21.765000000000605,9.847552083333339,0.6857142857142857
93,1303.7950000000012,1273.845,146,0.3253837399763309,21.950905424772365,5.660098994758031,4380,6280,2869275,146,0,0,0,113,11,3,26.30500000000132,3.063761061946914,0.9112903225806451
94,610.1740000000005,582.8739999999998,133,0.3214791350966149,19.39618940019798,3.4170151267732893,3990,6331,2906258,132,0,1,0,103,41,4,23.726000000000912,8.299281553398068,0.7152777777777778
95,865.0570000000002,828.0570000000001,134,0.31762138547545554,24.824779628477156,6.76703601102924,4020,6393,2948250,133,0,1,0,105,27,4,22.943000000000794,6.0946952380952455,0.7954545454545454
96,612.7580000000003,572.6579999999989,134,0.31380992884975006,19.983943918678186,7.469470281268826,4020,6446,2985587,133,1,0,0,105,44,4,22.14200000000066,8.497542857142863,0.7046979865771812
97,1728.3330000000003,1720.183000000001,177,0.31004420970355306,24.97607311208622,7.3455312737861815,5310,6497,3036513,177,0,0,0,141,16,1,30.767000000002014,2.352248226950369,0.8980891719745223
98,1758.9650000000013,1751.815,176,0.3063236791871104,22.282383637957867,7.292519854686478,5280,6548,3085190,175,0,1,0,137,11,1,30.335000000001948,1.8323722627737369,0.9256756756756757
99,1551.0150000000012,1532.7150000000004,169,0.30264779503686506,26.39331297902666,21.64969079960027,5070,6579,3135120,169,0,0,0,135,20,2,26.885000000001398,3.214703703703714,0.8709677419354839
100,1342.4760000000008,1325.3259999999998,172,0.2990160214964227,25.82538897131548,6.781102673582328,5160,6635,3179616,169,1,2,0,135,33,2,27.624000000001512,4.685362962962974,0.8035714285714286
101,1534.4390000000008,1518.8889999999997,169,0.2954278292384656,24.769796696099586,2.005629384117954,5070,6694,3233834,169,0,0,0,128,13,2,27.961000000001544,2.582507812500012,0.9078014184397163
102,1619.1000000000015,1591.2499999999998,173,0.291882695287604,20.908384392285623,1.8156829308452862,5190,6734,3296267,173,0,0,0,137,14,3,27.90000000000155,2.8897810218978215,0.9072847682119205
103,832.3680000000003,803.4179999999996,135,0.2883801029441528,23.335181041613772,1.7941159862942166,4050,6772,3344620,134,0,1,0,102,27,4,25.032000000001158,6.3003137254902075,0.7906976744186046
104,1158.0980000000006,1130.9479999999992,151,0.28491954170882294,18.962982084392415,4.5756911439874575,4530,6808,3394869,150,0,1,0,118,25,3,24.902000000001095,4.761881355932212,0.8251748251748252
105,1439.8630000000005,1432.7629999999997,153,0.28150050720831704,21.850377378218315,2.009976766000386,4590,6849,3461692,152,0,1,0,116,11,1,27.13700000000147,2.156353448275875,0.9133858267716536
106,340.53900000000004,292.6389999999999,122,0.27812250112181724,21.082779446647304,10.324761168162027,3660,6902,3506708,122,0,0,0,97,52,5,19.96100000000034,10.922278350515466,0.6510067114093959
107,645.6459999999997,606.9959999999999,137,0.27478503110835545,17.42157833885918,2.3299904166636964,4110,6958,3552111,137,0,0,0,109,46,4,22.05400000000065,8.480311926605511,0.7032258064516129
108,1431.0500000000002,1401.45,158,0.2714876107350552,21.610753892885544,6.987761610570335,4740,6988,3628044,158,0,0,0,128,18,3,24.550000000001024,3.507421875000008,0.8767123287671232
109,767.2180000000008,718.3179999999996,137,0.2682297594062345,22.248420782387257,1.1214700369359223,4110,7030,3631203,137,0,0,0,109,37,5,22.882000000000822,7.640201834862393,0.7465753424657534
110,780.4089999999997,731.0089999999999,132,0.26501100229335967,20.20163042252093,5.499877794583639,3960,7077,3678443,132,0,0,0,104,30,5,20.591000000000424,7.063375000000003,0.7761194029850746
111,1708.2470000000003,1713.0470000000003,156,0.26183087026583934,24.361395565780978,6.662071206834581,4680,7138,3745784,152,4,0,0,120,3,0,27.853000000001412,0.6396083333333451,0.975609756097561
112,513.0410000000003,463.74100000000016,119,0.25868889982264925,20.127392271189255,7.912712198145249,3570,7182,3795799,119,0,0,0,94,39,5,19.359000000000226,9.169776595744683,0.706766917293233
113,1693.2460000000003,1690.8960000000004,166,0.25558463302477746,23.250077182247516,6.473673460090976,4980,7231,3838280,164,0,2,0,130,9,1,27.654000000001524,1.7058000000000118,0.935251798561151
114,1404.6680000000022,1387.8179999999993,158,0.2525176174284801,20.012243718804815,3.8062018283811803,4740,7255,3900270,158,0,0,0,124,17,2,26.43200000000133,3.1478387096774303,0.8794326241134752
115,932.0630000000003,896.5129999999997,137,0.24948740601933836,20.668414723399998,13.577465218871177,4110,7287,3942605,135,0,2,0,109,28,4,22.337000000000728,5.990247706422026,0.7956204379562044
116,1481.9120000000019,1462.8619999999999,149,0.2464935571471063,21.572427106708687,3.4071971398338645,4470,7323,3966015,149,0,0,0,117,8,2,25.788000000001244,2.120410256410267,0.936
117,1399.998000000001,1373.6479999999992,152,0.24353563446134102,22.932807390443294,6.168155628129055,4560,7366,4003592,151,0,1,0,118,11,3,26.702000000001416,2.9237457627118766,0.9147286821705426
118,1642.1290000000017,1634.6789999999994,181,0.24061320684780493,22.241762475836097,5.653866891527264,5430,7421,4068540,181,0,0,0,140,20,1,29.171000000001758,2.806221428571441,0.875
119,1482.074,1454.6239999999993,156,0.23772584836563126,20.888340602390087,3.7391741518281467,4680,7461,4129124,156,0,0,0,121,9,3,28.426000000001626,2.6274876033057986,0.9307692307692308
120,697.3180000000002,655.3179999999996,120,0.2348731381852437,20.396701583374913,6.172957826190524,3600,7496,4184088,120,0,0,0,93,27,5,20.282000000000355,7.286903225806456,0.775
121,1372.6240000000012,1346.323999999999,164,0.23205466052702076,22.721267588107235,4.637820174054402,4920,7536,4233580,164,0,0,0,128,20,3,28.376000000001586,3.8076250000000122,0.8648648648648649
122,1468.1380000000004,1438.6880000000003,146,0.2292700046006965,24.691487838424845,9.747079401146877,4380,7576,4278632,146,0,0,0,114,3,3,25.362000000001224,1.9461578947368527,0.9743589743589743
123,1251.003000000001,1224.3029999999999,150,0.22651876454548814,23.076680028612415,5.89116959698995,4500,7608,4330932,149,0,1,0,116,18,3,25.597000000001206,3.913767241379321,0.8656716417910447
124,1504.0730000000017,1488.7729999999992,164,0.22380053937094227,22.209116765036725,10.9859102171611,4920,7650,4393619,164,0,0,0,130,16,2,26.827000000001384,2.930207692307703,0.8904109589041096
125,655.9799999999998,617.23,135,0.22111493289849096,17.10686266829984,4.855707284668346,4050,7684,4446810,135,0,0,0,107,42,4,22.22000000000067,8.12168224299066,0.7181208053691275
126,1415.2990000000016,1399.8989999999992,172,0.21846155370370907,21.027693462206138,6.574675735115082,5160,7719,4502790,172,0,0,0,134,24,2,27.801000000001544,3.76642537313434,0.8481012658227848
127,1707.892000000001,1691.7419999999997,169,0.21584001505926456,24.22159236852223,6.770795730161949,5070,7779,4548595,168,1,0,0,132,6,2,29.1080000000019,1.720515151515166,0.9565217391304348
128,1251.7770000000007,1223.8769999999986,157,0.21324993487855337,23.772889362185435,5.2980303904053505,4710,7813,4597817,157,0,0,0,124,22,4,25.823000000001255,4.542120967741946,0.8493150684931506
129,1388.1560000000004,1372.9059999999988,170,0.21069093566001074,21.661434580013157,8.916123461442835,5100,7858,4647514,170,0,0,0,135,29,2,27.144000000001455,4.235881481481492,0.823170731707317
130,1725.977000000002,1719.4770000000003,170,0.2081626444320906,21.51131950118305,2.6605430202858122,5100,7906,4705643,170,0,0,0,128,5,1,30.1230000000019,1.2814296875000148,0.9624060150375939
131,1655.306000000001,1637.6559999999997,157,0.2056646926989055,24.267305641274923,3.52943854362342,4710,7935,4758715,156,0,1,0,121,1,2,27.494000000001417,1.1958181818181934,0.9918032786885246
132,1301.4410000000005,1273.7409999999995,166,0.20319671638651862,24.290408149159635,7.423416184038522,4980,7984,4808474,166,0,0,0,127,25,3,27.859000000001558,4.398102362204737,0.8355263157894737
133,1396.3680000000013,1379.9680000000005,167,0.20075835578988038,24.26887653089926,9.275719799110275,5010,8013,4859550,167,0,0,0,128,23,2,27.63200000000155,3.739312500000012,0.847682119205298
134,1145.6760000000008,1118.6759999999997,155,0.1983492555204018,20.151638384415737,5.211475066728489,4650,8052,4918711,155,0,0,0,120,28,3,25.124000000001132,5.036033333333344,0.8108108108108109
135,1223.5960000000005,1193.1459999999995,150,0.195969064454157,22.86345325132211,6.107974564658272,4500,8090,4956906,149,0,1,0,115,17,3,26.204000000001308,3.838295652173924,0.8712121212121212
136,1800.9640000000006,1792.5640000000005,167,0.1936174356807071,22.496186410774015,3.385734557915115,5010,8140,5014886,167,0,0,0,131,4,1,30.036000000001852,1.0995114503816934,0.9703703703703703
137,1135.4880000000007,1107.3379999999995,142,0.19129402645253862,21.836463390810177,7.559101557227925,4260,8168,5082038,142,0,0,0,111,20,3,24.312000000000992,4.364972972972982,0.8473282442748091
138,1337.9070000000015,1310.5070000000003,161,0.18899849813510816,22.734161147350296,7.594081392544889,4830,8197,5139534,160,0,1,0,127,23,3,25.993000000001235,4.150338582677175,0.8466666666666667
139,1332.319,1303.9689999999998,153,0.18673051615748687,22.00331515507176,3.006580952413721,4590,8232,5198036,153,0,0,0,120,16,3,25.281000000001068,3.5223416666666756,0.8823529411764706
140,1704.6640000000004,1691.063999999999,181,0.18448974996359702,22.611473233969008,2.93778650791386,5430,8275,5250167,179,0,2,0,138,12,2,31.03600000000206,2.3212753623188553,0.92
141,1355.921,1328.2709999999995,151,0.18227587296403386,24.31560296311185,6.869412049131415,4530,8306,5312352,150,0,1,0,120,12,3,25.979000000001253,3.075658333333344,0.9090909090909091
142,1235.1170000000016,1218.0169999999998,158,0.18008856248846544,20.806385086083054,4.510205146129624,4740,8334,5361916,158,0,0,0,124,29,2,25.18300000000114,4.5958306451613,0.8104575163398693
143,1019.4110000000002,989.3109999999995,138,0.17792749973860386,21.83854303827536,6.122669940524631,4140,8367,5412998,138,0,0,0,108,24,3,24.289000000001003,5.05175000000001,0.8181818181818182
144,1253.3020000000015,1236.9019999999994,157,0.17579236974174062,20.427811342605928,7.205988487114067,4710,8393,5487031,157,0,0,0,123,28,2,25.498000000001184,4.485349593495945,0.8145695364238411
