policy,cost_per_order,success_rate,ontime_rate,mean_delivery_time,energy_per_order,depletion_events,idle_pct,charger_utilization,n_delivered,n_dropped,episode_return
priority_dynaq,4.437281117892117,0.8473529369400513,0.9032724229254541,34.34507204214649,0.21651153421202787,3.3333333333333335,0.060579481259798264,0.1297871196015461,119.33333333333333,21.333333333333332,1211.5516666666672
random,18.78035406746031,0.6527568062228323,0.890079365079365,39.175165343915346,0.3147555224867669,8.0,0.06802855804182396,0.06690761693901064,39.666666666666664,21.666666666666668,-168.326
greedy_nearest,4.570042801915485,0.8549158221641059,0.902764421909452,34.086563025128456,0.2182026060941716,4.0,0.06667568662830013,0.12737547359538326,118.33333333333333,20.0,1183.2566666666671
milp_rolling,4.722329311461045,0.8363957881199261,0.9109105399237051,32.511990838055674,0.21530528389326242,3.3333333333333335,0.06556271150824385,0.1325432733784415,118.0,23.0,1172.9980000000005
