episode,reward
1,-76.10800000000009
2,-70.41000000000005
3,-334.3059999999999
4,-295.687
5,-78.04399999999998
6,-69.57300000000001
7,-90.26499999999996
8,1.0649999999999125
9,-529.612
10,-571.67
11,-1433.4329999999961
12,-686.1640000000004
13,-1538.0869999999943
14,-541.7640000000005
15,-294.94400000000013
16,-205.18200000000007
17,-1030.334999999999
18,-241.291
19,-335.6090000000003
20,-836.626999999999
21,-145.74800000000005
22,-1013.5659999999995
23,-656.7460000000003
24,-412.3559999999998
25,-403.8089999999999
26,-428.7780000000002
27,-1449.7309999999975
28,-358.9409999999999
29,-386.27800000000013
30,-647.9860000000008
31,-1348.0539999999971
32,-296.936
33,-1242.1249999999984
34,-204.69899999999973
35,-616.8290000000012
36,-464.7450000000001
37,-769.8380000000002
38,-430.71899999999977
39,-354.27200000000005
40,-1000.0239999999976
41,-316.43999999999994
42,-1204.7149999999988
43,-397.3230000000001
44,-535.9210000000004
45,-596.4859999999998
46,-84.39300000000007
47,-315.499
48,-175.54200000000014
49,-437.3920000000004
50,-356.6310000000001
51,-550.7410000000004
52,-193.52900000000005
53,-301.4540000000002
54,-195.19699999999995
55,-890.0950000000007
56,-758.1989999999996
57,-155.625
58,-501.1460000000005
59,-643.468000000001
60,-489.813
61,-205.8520000000001
62,-314.09399999999994
63,-648.676000000001
64,-992.9689999999987
65,-345.54200000000026
66,-1203.2549999999992
67,-1161.5099999999995
68,-168.597
69,-143.34899999999988
70,-842.3629999999997
71,-73.56800000000001
72,-701.6699999999996
73,-479.19400000000064
74,-663.0159999999998
75,-251.3630000000001
76,-83.58200000000004
77,-585.053
78,-736.9079999999991
79,-415.9760000000004
80,-90.60100000000028
81,-519.972
82,-310.97300000000007
83,-1379.783999999998
84,-1263.3549999999987
85,-134.4840000000001
86,-444.78000000000014
87,-63.16400000000007
88,-758.9900000000001
89,-788.4700000000004
90,-711.1409999999996
91,-529.3060000000004
92,-859.7749999999987
93,-476.17399999999964
94,-309.18000000000006
95,-1136.4369999999992
96,-698.155
97,-695.1270000000004
98,-963.8489999999998
99,-1404.9189999999971
100,-616.5870000000007
101,-927.8109999999995
102,-848.2949999999998
103,-310.2
104,-716.9309999999995
105,-1037.0999999999985
106,-1212.254999999998
107,-1478.4579999999983
108,-180.279
109,-414.83500000000043
110,-415.31500000000017
111,-416.0729999999999
112,-243.46100000000013
113,-1058.8459999999986
114,-1320.5779999999975
115,-174.38299999999987
116,-263.5810000000001
117,-77.14400000000012
118,-940.9909999999993
119,-529.1720000000004
120,-454.08299999999997
121,-692.5930000000003
122,-1531.1949999999977
123,-308.4520000000001
124,-203.76600000000008
125,-1319.0259999999976
126,-188.50900000000007
127,-321.42099999999994
128,-486.655
129,-733.874
130,-701.9140000000001
131,-481.4390000000004
132,-260.0749999999997
133,-1423.671999999999
134,-1089.831999999998
135,-413.031
136,-717.9669999999999
137,200.22900000000018
138,-701.0940000000004
139,-106.65499999999997
140,-920.5929999999981
141,-579.5010000000001
142,-432.5670000000005
143,-515.1270000000002
144,-324.97799999999995
145,-5.213000000000093
146,-1030.7049999999997
147,-951.8919999999996
148,-399.821
149,-328.4029999999998
150,-693.2069999999994
151,-458.66599999999977
152,-1001.0249999999982
153,-742.7179999999994
154,-402.582
155,-1061.6159999999977
156,-63.99300000000011
157,-413.314
158,-487.6880000000002
159,-705.4720000000001
160,-186.65800000000013
161,-1293.3019999999972
162,-1142.9379999999994
163,-157.6160000000002
164,-48.443999999999974
165,-969.6289999999998
166,-535.7120000000006
167,-680.8050000000002
168,71.03500000000037
169,-101.98499999999996
170,-442.0050000000001
171,-937.3889999999997
172,-147.82700000000017
173,-334.1860000000002
174,-483.18100000000027
175,-390.34799999999996
176,-304.7260000000002
177,-558.6969999999999
178,-833.9929999999991
179,-302.5349999999998
180,-274.8389999999999
181,-407.02600000000035
182,-180.00300000000004
183,-418.01200000000006
184,-220.3579999999999
185,-130.023
186,-693.0369999999994
187,-270.81400000000025
188,-274.66099999999994
189,-517.7379999999998
190,-465.3650000000004
191,-459.99999999999983
192,-861.9929999999998
193,-66.80700000000019
194,-135.5100000000001
195,-261.53299999999996
196,-431.2840000000002
197,-122.58299999999997
198,-165.73300000000017
199,-572.0150000000001
200,-921.4119999999998
