episode,episode_return,decision_steps,epsilon,mean_real_td_error,mean_planning_td_error,planning_updates,model_size,queue_size,delivered,dropped,depletion_events,energy,cost_per_order,success_rate
36,-234.81700000000004,51,0.8348931673187264,19.06084346186881,9.515220857470059,1020,2688,1058,29,17,8,8.726999999999858,22.921620689655168,0.6304347826086957
37,-889.4039999999998,57,0.8307187014821328,27.81091230454152,13.846989450577581,1140,2745,1088,34,64,8,11.193999999999797,40.42335294117646,0.3469387755102041
38,-32.96300000000012,82,0.8265651079747222,13.136743769594808,9.188809906925279,1640,2827,1095,41,15,8,11.852999999999849,15.557390243902436,0.7321428571428571
39,-63.45699999999997,50,0.8224322824348486,14.799020087793469,8.401805002756417,1000,2877,1100,28,5,8,8.406999999999865,17.26453571428571,0.8484848484848485
40,3.5130000000000123,61,0.8183201210226743,13.777590045797043,8.716015729731039,1220,2938,1121,31,3,8,9.286999999999852,14.722161290322575,0.9117647058823529
41,-128.449,62,0.8142285204175609,15.727016365215663,8.841839626677816,1240,3000,1152,34,14,8,10.698999999999797,18.335264705882345,0.7083333333333334
42,-91.77400000000002,60,0.810157377815473,16.126066785585135,9.19376457626621,1200,3060,1215,35,13,8,10.513999999999818,17.33468571428571,0.7291666666666666
43,-34.60699999999994,69,0.8061065909263957,14.307173851553513,6.530022240937621,1380,3129,1251,42,16,8,11.726999999999787,15.583976190476186,0.7241379310344828
44,-392.3580000000001,69,0.8020760579717637,18.378521730394468,7.993074302823431,1380,3198,1282,37,35,8,10.797999999999806,25.332378378378372,0.5138888888888888
45,-71.35399999999994,60,0.798065677681905,14.336266606735686,7.343420180315153,1200,3258,1298,33,10,8,10.193999999999864,17.008909090909086,0.7674418604651163
46,-6.403999999999883,72,0.7940753492934954,13.689222230006838,4.20297293947337,1440,3330,1317,38,11,8,11.293999999999828,15.165631578947364,0.7755102040816326
47,-624.606,67,0.7901049725470279,21.062447933007533,8.702001115317291,1340,3397,1365,35,48,8,10.605999999999819,32.41445714285714,0.42168674698795183
48,-214.03900000000002,58,0.7861544476842928,16.43991378444279,8.987997039429972,1160,3455,1405,33,19,8,10.278999999999835,21.181181818181813,0.6346153846153846
49,-299.54499999999996,56,0.7822236754458713,17.82866082217411,8.944722531070667,1120,3511,1409,31,22,8,10.214999999999838,24.016612903225802,0.5849056603773585
50,-248.01600000000002,65,0.778312557068642,16.86203077667608,8.167542540026972,1300,3576,1432,35,22,8,11.815999999999793,21.36902857142856,0.6140350877192983
51,-81.93999999999996,72,0.7744209942832988,15.113499955791566,6.7758351182532754,1440,3648,1439,39,17,8,11.849999999999786,17.098717948717944,0.6964285714285714
52,10.102999999999994,57,0.7705488893118823,14.869280620625144,5.503478015155384,1140,3705,1440,32,4,8,9.826999999999874,14.682093749999996,0.8888888888888888
53,-522.5999999999999,77,0.7666961448653229,19.148493338569804,8.109187994587732,1540,3782,1435,42,48,8,13.809999999999745,27.083571428571425,0.4666666666666667
54,-133.45000000000005,68,0.7628626641409962,15.433382364921272,8.334946910778115,1360,3850,1461,36,17,8,11.269999999999804,18.565833333333327,0.6792452830188679
55,-119.221,75,0.7590483508202912,13.821906775534153,7.736234167322516,1500,3925,1485,38,18,8,11.620999999999812,18.003184210526314,0.6785714285714286
56,-353.06600000000003,64,0.7552531090661897,17.493937362916768,7.4525366880799995,1280,3989,1491,34,29,8,11.165999999999801,24.940176470588227,0.5396825396825397
57,-361.11800000000005,55,0.7514768435208588,20.63665456185964,10.891612780791792,1100,4044,1517,32,28,8,9.56799999999984,25.970874999999992,0.5333333333333333
58,-79.45199999999998,57,0.7477194593032545,15.411157856254201,8.944780863850916,1140,4101,1530,32,10,8,9.401999999999843,17.481312499999994,0.7619047619047619
59,-319.475,58,0.7439808620067382,18.233706935597905,9.681481878905844,1160,4159,1533,30,24,8,9.424999999999843,25.647499999999994,0.5555555555555556
60,-365.225,62,0.7402609576967045,15.759403099035543,8.291386544010452,1240,4221,1514,32,27,8,10.464999999999822,25.630156249999995,0.5423728813559322
61,-41.62600000000013,66,0.736559652908221,15.442454497809663,7.0446356977773545,1320,4287,1543,38,13,8,10.335999999999824,15.961473684210523,0.7450980392156863
62,-383.68100000000004,54,0.7328768546436799,19.944462970899487,10.836087633969468,1080,4341,1593,31,27,8,9.520999999999841,26.40712903225806,0.5344827586206896
63,-144.13799999999995,47,0.7292124703704616,17.278638398552193,11.766336745531001,940,4388,1645,27,9,8,8.67799999999986,20.15103703703703,0.75
64,-106.37300000000012,55,0.7255664080186093,16.26307272436944,8.878408198139883,1100,4443,1680,33,12,8,10.152999999999821,17.919787878787872,0.7333333333333333
65,-254.65799999999996,42,0.7219385759785162,22.621380995160767,10.871267605892248,840,4485,1693,29,18,8,8.827999999999857,23.435448275862065,0.6170212765957447
66,-211.99699999999999,52,0.7183288830986236,18.27074983361392,10.514000697749166,1040,4537,1719,29,15,8,8.956999999999853,21.964034482758617,0.6590909090909091
67,-78.56000000000003,49,0.7147372386831305,17.29791854147096,9.108287172582077,980,4586,1738,30,8,8,8.469999999999864,17.61566666666666,0.7894736842105263
68,-207.64600000000016,70,0.7111635524897149,15.64119986811919,7.8122811947284,1400,4656,1696,36,22,8,11.155999999999835,20.62655555555555,0.6206896551724138
69,-150.2069999999999,48,0.7076077347272662,19.515145785563316,10.344181359613625,960,4704,1710,31,13,8,8.796999999999857,19.52248387096774,0.7045454545454546
70,-122.19599999999991,63,0.7040696960536299,14.630571495564212,8.526046916960722,1260,4767,1715,37,17,8,11.035999999999808,18.030702702702694,0.6851851851851852
71,-50.58000000000005,54,0.7005493475733617,15.027629608702329,9.57524522640915,1080,4821,1739,33,7,8,10.339999999999826,15.77393939393939,0.825
72,-63.65700000000011,70,0.697046600835495,14.843214218105588,9.428051368543612,1400,4891,1744,43,16,8,11.726999999999794,15.433186046511622,0.7288135593220338
73,-160.28299999999996,58,0.6935613678313175,17.06101754018716,9.3334344126252,1160,4949,1749,35,18,8,9.80299999999983,19.43437142857142,0.660377358490566
74,-64.64200000000002,55,0.6900935609921609,14.709563629329205,9.45211396095597,1100,5004,1746,32,7,8,10.41199999999981,16.237874999999995,0.8205128205128205
75,-341.33099999999996,74,0.6866430931872001,17.03674332334383,6.9238233233852355,1480,5078,1717,41,35,8,11.96099999999979,22.957585365853653,0.5394736842105263
76,-213.57700000000006,45,0.6832098777212641,19.16571120056841,8.486553198740713,900,5123,1731,25,12,8,8.506999999999865,23.540279999999992,0.6756756756756757
77,-170.86300000000008,56,0.6797938283326578,14.98298211515482,7.549263835688387,1120,5179,1739,31,14,8,9.712999999999841,20.02622580645161,0.6888888888888889
78,-607.831,70,0.6763948591909945,19.648157265037298,10.348915951914552,1400,5249,1752,35,47,8,10.450999999999823,31.93574285714285,0.4268292682926829
79,-602.161,79,0.6730128848950395,18.680341716431364,8.66489487101878,1580,5328,1713,41,52,8,12.880999999999778,29.197097560975603,0.44086021505376344
80,-105.19500000000002,51,0.6696478204705644,15.411745100921275,7.9994696408071935,1020,5379,1713,29,8,8,9.34499999999983,18.28086206896551,0.7837837837837838
81,-109.86200000000011,63,0.6662995813682115,16.067587363991944,6.833675547038752,1260,5442,1713,38,16,8,11.201999999999806,17.23163157894736,0.7037037037037037
82,-141.208,75,0.6629680834613705,13.253866728196542,7.3195568471979335,1500,5517,1715,35,15,8,11.607999999999796,18.317371428571423,0.7
83,-19.045000000000044,48,0.6596532430440636,16.91377093216094,9.900979391454408,960,5565,1753,32,4,8,9.214999999999849,14.812968749999996,0.8888888888888888
84,-257.456,58,0.6563549768288433,16.975379362734483,8.633018876053393,1160,5623,1773,28,17,8,9.475999999999841,23.83485714285714,0.6222222222222222
85,-244.0540000000001,54,0.653073201944699,16.569518648467405,8.04434247421342,1080,5677,1774,27,16,8,8.973999999999853,24.03607407407407,0.627906976744186
86,-476.19399999999996,61,0.6498078359349755,19.460688440800933,10.551341921640713,1220,5738,1788,28,32,8,10.223999999999833,31.825857142857135,0.4666666666666667
87,-40.980999999999966,86,0.6465587967553006,13.215499901624266,6.489417070512077,1720,5824,1719,44,18,8,12.950999999999777,15.587522727272722,0.7096774193548387
88,-153.40899999999996,47,0.6433260027715241,17.70393592975241,10.637116420217492,940,5871,1733,25,8,8,8.348999999999867,21.13396,0.7575757575757576
89,64.51100000000015,74,0.6401093727576664,14.57844589937579,7.583534440056206,1480,5945,1754,45,12,8,13.008999999999764,13.231311111111106,0.7894736842105263
90,-222.1250000000001,77,0.6369088258938781,16.21003907691542,9.23317830595732,1540,6022,1826,42,28,8,12.224999999999785,19.929166666666664,0.6
91,-63.09399999999991,44,0.6337242817644086,16.832954674874518,6.334693284925411,880,6066,1829,25,2,8,8.043999999999874,17.521759999999993,0.9259259259259259
92,-122.77200000000005,75,0.6305556603555866,12.868560010790825,6.729809792898596,1500,6141,1871,40,19,8,11.591999999999796,17.567299999999996,0.6779661016949152
93,-158.346,33,0.6274028820538087,20.51315099791144,6.996662292175109,660,6174,1878,19,2,8,7.985999999999874,23.06768421052631,0.9047619047619048
94,-209.752,60,0.6242658676435396,15.469999899342657,8.650749643327048,1200,6234,1875,30,15,8,9.901999999999857,21.323399999999996,0.6666666666666666
95,-511.39900000000006,57,0.6211445383053219,21.90356153034066,8.113076168993128,1140,6291,1878,32,38,8,9.928999999999832,30.666531249999995,0.45714285714285713
96,-670.889,54,0.6180388156137953,25.5219077118155,12.89926809775988,1080,6345,1884,32,49,8,9.63899999999984,35.80746875,0.3950617283950617
97,-184.92800000000005,60,0.6149486215357263,15.902266578065852,10.707122048102317,1200,6405,1913,32,17,8,9.837999999999838,20.776187499999995,0.6530612244897959
98,-230.56900000000002,69,0.6118738784280476,16.63021759732046,9.35491009530193,1380,6474,1942,38,26,8,10.49899999999982,21.065763157894732,0.59375
99,-108.79600000000002,48,0.6088145090359074,15.81341664120555,7.5236510366182,960,6522,1924,27,7,8,8.745999999999853,19.027629629629626,0.7941176470588235
100,-17.043000000000006,68,0.6057704364907278,13.042720567489809,8.702247648108203,1360,6590,1930,37,8,8,12.082999999999782,14.513054054054047,0.8222222222222222
101,-141.89,56,0.6027415843082742,16.40039283283321,9.131627562351474,1120,6646,1939,32,13,8,10.329999999999826,18.963437499999994,0.7111111111111111
102,-415.47900000000004,46,0.5997278763867329,22.488456277095754,10.223244883346815,920,6692,1960,24,24,8,9.10899999999985,32.10037499999999,0.5
103,-342.6469999999999,69,0.5967292370047992,17.40763765314351,9.603601860776003,1380,6761,1992,39,34,8,11.246999999999804,23.65505128205128,0.5342465753424658
104,-210.29599999999994,47,0.5937455908197752,19.346425525368527,9.058611221900806,940,6808,1997,31,17,8,9.365999999999847,21.460193548387092,0.6458333333333334
105,-379.96099999999996,79,0.5907768628656763,15.977556957804326,7.89458209574812,1580,6887,2032,38,34,8,11.380999999999807,24.338973684210522,0.5277777777777778
106,-534.4350000000001,47,0.5878229785513479,23.67006414078493,7.172080573510934,940,6934,2229,27,35,8,9.324999999999847,34.60833333333333,0.43548387096774194
107,-81.80900000000003,59,0.5848838636585911,16.087711769456075,6.795546503808602,1180,6993,2200,35,12,8,9.538999999999843,16.906828571428566,0.7446808510638298
108,-130.50799999999992,53,0.5819594443402982,16.797622886047048,7.145967363801626,1060,7046,2168,32,13,8,9.747999999999855,18.920249999999996,0.7111111111111111
109,-273.34,63,0.5790496471185967,17.760984013537094,8.716057561620302,1260,7109,2171,35,25,8,10.989999999999807,22.52257142857142,0.5833333333333334
110,-4.097000000000136,63,0.5761543988830038,15.837476385077315,8.915371413636835,1260,7172,2164,40,12,8,11.6569999999998,14.851424999999995,0.7692307692307693
111,-338.188,75,0.5732736268885887,15.65242681235075,7.385576789839815,1500,7247,2155,39,32,8,12.497999999999774,23.028153846153838,0.5492957746478874
112,-371.679,66,0.5704072587541458,20.008136191998016,8.607983857118102,1320,7313,2148,40,37,8,10.95899999999979,24.166474999999995,0.5194805194805194
113,-205.44499999999996,56,0.567555222460375,14.727339333522,7.301405421246975,1120,7369,2141,30,16,8,9.594999999999837,21.679833333333328,0.6521739130434783
114,-112.3300000000001,58,0.5647174463480732,16.48803454669642,8.726010574695078,1160,7427,2132,34,13,8,9.949999999999848,17.860294117647054,0.723404255319149
115,-37.676999999999985,59,0.5618938591163328,14.780389925054575,7.989519116350339,1180,7486,2120,35,9,8,10.716999999999818,15.646199999999995,0.7954545454545454
116,-582.246,86,0.5590843898207511,16.38152259042443,7.507733952405127,1720,7568,2134,37,46,8,12.825999999999768,29.922324324324318,0.4457831325301205
117,-55.01399999999998,55,0.5562889678716474,14.430436477674679,7.842875746529211,1100,7623,2147,31,7,8,9.53399999999984,16.610774193548384,0.8157894736842105
118,-96.98100000000008,73,0.5535075230322891,15.260698860256026,8.048918440543142,1460,7696,2126,40,18,8,11.300999999999803,17.047524999999997,0.6896551724137931
119,-63.683999999999976,66,0.5507399854171277,13.973666677336125,7.9694624325020635,1320,7762,2116,38,14,8,10.723999999999794,16.411157894736835,0.7307692307692307
120,-130.50199999999998,35,0.547986285490042,22.452056933407274,11.095748497843742,700,7797,2133,25,5,8,8.001999999999875,19.420079999999995,0.8333333333333334
121,-286.13400000000007,49,0.5452463540625918,20.269509986575162,11.570018944134745,980,7846,2132,28,19,8,9.003999999999852,24.860857142857135,0.5957446808510638
122,-259.14099999999996,71,0.5425201222922789,17.251788766818567,9.37363520027794,1420,7917,2163,37,26,8,12.090999999999784,21.73218918918918,0.5873015873015873
123,-283.17499999999995,75,0.5398075216808175,15.238280073106289,8.987493893810857,1500,7992,2183,37,26,8,12.114999999999782,21.84094594594594,0.5873015873015873
124,-273.7240000000001,44,0.5371084840724134,20.95818187313324,10.503432642861101,880,8036,2173,26,17,8,8.663999999999858,25.525538461538456,0.6046511627906976
125,-162.06500000000005,61,0.5344229416520513,18.182475385882082,10.281839391792223,1220,8097,2199,35,18,8,9.714999999999835,19.486142857142852,0.660377358490566
126,-257.39300000000003,61,0.531750826943791,17.64742628759781,9.259588516741747,1220,8158,2217,34,23,8,10.922999999999815,22.274205882352938,0.5964912280701754
127,-55.744,61,0.5290920728090721,14.975606504522386,8.388749209467749,1220,8219,2223,36,12,8,10.393999999999822,16.408166666666663,0.75
128,-157.721,57,0.5264466124450268,17.395386129748402,9.958956858695469,1140,8276,2262,34,16,8,9.360999999999853,19.195911764705876,0.68
129,-362.39200000000005,67,0.5238143793828016,16.260686631634165,9.532395796249828,1340,8343,2246,32,28,8,10.421999999999821,26.010062499999997,0.5333333333333333
130,-52.06500000000007,48,0.5211953074858876,16.337270870727178,6.833502176473847,960,8391,2193,32,7,8,9.564999999999838,16.158281249999995,0.8205128205128205
131,-35.00999999999986,59,0.5185893309484582,14.61789816769503,6.19234972643445,1180,8450,2204,33,8,8,9.949999999999845,16.059090909090905,0.8048780487804879
132,78.19899999999987,75,0.5159963842937159,13.031213323771954,8.824587205535423,1500,8525,2226,42,9,8,11.410999999999802,13.016928571428567,0.8235294117647058
133,-168.28300000000002,42,0.5134164023722473,20.849405086554942,10.704186769067089,840,8567,2251,25,9,8,8.282999999999866,21.731319999999997,0.7352941176470589
134,-132.74900000000008,48,0.510849320360386,17.298646034440026,9.20042039603189,960,8615,2252,32,12,8,9.438999999999844,18.523093749999994,0.7272727272727273
135,31.2010000000001,64,0.5082950737585841,14.72170308191562,9.031947884213878,1280,8679,2238,36,5,8,10.998999999999832,13.574972222222218,0.8780487804878049
136,-581.902,78,0.5057535983897912,20.09076927626171,9.992562893634805,1560,8757,2232,41,51,8,12.001999999999775,28.824439024390237,0.44565217391304346
137,-3.3720000000000496,47,0.5032248303978422,17.10497873950195,9.633377756782748,940,8804,2242,31,4,8,8.341999999999869,15.107806451612898,0.8857142857142857
138,-63.36699999999992,43,0.500708706245853,20.011279014307398,11.903079055453281,860,8847,2247,30,7,8,8.356999999999868,17.111899999999995,0.8108108108108109
139,-563.5120000000001,63,0.4982051627146237,23.499555759664094,13.107653791790032,1260,8910,2278,40,49,8,10.891999999999813,28.712299999999992,0.449438202247191
140,-521.6329999999999,74,0.49571413690105054,17.453040435708857,9.095599922557941,1480,8984,2331,36,41,8,11.21299999999981,28.653138888888886,0.4675324675324675
141,-41.23299999999989,65,0.4932355662165453,15.23930772130306,7.171242355704308,1300,9049,2388,36,11,8,10.482999999999814,16.005083333333328,0.7659574468085106
142,-156.3210000000001,74,0.4907693883854626,16.74436476680677,7.956885545710857,1480,9123,2457,43,25,8,12.760999999999802,18.401418604651155,0.6323529411764706
143,-167.95999999999998,66,0.4883155414435353,15.793939612805843,8.990931114215742,1320,9189,2483,36,19,8,10.119999999999822,19.386666666666663,0.6545454545454545
144,-81.24700000000007,55,0.4858739637363176,15.939690871672196,5.973619610552084,1100,9244,2503,35,12,8,9.806999999999837,16.89162857142857,0.7446808510638298
145,-316.3650000000001,52,0.483444593917636,20.091788256612535,5.801541364493852,1040,9296,2530,31,23,8,10.134999999999833,24.55919354838709,0.5740740740740741
146,-225.41799999999998,41,0.4810273709480478,21.770048347097344,7.899827327124955,820,9337,2562,26,13,8,8.397999999999874,23.284538461538457,0.6666666666666666
147,-40.548,55,0.47862223409330756,16.10145448026332,11.712815327535974,1100,9392,2608,33,8,8,9.48799999999984,16.075393939393933,0.8048780487804879
148,-107.80899999999995,59,0.47622912292284103,16.189847440001067,9.820827432254614,1180,9451,2640,35,14,8,11.068999999999818,17.793399999999995,0.7142857142857143
149,-63.081999999999994,39,0.4738479773082268,18.262974661321213,9.53126552887261,780,9490,2650,23,0,8,8.041999999999913,17.740956521739125,1.0
150,-145.71300000000002,53,0.47147873742168567,14.44499985557401,7.346516983717117,1060,9543,2661,26,8,8,9.022999999999877,20.408576923076915,0.7647058823529411
151,-773.3609999999999,62,0.46912134373457726,23.262854708839328,8.443302838897873,1240,9605,2728,35,58,8,9.840999999999866,36.66688571428571,0.3763440860215054
152,-264.35400000000004,45,0.46677573701590436,18.983022391092447,7.2344981937938275,900,9650,2755,27,17,8,8.733999999999858,24.604962962962958,0.6136363636363636
153,-273.299,60,0.46444185833082485,16.18514991613726,5.888367662945142,1200,9710,2747,33,22,8,9.648999999999837,22.522696969696963,0.6
154,-54.16000000000011,62,0.46211964903917074,14.591741913929582,9.206581040880373,1240,9772,2781,36,11,8,10.42999999999982,16.08694444444444,0.7659574468085106
155,-130.04000000000002,47,0.4598090507939749,17.214127846537753,9.897956159806,940,9819,2805,29,10,8,9.119999999999852,19.311034482758615,0.7435897435897436
156,-419.07599999999996,55,0.457510005540005,19.78101804141294,9.192411858761176,1100,9874,2806,31,29,8,9.845999999999835,27.388580645161284,0.5166666666666667
157,-811.1440000000001,60,0.45522245551230495,24.884300148921707,7.047705931849777,1200,9934,2808,35,61,8,10.3139999999998,37.88897142857142,0.3645833333333333
158,-78.15499999999999,60,0.4529463432347434,15.939283412819107,6.847491549601158,1200,9994,2838,37,14,8,10.544999999999813,16.84175675675675,0.7254901960784313
159,-100.16900000000001,50,0.4506816115185697,17.975979771465063,7.030110430583359,1000,10044,2867,32,11,8,9.53899999999984,17.973093749999997,0.7441860465116279
160,-194.95699999999997,49,0.4484282034609769,17.25075503355082,9.736644425889363,980,10093,2890,30,15,8,9.546999999999835,21.164899999999996,0.6666666666666666
161,-41.69000000000001,52,0.446186062443672,16.725038489541756,10.845819772593678,1040,10145,2914,33,8,8,9.969999999999832,16.111212121212116,0.8048780487804879
162,-153.66500000000005,48,0.4439551321314536,15.465395785014456,9.818332789830555,960,10193,2926,27,10,8,8.634999999999863,20.690185185185182,0.7297297297297297
163,-168.702,42,0.4417353564707963,18.759809539786406,9.480055635617603,840,10235,2930,28,12,8,8.681999999999855,21.024357142857134,0.7
164,-408.646,54,0.43952667968844233,20.69181450991029,8.974719838049538,1080,10289,2918,28,27,8,9.805999999999834,29.235928571428563,0.509090909090909
165,-650.258,63,0.43732904629000013,20.172889091074467,7.4127660676570875,1260,10352,2944,30,45,8,10.797999999999826,36.33993333333333,0.4
166,66.38499999999982,66,0.4351424010585501,15.236621286720037,9.497206248898962,1320,10418,2974,41,8,8,12.144999999999785,13.013292682926826,0.8367346938775511
167,-220.14900000000003,49,0.43296668905325736,19.900469289446363,9.116033405749773,980,10467,2984,31,17,8,9.62899999999986,21.61706451612903,0.6458333333333334
168,-265.12200000000007,45,0.43080185560799106,20.949377785457504,7.624407460581926,900,10512,2992,26,16,8,9.401999999999848,25.003923076923073,0.6190476190476191
169,-111.75900000000004,59,0.4286478463299511,15.104559485532217,5.753498465649909,1180,10571,3001,34,13,8,10.298999999999829,17.844088235294112,0.723404255319149
170,-364.078,49,0.42650460709830135,17.669591732399198,8.963502034544943,980,10620,2983,23,20,8,9.06799999999986,30.829043478260864,0.5348837209302325
171,-262.04200000000014,61,0.42437208406280985,19.091632737091086,10.227241132029745,1220,10680,3016,35,23,8,10.991999999999809,21.771199999999993,0.603448275862069
172,-436.48699999999997,61,0.4222502236424958,20.058967503001455,11.178659666427333,1220,10741,3023,33,34,8,10.006999999999827,27.921424242424237,0.4925373134328358
173,-160.66399999999993,57,0.42013897252428334,17.377157902247028,8.701016450660271,1140,10798,3030,34,16,8,11.133999999999808,19.283352941176464,0.68
174,-355.87100000000004,62,0.4180382776616619,16.498693545018472,9.718372907910135,1240,10860,3062,29,25,8,9.91099999999983,27.09693103448275,0.5370370370370371
175,-18.043000000000063,37,0.4159480862733536,18.837324268209773,10.49459339815217,740,10897,3092,27,1,8,8.022999999999872,15.667518518518513,0.9642857142857143
176,-107.89999999999996,54,0.41386834584198684,15.953222226041058,8.983024488237719,1080,10951,3078,31,10,8,9.67999999999991,18.157419354838705,0.7560975609756098
177,-63.154000000000025,43,0.4117990041127769,17.27376755058419,9.186544140207387,860,10994,3101,26,3,8,8.103999999999868,17.427076923076918,0.896551724137931
178,-68.823,39,0.40974000909221303,19.20976927427527,11.017397610857513,780,11033,3123,28,5,8,8.422999999999849,17.279392857142852,0.8484848484848485
179,-421.725,43,0.40769130904675194,26.268767532914183,11.41011803929889,860,11076,3117,29,29,8,9.204999999999849,29.19672413793103,0.5
180,-171.67799999999997,57,0.40565285250151817,16.401719319715834,10.618792795334338,1140,11133,3155,32,15,8,9.957999999999833,19.895562499999997,0.6808510638297872
181,-120.21400000000006,45,0.4036245882390106,17.090533268120552,9.870503827664587,900,11178,3163,28,8,8,9.173999999999843,18.93478571428571,0.7777777777777778
