row_type,step,update,episode,episode_return,episode_length,loss,policy_loss,value_loss,entropy
episode,25221,198,213,-169.38300000000004,95,,,,
update,25344,198,214,,,3240.64599609375,0.002788812853395939,6481.2919921875,0.26427674293518066
episode,25347,199,214,-145.74700000000004,126,,,,
episode,25472,199,215,-229.98,125,,,,
update,25472,199,216,,,3340.722900390625,0.03801662474870682,6681.373046875,0.1698777973651886
episode,25591,200,216,-170.83599999999998,119,,,,
update,25600,200,217,,,2081.744140625,0.0012642822694033384,4163.490234375,0.22791485488414764
update,25728,201,217,,,2405.385498046875,0.024258382618427277,4810.72509765625,0.11345697194337845
episode,25745,202,217,-287.41999999999985,154,,,,
episode,25835,202,218,-399.88700000000006,90,,,,
update,25856,202,219,,,3739.0751953125,0.12906619906425476,7477.89599609375,0.2001962810754776
episode,25916,203,219,-425.717,81,,,,
update,25984,203,220,,,4630.4208984375,0.048735663294792175,9260.7490234375,0.26669538021087646
episode,25995,204,220,-220.83099999999996,79,,,,
episode,26067,204,221,-381.95099999999996,72,,,,
update,26112,204,222,,,3305.64794921875,0.01820865273475647,6611.2646484375,0.25634902715682983
episode,26161,205,222,-210.95900000000006,94,,,,
update,26240,205,223,,,4810.1630859375,-0.08627908676862717,9620.50390625,0.25365424156188965
episode,26270,206,223,-580.5840000000001,109,,,,
episode,26362,206,224,-512.379,92,,,,
update,26368,206,225,,,11549.708984375,0.11511732637882233,23099.193359375,0.29107236862182617
update,26496,207,225,,,4874.96826171875,0.021992921829223633,9749.89453125,0.10775239765644073
episode,26499,208,225,-215.1980000000001,137,,,,
episode,26568,208,226,-264.049,69,,,,
update,26624,208,227,,,2106.391357421875,0.008404860273003578,4212.7705078125,0.21496577560901642
episode,26682,209,227,-204.607,114,,,,
episode,26751,209,228,-369.339,69,,,,
update,26752,209,229,,,4737.7158203125,0.04290835186839104,9475.349609375,0.1894737035036087
episode,26880,210,229,-176.74700000000004,129,,,,
update,26880,210,230,,,4062.025634765625,0.03568054735660553,8123.98291015625,0.15003541111946106
update,27008,211,230,,,1813.5865478515625,0.00622923206537962,3627.16455078125,0.18964999914169312
episode,27051,212,230,-86.4580000000001,171,,,,
update,27136,212,231,,,2814.330810546875,0.0010769618675112724,5628.6630859375,0.1765708178281784
episode,27150,213,231,-319.822,99,,,,
episode,27258,213,232,-230.95000000000002,108,,,,
update,27264,213,233,,,5022.15966796875,0.0028633642941713333,10044.318359375,0.22937443852424622
episode,27386,214,233,-312.485,128,,,,
update,27392,214,234,,,4367.0068359375,0.0265794824808836,8733.9658203125,0.22456367313861847
episode,27485,215,234,-214.51100000000002,99,,,,
update,27520,215,235,,,1170.8997802734375,-0.018451320007443428,2341.8408203125,0.21527856588363647
episode,27597,216,235,-350.45899999999995,112,,,,
update,27648,216,236,,,2445.497314453125,0.02360241860151291,4890.95166015625,0.21405240893363953
episode,27729,217,236,-240.19400000000013,132,,,,
update,27776,217,237,,,2833.28857421875,-0.006251489743590355,5666.59423828125,0.2268853783607483
episode,27810,218,237,-198.58700000000007,81,,,,
update,27904,218,238,,,1893.1669921875,0.04904938489198685,3786.2392578125,0.17354263365268707
episode,27910,219,238,-230.34900000000005,100,,,,
episode,27983,219,239,-355.78900000000004,73,,,,
update,28032,219,240,,,4926.6103515625,-0.011398923583328724,9853.248046875,0.22978267073631287
episode,28121,220,240,-305.04899999999964,138,,,,
update,28160,220,241,,,1952.7623291015625,0.1015065535902977,3905.32421875,0.13885429501533508
episode,28232,221,241,-265.068,111,,,,
update,28288,221,242,,,2076.09326171875,-0.017432911321520805,4152.2236328125,0.1178068146109581
episode,28353,222,242,-297.29899999999986,121,,,,
update,28416,222,243,,,5573.923828125,0.09501094371080399,11147.66015625,0.1601315289735794
episode,28474,223,243,-270.467,121,,,,
update,28544,223,244,,,1764.30908203125,0.018216345459222794,3528.5849609375,0.15402962267398834
episode,28659,224,244,-247.63399999999993,185,,,,
update,28672,224,245,,,3014.994140625,-0.021823061630129814,6030.03369140625,0.10133195668458939
update,28800,225,245,,,3174.89501953125,0.051269613206386566,6349.6904296875,0.15608462691307068
episode,28812,226,245,-299.673,153,,,,
update,28928,226,246,,,1041.366943359375,-0.022024767473340034,2082.78125,0.17286908626556396
episode,28995,227,246,-259.8840000000002,183,,,,
update,29056,227,247,,,2453.02099609375,0.0338565818965435,4905.9775390625,0.18306098878383636
episode,29122,228,247,-288.852,127,,,,
update,29184,228,248,,,2472.90625,0.011766267940402031,4945.79345703125,0.20961855351924896
episode,29216,229,248,-213.42600000000004,94,,,,
episode,29304,229,249,-344.7839999999999,88,,,,
update,29312,229,250,,,4681.1083984375,0.04107650741934776,9362.1376953125,0.1465439796447754
episode,29426,230,250,-370.72,122,,,,
update,29440,230,251,,,2460.763916015625,0.02121647261083126,4921.4892578125,0.2017892748117447
episode,29543,231,251,-277.7229999999999,117,,,,
update,29568,231,252,,,6287.58154296875,-0.1018877923488617,12575.3701171875,0.1597711443901062
update,29696,232,252,,,1692.9654541015625,0.01659679412841797,3385.89990234375,0.1140127182006836
episode,29761,233,252,-261.19500000000016,218,,,,
update,29824,233,253,,,1161.143798828125,-0.0739569216966629,2322.43896484375,0.1661745011806488
episode,29907,234,253,-319.33899999999994,146,,,,
update,29952,234,254,,,2702.421630859375,0.026656633242964745,5404.79248046875,0.12799742817878723
episode,30037,235,254,-339.3760000000001,130,,,,
update,30080,235,255,,,1701.217529296875,0.005340663716197014,3402.427734375,0.164947509765625
episode,30145,236,255,-333.73,108,,,,
update,30208,236,256,,,4802.08251953125,-0.00759838055819273,9604.18359375,0.14198830723762512
update,30336,237,256,,,3170.1513671875,-0.0032630879431962967,6340.310546875,0.07887391746044159
episode,30365,238,256,-535.814,220,,,,
update,30464,238,257,,,1725.603515625,0.10306873172521591,3451.006103515625,0.25804710388183594
episode,30503,239,257,-264.629,138,,,,
update,30592,239,258,,,2182.014892578125,0.037144530564546585,4363.96044921875,0.2527957260608673
episode,30676,240,258,-145.39399999999964,173,,,,
update,30720,240,259,,,1216.201904296875,-0.0293986015021801,2432.46630859375,0.17936348915100098
episode,30791,241,259,-219.35799999999995,115,,,,
update,30848,241,260,,,2353.31640625,-0.06781703233718872,4706.7724609375,0.1988326907157898
episode,30915,242,260,-405.0549999999999,124,,,,
update,30976,242,261,,,7021.36767578125,0.04267401248216629,14042.6533203125,0.1340150088071823
episode,30986,243,261,-183.40300000000005,71,,,,
update,31104,243,262,,,3575.53515625,-0.10696860402822495,7151.2880859375,0.18513692915439606
episode,31122,244,262,-206.454,136,,,,
episode,31205,244,263,-314.73799999999994,83,,,,
update,31232,244,264,,,1919.8858642578125,0.07742631435394287,3839.62158203125,0.23391860723495483
update,31360,245,264,,,2498.49853515625,0.010828940197825432,4996.9765625,0.05904687941074371
episode,31366,246,264,-244.13400000000007,161,,,,
update,31488,246,265,,,3007.986083984375,-0.08281253278255463,6016.1396484375,0.10788905620574951
episode,31537,247,265,-262.65100000000007,171,,,,
update,31616,247,266,,,4235.60498046875,0.07939925789833069,8471.0556640625,0.25269001722335815
update,31744,248,266,,,1899.90771484375,0.00689209857955575,3799.8037109375,0.09496184438467026
episode,31799,249,266,-310.134,262,,,,
update,31872,249,267,,,973.6598510742188,-0.12775705754756927,1947.5780029296875,0.13762187957763672
episode,31962,250,267,-301.58100000000013,163,,,,
update,32000,250,268,,,3931.258544921875,0.05675407499074936,7862.4091796875,0.2784916162490845
episode,32057,251,268,-355.04900000000004,95,,,,
update,32128,251,269,,,5075.53515625,0.01708954945206642,10151.0400390625,0.1882161796092987
episode,32168,252,269,-263.976,111,,,,
update,32256,252,270,,,1891.8961181640625,0.20535190403461456,3783.388916015625,0.3667115271091461
episode,32333,253,270,-394.491,165,,,,
update,32384,253,271,,,2620.543212890625,0.08025097846984863,5240.9306640625,0.25390946865081787
update,32512,254,271,,,921.174072265625,-0.011237259022891521,1842.372802734375,0.10794015973806381
episode,32545,255,271,-396.1659999999998,212,,,,
update,32640,255,272,,,1401.440673828125,-0.03409695625305176,2802.9521484375,0.14010728895664215
episode,32714,256,272,-288.9989999999999,169,,,,
update,32768,256,273,,,2946.55712890625,0.09141774475574493,5892.93505859375,0.16520348191261292
episode,32833,257,273,-234.22600000000017,119,,,,
update,32896,257,274,,,2651.669189453125,0.018653010949492455,5303.30615234375,0.25483402609825134
episode,32999,258,274,-344.53299999999996,166,,,,
update,33024,258,275,,,2632.078125,-0.02047949656844139,5264.20263671875,0.2755569815635681
episode,33139,259,275,-255.83800000000002,140,,,,
update,33152,259,276,,,1759.53955078125,0.16028836369514465,3518.765380859375,0.3364405035972595
update,33280,260,276,,,2115.97900390625,0.01732480153441429,4231.92724609375,0.20047055184841156
episode,33296,261,276,-266.8030000000001,157,,,,
episode,33401,261,277,-159.232,105,,,,
update,33408,261,278,,,1612.2158203125,-0.029351046308875084,3224.49560546875,0.271576464176178
episode,33529,262,278,-244.25699999999995,128,,,,
update,33536,262,279,,,1439.51416015625,0.02086489088833332,2878.99169921875,0.2563394606113434
episode,33640,263,279,-198.64800000000002,111,,,,
update,33664,263,280,,,1458.83837890625,0.03859753906726837,2917.6064453125,0.3468957245349884
episode,33785,264,280,-439.4050000000001,145,,,,
update,33792,264,281,,,3740.85400390625,0.031848520040512085,7481.64794921875,0.17655856907367706
update,33920,265,281,,,952.07958984375,0.0010541323572397232,1904.159912109375,0.1428336203098297
episode,33953,266,281,-204.936,168,,,,
update,34048,266,282,,,2302.08935546875,-0.10375767946243286,4604.390625,0.2303050309419632
episode,34126,267,282,-241.48399999999992,173,,,,
update,34176,267,283,,,2543.415771484375,-0.01639924943447113,5086.8671875,0.14663027226924896
episode,34219,268,283,-159.63699999999994,93,,,,
update,34304,268,284,,,1688.381591796875,-0.0604984387755394,3376.889892578125,0.2846923768520355
episode,34371,269,284,-330.9499999999998,152,,,,
update,34432,269,285,,,1205.123779296875,0.04751722887158394,2410.155517578125,0.14980795979499817
episode,34500,270,285,-369.6419999999999,129,,,,
update,34560,270,286,,,3573.958740234375,0.09763196855783463,7147.7275390625,0.27900004386901855
episode,34633,271,286,-214.22599999999983,133,,,,
update,34688,271,287,,,739.489501953125,-0.03600464388728142,1479.0548095703125,0.18703895807266235
episode,34715,272,287,-234.68300000000005,82,,,,
update,34816,272,288,,,1724.4007568359375,-0.036169301718473434,3448.87744140625,0.18825940787792206
episode,34895,273,288,-219.82299999999992,180,,,,
update,34944,273,289,,,1781.5003662109375,-0.031274326145648956,3563.067138671875,0.19624686241149902
episode,35041,274,289,-331.0839999999997,146,,,,
update,35072,274,290,,,2747.42333984375,0.0014253321569412947,5494.8466796875,0.14811310172080994
update,35200,275,290,,,3278.140625,-0.10257232189178467,6556.48828125,0.09007295221090317
episode,35239,276,290,-265.7269999999999,198,,,,
update,35328,276,291,,,765.2777709960938,-0.00715667475014925,1530.575927734375,0.3079056143760681
episode,35393,277,291,-244.0299999999998,154,,,,
update,35456,277,292,,,1119.4927978515625,-0.09538190066814423,2239.178955078125,0.12871025502681732
episode,35543,278,292,-334.4330000000002,150,,,,
update,35584,278,293,,,3054.355224609375,0.03973986953496933,6108.63623046875,0.26184502243995667
update,35712,279,293,,,664.5413818359375,0.048186562955379486,1328.990966796875,0.22622348368167877
episode,35731,280,293,-334.8990000000002,188,,,,
update,35840,280,294,,,832.7034912109375,0.08048239350318909,1665.2493896484375,0.17379367351531982
episode,35894,281,294,-169.39299999999983,163,,,,
update,35968,281,295,,,951.1647338867188,0.010319576598703861,1902.314453125,0.2777235805988312
episode,36067,282,295,-349.86999999999995,173,,,,
update,36096,282,296,,,1368.546875,0.0623672679066658,2736.972412109375,0.1661856770515442
update,36224,283,296,,,1236.19970703125,-0.016351934522390366,2472.43798828125,0.29256579279899597
episode,36249,284,296,-124.72199999999975,182,,,,
update,36352,284,297,,,885.0402221679688,-0.03762353956699371,1770.161865234375,0.3129032254219055
episode,36359,285,297,-364.15800000000013,110,,,,
update,36480,285,298,,,2918.487060546875,0.022692665457725525,5836.9326171875,0.20066452026367188
episode,36489,286,298,-259.393,130,,,,
episode,36594,286,299,-284.854,105,,,,
update,36608,286,300,,,1319.9473876953125,0.03683944046497345,2639.82958984375,0.430928111076355
update,36736,287,300,,,2772.1435546875,0.022240763530135155,5544.24658203125,0.19490821659564972
episode,36752,288,300,-263.4149999999999,158,,,,
update,36864,288,301,,,1515.745849609375,-0.10735056549310684,3031.70947265625,0.16019245982170105
episode,36888,289,301,-292.08999999999986,136,,,,
update,36992,289,302,,,2158.329833984375,-0.028067681938409805,4316.71923828125,0.1730225682258606
episode,37042,290,302,-320.86800000000005,154,,,,
episode,37118,290,303,-153.69600000000008,76,,,,
update,37120,290,304,,,2685.406494140625,0.00797741487622261,5370.80224609375,0.2685209810733795
episode,37231,291,304,-203.97799999999995,113,,,,
update,37248,291,305,,,2584.953857421875,-0.06430185586214066,5170.041015625,0.2394135594367981
update,37376,292,305,,,2128.434814453125,-0.07177102565765381,4257.0146484375,0.06831186264753342
episode,37406,293,305,-355.4829999999998,175,,,,
update,37504,293,306,,,915.2225341796875,-0.045329585671424866,1830.5394287109375,0.18556679785251617
episode,37553,294,306,-339.8599999999997,147,,,,
update,37632,294,307,,,1970.5142822265625,0.05354093760251999,3940.924560546875,0.15334080159664154
episode,37706,295,307,-414.54,153,,,,
update,37760,295,308,,,2044.2730712890625,0.07446328550577164,4088.401123046875,0.1959535926580429
update,37888,296,308,,,1818.73828125,0.017618663609027863,3637.441650390625,0.017765318974852562
episode,37930,297,308,-289.881,224,,,,
update,38016,297,309,,,759.1290283203125,-0.11210760474205017,1518.4847412109375,0.11959587037563324
episode,38104,298,309,-385.5089999999999,174,,,,
update,38144,298,310,,,1733.4849853515625,0.04071591794490814,3466.8916015625,0.15301856398582458
episode,38210,299,310,-210.433,106,,,,
update,38272,299,311,,,1328.703125,-0.01632547378540039,2657.44189453125,0.14281505346298218
update,38400,300,311,,,975.66455078125,0.043558500707149506,1951.2431640625,0.059913985431194305
episode,38420,301,311,-310.3960000000002,210,,,,
update,38528,301,312,,,762.5223999023438,-0.02416347526013851,1525.095703125,0.13017773628234863
episode,38550,302,312,-279.3989999999997,130,,,,
episode,38651,302,313,-309.98,101,,,,
update,38656,302,314,,,2318.8603515625,0.02953103743493557,4637.66552734375,0.20275333523750305
update,38784,303,314,,,1337.3587646484375,-0.010640520602464676,2674.74072265625,0.10256335884332657
episode,38819,304,314,-376.0679999999998,168,,,,
update,38912,304,315,,,2846.04638671875,0.09651277214288712,5691.904296875,0.22379612922668457
episode,38958,305,315,-304.4029999999998,139,,,,
update,39040,305,316,,,1672.1859130859375,0.013996767811477184,3344.346435546875,0.12973105907440186
episode,39116,306,316,-274.3309999999998,158,,,,
update,39168,306,317,,,3303.83447265625,-0.015784185379743576,6607.703125,0.11761675029993057
episode,39234,307,317,-360.3789999999998,118,,,,
update,39296,307,318,,,1835.06982421875,0.015413565561175346,3670.11181640625,0.14619037508964539
episode,39373,308,318,-370.83199999999994,139,,,,
update,39424,308,319,,,2501.581298828125,0.08167804032564163,5003.00244140625,0.1602528840303421
episode,39496,309,319,-174.8609999999999,123,,,,
update,39552,309,320,,,685.9100952148438,-0.06494733691215515,1371.95263671875,0.12756101787090302
episode,39655,310,320,-421.1379999999999,159,,,,
update,39680,310,321,,,3214.630859375,0.016257915645837784,6429.23046875,0.08067218959331512
episode,39774,311,321,-130.01799999999992,119,,,,
update,39808,311,322,,,808.1012573242188,-0.09742197394371033,1616.39990234375,0.12633511424064636
episode,39921,312,322,-355.0339999999997,147,,,,
update,39936,312,323,,,2445.147216796875,0.03030409850180149,4890.2353515625,0.07535671442747116
episode,40053,313,323,-304.53900000000016,132,,,,
update,40064,313,324,,,1730.409912109375,0.002097656484693289,3460.817138671875,0.07217349112033844
episode,40168,314,324,-259.25900000000007,115,,,,
update,40192,314,325,,,1838.897216796875,0.014388808980584145,3677.769287109375,0.1815062016248703
episode,40320,315,325,-288.27600000000007,152,,,,
update,40320,315,326,,,1863.9859619140625,0.009593956172466278,3727.95361328125,0.045481275767087936
update,40448,316,326,,,2556.515625,-0.03284246847033501,5113.0986328125,0.078886017203331
episode,40460,317,326,-364.7220000000002,140,,,,
update,40576,317,327,,,530.5145874023438,0.19877290725708008,1060.636962890625,0.270751416683197
episode,40696,318,327,-306.26300000000003,236,,,,
update,40704,318,328,,,435.7420349121094,-0.00656192796304822,871.4982299804688,0.05276523530483246
update,40832,319,328,,,3129.52001953125,0.004610862582921982,6259.0322265625,0.06796780228614807
episode,40836,320,328,-255.68299999999985,140,,,,
update,40960,320,329,,,1225.99365234375,-0.08326677978038788,2452.156982421875,0.16379694640636444
episode,41019,321,329,-211.075,183,,,,
update,41088,321,330,,,1184.666748046875,0.09230080246925354,2369.15283203125,0.1997295767068863
episode,41184,322,330,-251.1759999999999,165,,,,
update,41216,322,331,,,1593.909423828125,-0.011626644991338253,3187.84423828125,0.1103733628988266
episode,41341,323,331,-304.72,157,,,,
update,41344,323,332,,,1821.2264404296875,0.08784127235412598,3642.280517578125,0.17597496509552002
episode,41387,324,332,-258.15500000000003,46,,,,
update,41472,324,333,,,1570.300048828125,0.006713505834341049,3140.5908203125,0.2133629471063614
episode,41585,325,333,-320.4369999999998,198,,,,
update,41600,325,334,,,821.1981811523438,-0.0039083585143089294,1642.406005859375,0.09248071163892746
update,41728,326,334,,,2225.60107421875,0.007410834077745676,4451.19140625,0.18445980548858643
episode,41752,327,334,-304.5789999999999,167,,,,
episode,41844,327,335,-204.42100000000005,92,,,,
update,41856,327,336,,,1036.14892578125,0.08615036308765411,2072.130126953125,0.23766018450260162
episode,41930,328,336,-165.04000000000016,86,,,,
update,41984,328,337,,,1105.100341796875,-0.034761808812618256,2210.273681640625,0.17191782593727112
episode,42064,329,337,-239.74099999999993,134,,,,
update,42112,329,338,,,2225.702880859375,-0.03737258538603783,4451.4833984375,0.13958393037319183
update,42240,330,338,,,2831.960693359375,-0.05095438286662102,5664.025390625,0.10759612917900085
episode,42263,331,338,-363.2349999999999,199,,,,
update,42368,331,339,,,1486.635986328125,-0.025313232094049454,2973.327392578125,0.2439756989479065
episode,42401,332,339,-405.25299999999993,138,,,,
update,42496,332,340,,,2108.50732421875,0.003309038933366537,4217.01123046875,0.18166151642799377
episode,42545,333,340,-129.90300000000028,144,,,,
update,42624,333,341,,,1553.743408203125,0.03165731579065323,3107.425537109375,0.09381075203418732
episode,42659,334,341,-335.47299999999996,114,,,,
update,42752,334,342,,,2483.14892578125,0.12054022401571274,4966.06298828125,0.32325226068496704
episode,42826,335,342,-94.24599999999988,167,,,,
update,42880,335,343,,,727.9258422851562,0.021160757169127464,1455.8125,0.16118742525577545
episode,42995,336,343,-590.0599999999998,169,,,,
update,43008,336,344,,,5292.2919921875,0.03656242415308952,10584.5126953125,0.09937526285648346
update,43136,337,344,,,1344.8983154296875,-0.053718313574790955,2689.90625,0.11017721891403198
episode,43196,338,344,-409.56399999999996,201,,,,
update,43264,338,345,,,1267.53759765625,0.06306712329387665,2534.95166015625,0.13295623660087585
episode,43317,339,345,-271.27199999999993,121,,,,
update,43392,339,346,,,2117.6806640625,0.07320922613143921,4235.21875,0.19845183193683624
episode,43445,340,346,-258.73699999999997,128,,,,
update,43520,340,347,,,2354.793701171875,0.048800911754369736,4709.4931640625,0.18153183162212372
episode,43591,341,347,-319.3079999999999,146,,,,
update,43648,341,348,,,2210.904541015625,0.03407931700348854,4421.74267578125,0.09997145086526871
episode,43719,342,348,-315.234,128,,,,
update,43776,342,349,,,2706.02587890625,0.01614944078028202,5412.021484375,0.09438193589448929
episode,43872,343,349,-266.2330000000002,153,,,,
update,43904,343,350,,,2410.617431640625,-0.04035036265850067,4821.31884765625,0.16908493638038635
update,44032,344,350,,,2554.9931640625,0.00451316125690937,5109.98193359375,0.21842701733112335
episode,44037,345,350,-461.53999999999996,165,,,,
episode,44151,345,351,-175.21500000000015,114,,,,
update,44160,345,352,,,2338.87109375,-0.12265173345804214,4677.990234375,0.14366590976715088
update,44288,346,352,,,4105.958984375,0.02007146365940571,8211.8798828125,0.0820130854845047
episode,44289,347,352,-374.302,138,,,,
update,44416,347,353,,,1736.8262939453125,-0.08114582300186157,3473.8173828125,0.1177046149969101
episode,44453,348,353,-160.68300000000013,164,,,,
update,44544,348,354,,,2330.677734375,-0.014662432484328747,4661.38720703125,0.12234792113304138
episode,44601,349,354,-169.60399999999993,148,,,,
update,44672,349,355,,,616.8013916015625,0.029629789292812347,1233.5462646484375,0.1344691812992096
episode,44730,350,355,-261.35499999999996,129,,,,
update,44800,350,356,,,2452.780029296875,0.11108406633138657,4905.3408203125,0.14636529982089996
episode,44864,351,356,-249.92000000000002,134,,,,
update,44928,351,357,,,3139.83154296875,0.11082740873098373,6279.44580078125,0.20954322814941406
episode,44957,352,357,-188.9450000000001,93,,,,
update,45056,352,358,,,1690.5548095703125,0.06082727015018463,3380.990234375,0.11518022418022156
episode,45112,353,358,-364.60900000000004,155,,,,
update,45184,353,359,,,696.9244995117188,0.00736708240583539,1393.8365478515625,0.11656849831342697
episode,45208,354,359,-138.49100000000016,96,,,,
update,45312,354,360,,,1488.339599609375,0.11566852778196335,2976.451171875,0.17203949391841888
episode,45351,355,360,-229.0329999999999,143,,,,
update,45440,355,361,,,3641.366455078125,-0.043490223586559296,7282.82373046875,0.19260062277317047
episode,45460,356,361,-243.885,109,,,,
update,45568,356,362,,,2161.864990234375,0.03483878821134567,4323.6640625,0.19480621814727783
episode,45599,357,362,-190.4550000000001,139,,,,
episode,45680,357,363,-369.43600000000004,81,,,,
update,45696,357,364,,,4496.01806640625,0.12607441842556,8991.7880859375,0.20474545657634735
episode,45813,358,364,-331.013,133,,,,
update,45824,358,365,,,5397.1083984375,-0.03766269609332085,10794.294921875,0.15969598293304443
episode,45900,359,365,-296.7610000000001,87,,,,
update,45952,359,366,,,5144.60693359375,-0.0371856652200222,10289.291015625,0.1405981332063675
episode,46004,360,366,-314.62399999999997,104,,,,
update,46080,360,367,,,4143.44189453125,0.03532480075955391,8286.81640625,0.15115709602832794
episode,46122,361,367,-339.71799999999996,118,,,,
update,46208,361,368,,,3113.983154296875,0.056217167526483536,6227.857421875,0.1609838306903839
episode,46289,362,368,-109.20400000000006,167,,,,
update,46336,362,369,,,2582.6181640625,-0.006094841286540031,5165.2529296875,0.21205052733421326
episode,46426,363,369,-249.45800000000014,137,,,,
update,46464,363,370,,,2858.43408203125,0.09346318244934082,5716.6845703125,0.17470313608646393
episode,46532,364,370,-153.91199999999992,106,,,,
update,46592,364,371,,,1942.527099609375,0.05806611478328705,3884.940673828125,0.13528576493263245
episode,46691,365,371,-400.45199999999994,159,,,,
update,46720,365,372,,,2408.71826171875,0.08760407567024231,4817.263671875,0.13423727452754974
episode,46840,366,372,-409.81999999999994,149,,,,
update,46848,366,373,,,3991.112060546875,0.11749633401632309,7981.99169921875,0.12562523782253265
update,46976,367,373,,,2212.1923828125,-0.005852506961673498,4424.39794921875,0.07215157151222229
episode,47011,368,373,-250.33699999999976,171,,,,
update,47104,368,374,,,1186.85009765625,-0.0001714651007205248,2373.703369140625,0.150263249874115
episode,47186,369,374,-175.00100000000006,175,,,,
update,47232,369,375,,,4178.08984375,0.047416802495718,8356.087890625,0.14164608716964722
episode,47322,370,375,-305.2299999999999,136,,,,
update,47360,370,376,,,1747.3123779296875,-0.015728095546364784,3494.659423828125,0.15962879359722137
episode,47462,371,376,-289.4469999999998,140,,,,
update,47488,371,377,,,1911.4639892578125,0.07788742333650589,3822.775146484375,0.14322131872177124
update,47616,372,377,,,911.8143920898438,0.030443284660577774,1823.5697021484375,0.09448152780532837
episode,47669,373,377,-280.895,207,,,,
update,47744,373,378,,,1398.6494140625,-0.04666798561811447,2797.396240234375,0.2024703025817871
episode,47796,374,378,-234.3199999999999,127,,,,
update,47872,374,379,,,3665.75146484375,0.0035471701994538307,7331.4990234375,0.16669870913028717
episode,47936,375,379,-370.2499999999999,140,,,,
update,48000,375,380,,,3922.765869140625,0.043304380029439926,7845.44921875,0.20513907074928284
episode,48016,376,380,-133.92500000000004,80,,,,
update,48128,376,381,,,893.647705078125,-0.08997207880020142,1787.4788818359375,0.17975519597530365
episode,48166,377,381,-198.73500000000013,150,,,,
update,48256,377,382,,,3551.657958984375,0.02817794494330883,7103.2626953125,0.13652455806732178
episode,48275,378,382,-174.55199999999996,109,,,,
episode,48349,378,383,-285.5299999999997,74,,,,
update,48384,378,384,,,5419.20263671875,0.05262049660086632,10838.3037109375,0.17258776724338531
episode,48462,379,384,-189.34799999999987,113,,,,
update,48512,379,385,,,2221.790283203125,0.04079742357134819,4443.5029296875,0.20594342052936554
episode,48570,380,385,-219.73099999999974,108,,,,
update,48640,380,386,,,1281.2030029296875,0.012648837640881538,2562.384033203125,0.16909851133823395
episode,48685,381,386,-184.25399999999996,115,,,,
episode,48743,381,387,-384.0169999999998,58,,,,
update,48768,381,388,,,5897.6806640625,0.09396586567163467,11795.1787109375,0.23093333840370178
episode,48832,382,388,-390.73799999999994,89,,,,
update,48896,382,389,,,5501.265625,0.017133940011262894,11002.5009765625,0.19732990860939026
episode,48953,383,389,-199.25999999999996,121,,,,
episode,49014,383,390,-83.81599999999999,61,,,,
update,49024,383,391,,,3278.628173828125,0.05472114682197571,6557.15185546875,0.23225578665733337
episode,49129,384,391,-139.35300000000004,115,,,,
update,49152,384,392,,,4076.484375,-0.0011934731155633926,8152.97412109375,0.15495985746383667
episode,49214,385,392,-145.06999999999994,85,,,,
update,49280,385,393,,,3578.564697265625,-0.11179007589817047,7157.35693359375,0.19298036396503448
episode,49319,386,393,-301.961,105,,,,
update,49408,386,394,,,6244.96240234375,0.07432045787572861,12489.7802734375,0.17942798137664795
episode,49418,387,394,-107.75899999999999,99,,,,
update,49536,387,395,,,2461.122802734375,-0.03372224047780037,4922.3154296875,0.11120446026325226
episode,49555,388,395,-212.04899999999995,137,,,,
episode,49643,388,396,-184.1640000000001,88,,,,
update,49664,388,397,,,2756.033447265625,-0.008420631289482117,5512.087890625,0.20835483074188232
episode,49749,389,397,-245.3259999999999,106,,,,
update,49792,389,398,,,2894.505859375,0.10303296893835068,5788.80908203125,0.16687555611133575
episode,49835,390,398,-199.13900000000007,86,,,,
update,49920,390,399,,,3045.343017578125,0.04052307829260826,6090.60791015625,0.14980116486549377
episode,49937,391,399,-86.60499999999993,102,,,,
update,50000,391,400,,,1319.989013671875,-0.020653650164604187,2640.022216796875,0.14898383617401123
