row_type,step,update,episode,episode_return,episode_length,loss,policy_loss,value_loss,entropy
update,4480,35,71,,,46032.859375,-0.18382275104522705,92066.1015625,1.7264056205749512
episode,4484,36,71,-1001.8310000000001,56,,,,
episode,4548,36,72,-1086.9850000000001,64,,,,
update,4608,36,73,,,46821.83203125,-0.33472558856010437,93644.3515625,1.8680630922317505
episode,4638,37,73,-660.1030000000002,90,,,,
episode,4686,37,74,-211.033,48,,,,
update,4736,37,75,,,22089.46875,-0.20702210068702698,44179.3671875,1.723651647567749
episode,4769,38,75,-782.6069999999996,83,,,,
episode,4855,38,76,-861.639,86,,,,
update,4864,38,77,,,68298.7890625,-0.13758566975593567,136597.875,1.9305486679077148
episode,4942,39,77,-905.0949999999998,87,,,,
update,4992,39,78,,,26071.716796875,-0.18326492607593536,52143.8203125,1.8325459957122803
episode,5024,40,78,-1080.911,82,,,,
episode,5083,40,79,-1271.581,59,,,,
update,5120,40,80,,,75187.46875,-0.12709325551986694,150375.203125,1.7313963174819946
episode,5140,41,80,-1131.803,57,,,,
episode,5210,41,81,-1326.1580000000001,70,,,,
update,5248,41,82,,,77319.4375,-0.25012537837028503,154639.390625,1.6702678203582764
episode,5274,42,82,-706.579,64,,,,
episode,5355,42,83,-1203.0049999999999,81,,,,
update,5376,42,84,,,50562.0390625,-0.21731962263584137,101124.53125,1.77876877784729
episode,5434,43,84,-1200.0330000000001,79,,,,
episode,5504,43,85,-708.0070000000001,70,,,,
update,5504,43,86,,,70369.359375,-0.16399654746055603,140739.0625,1.8805423974990845
episode,5556,44,86,-197.573,52,,,,
episode,5591,44,87,-33.33100000000008,35,,,,
update,5632,44,88,,,8586.1279296875,-0.09405244886875153,17172.45703125,1.3812389373779297
episode,5664,45,88,-1200.8759999999997,73,,,,
update,5760,45,89,,,45573.8125,-0.1678839474916458,91147.984375,1.9834542274475098
episode,5767,46,89,-741.7489999999999,103,,,,
episode,5846,46,90,-476.9860000000001,79,,,,
update,5888,46,91,,,17209.716796875,-0.0733012929558754,34419.59765625,1.6676867008209229
episode,5913,47,91,-1236.892,67,,,,
episode,5998,47,92,-519.213,85,,,,
update,6016,47,93,,,44023.6015625,-0.3164677023887634,88047.8515625,1.5865752696990967
episode,6055,48,93,-1367.254,57,,,,
episode,6099,48,94,-310.97999999999996,44,,,,
update,6144,48,95,,,60666.78515625,-0.09731461107730865,121333.78125,1.6955382823944092
episode,6162,49,95,-1078.665,63,,,,
episode,6225,49,96,-928.9119999999999,63,,,,
update,6272,49,97,,,54884.76953125,-0.11899042129516602,109769.7890625,1.6141504049301147
episode,6298,50,97,-982.9780000000002,73,,,,
episode,6369,50,98,-1171.505,71,,,,
update,6400,50,99,,,69655.296875,-0.2656012177467346,139311.140625,1.7371488809585571
episode,6435,51,99,-1464.364,66,,,,
episode,6513,51,100,-867.585,78,,,,
update,6528,51,101,,,93469.8828125,0.011289365589618683,186939.765625,1.7262673377990723
episode,6580,52,101,-1242.972,67,,,,
episode,6640,52,102,-1162.219,60,,,,
update,6656,52,103,,,83549.390625,-0.213455468416214,167099.21875,1.426068902015686
episode,6722,53,103,-841.773,82,,,,
episode,6780,53,104,-576.321,58,,,,
update,6784,53,105,,,43834.75390625,-0.1822727620601654,87669.890625,1.7127690315246582
episode,6860,54,105,-562.907,80,,,,
episode,6911,54,106,-369.4630000000001,51,,,,
update,6912,54,107,,,24418.181640625,-0.19020116329193115,48836.7578125,1.6568320989608765
episode,7005,55,107,-548.7980000000002,94,,,,
update,7040,55,108,,,18572.5234375,-0.018355481326580048,37145.09765625,1.4982372522354126
episode,7071,56,108,-270.8620000000001,66,,,,
update,7168,56,109,,,18430.611328125,-0.2689145505428314,36861.77734375,1.7408488988876343
episode,7171,57,109,-417.08000000000004,100,,,,
episode,7226,57,110,-316.91100000000006,55,,,,
episode,7291,57,111,-1146.82,65,,,,
update,7296,57,112,,,48556.2421875,-0.07272101938724518,97112.6484375,1.5629127025604248
episode,7373,58,112,-702.1729999999998,82,,,,
update,7424,58,113,,,30721.44921875,-0.03415267542004585,61442.98046875,1.6508070230484009
episode,7443,59,113,-985.3159999999998,70,,,,
episode,7501,59,114,-651.4269999999999,58,,,,
update,7552,59,115,,,25794.294921875,0.11111214756965637,51588.3828125,1.5260448455810547
episode,7562,60,115,-229.90900000000008,61,,,,
episode,7631,60,116,-872.242,69,,,,
update,7680,60,117,,,40882.14453125,-0.053133588284254074,81764.4140625,1.5673153400421143
episode,7700,61,117,-1421.0309999999997,69,,,,
episode,7755,61,118,-958.7689999999999,55,,,,
episode,7798,61,119,-79.09299999999996,43,,,,
update,7808,61,120,,,49363.98046875,0.021185901015996933,98727.9375,1.3757805824279785
episode,7878,62,120,-1087.841,80,,,,
update,7936,62,121,,,28111.34375,-0.011872012168169022,56222.7265625,1.6446294784545898
episode,7967,63,121,-497.38199999999983,89,,,,
episode,8009,63,122,-903.0550000000001,42,,,,
update,8064,63,123,,,41513.546875,-0.050412945449352264,83027.2109375,1.4320151805877686
episode,8109,64,123,-371.6450000000001,100,,,,
episode,8167,64,124,-1202.33,58,,,,
update,8192,64,125,,,47663.78515625,-0.0062126703560352325,95327.6015625,1.4449037313461304
episode,8245,65,125,-1164.695,78,,,,
update,8320,65,126,,,43808.2421875,-0.0841052383184433,87616.671875,1.4748303890228271
episode,8331,66,126,-657.3620000000002,86,,,,
episode,8405,66,127,-997.7669999999999,74,,,,
update,8448,66,128,,,34972.8046875,0.038467150181531906,69945.546875,1.2827489376068115
episode,8488,67,128,-1244.9980000000003,83,,,,
episode,8529,67,129,-249.993,41,,,,
update,8576,67,130,,,34833.8359375,0.23334188759326935,69667.21875,1.3474724292755127
episode,8598,68,130,-684.113,69,,,,
episode,8696,68,131,-770.8659999999999,98,,,,
update,8704,68,132,,,42191.99609375,0.08362159132957458,84383.84375,1.443006157875061
episode,8754,69,132,-879.6810000000002,58,,,,
update,8832,69,133,,,36140.5625,-0.01663926988840103,72281.171875,1.4442917108535767
episode,8846,70,133,-807.587,92,,,,
episode,8900,70,134,-530.079,54,,,,
update,8960,70,135,,,22769.515625,0.08568711578845978,45538.875,1.4199649095535278
episode,8967,71,135,-303.933,67,,,,
episode,9045,71,136,-837.4330000000001,78,,,,
episode,9084,71,137,-98.65000000000003,39,,,,
update,9088,71,138,,,32975.41015625,0.032009221613407135,65950.7734375,1.3800373077392578
episode,9143,72,138,-681.529,59,,,,
update,9216,72,139,,,31202.005859375,-0.04819507151842117,62404.125,1.5196466445922852
episode,9223,73,139,-976.301,80,,,,
episode,9271,73,140,-1195.229,48,,,,
update,9344,73,141,,,59469.44921875,0.13932514190673828,118938.6328125,1.306410789489746
episode,9353,74,141,-1180.8010000000004,82,,,,
episode,9418,74,142,-988.3869999999998,65,,,,
update,9472,74,143,,,45349.390625,-0.1584545075893402,90699.1171875,1.3149524927139282
episode,9490,75,143,-553.229,72,,,,
episode,9545,75,144,-731.8580000000001,55,,,,
update,9600,75,145,,,43627.7265625,-0.032816626131534576,87255.53125,1.3380695581436157
episode,9625,76,145,-814.0919999999999,80,,,,
episode,9705,76,146,-1010.5310000000001,80,,,,
update,9728,76,147,,,39837.4296875,-0.09653554856777191,79675.0703125,1.2677851915359497
episode,9779,77,147,-625.419,74,,,,
episode,9836,77,148,-1348.1079999999995,57,,,,
update,9856,77,149,,,64526.45703125,0.10364910215139389,129052.71875,1.3455036878585815
episode,9919,78,149,-803.1460000000002,83,,,,
episode,9979,78,150,-1541.2500000000002,60,,,,
update,9984,78,151,,,83894.5703125,0.1358475685119629,167788.890625,1.1720902919769287
episode,10045,79,151,-1095.4029999999998,66,,,,
update,10112,79,152,,,38232.47265625,0.09682178497314453,76464.765625,1.2740256786346436
episode,10143,80,152,-624.697,98,,,,
episode,10205,80,153,-881.6079999999998,62,,,,
update,10240,80,154,,,47856.69140625,0.12678509950637817,95713.1484375,1.2358108758926392
episode,10321,81,154,-257.57600000000014,116,,,,
update,10368,81,155,,,9721.544921875,0.01217887457460165,19443.080078125,1.2771369218826294
episode,10413,82,155,-433.90700000000004,92,,,,
episode,10475,82,156,-314.765,62,,,,
update,10496,82,157,,,11102.0771484375,0.2827056050300598,22203.603515625,1.405633807182312
episode,10549,83,157,-950.4610000000001,74,,,,
update,10624,83,158,,,32731.421875,0.14394623041152954,65462.56640625,1.2593241930007935
episode,10637,84,158,-862.22,88,,,,
episode,10686,84,159,-701.5719999999999,49,,,,
episode,10752,84,160,-1371.4579999999999,66,,,,
update,10752,84,161,,,77957.4296875,-0.0015730448067188263,155914.875,1.0981698036193848
episode,10846,85,161,-765.8130000000001,94,,,,
update,10880,85,162,,,20145.169921875,0.28440773487091064,40289.78125,1.2765272855758667
episode,10955,86,162,-0.26999999999986896,109,,,,
update,11008,86,163,,,2244.520751953125,-0.014062030240893364,4489.08154296875,1.1885740756988525
episode,11030,87,163,-801.0169999999999,75,,,,
episode,11118,87,164,-709.1250000000001,88,,,,
update,11136,87,165,,,34422.91796875,0.10887499153614044,68845.6328125,1.2412023544311523
episode,11207,88,165,-810.334,89,,,,
update,11264,88,166,,,22161.302734375,0.14692185819149017,44322.32421875,1.1202189922332764
episode,11289,89,166,-827.1999999999999,82,,,,
episode,11340,89,167,-458.696,51,,,,
update,11392,89,168,,,51734.734375,0.017671361565589905,103469.4375,1.141499638557434
episode,11415,90,168,-1073.4379999999999,75,,,,
episode,11476,90,169,-282.86400000000003,61,,,,
update,11520,90,170,,,27919.98046875,0.2428169548511505,55839.48828125,1.2561439275741577
episode,11550,91,170,-766.747,74,,,,
episode,11632,91,171,-1352.949,82,,,,
update,11648,91,172,,,75873.53125,0.15620505809783936,151746.765625,1.1597630977630615
episode,11726,92,172,-957.743,94,,,,
update,11776,92,173,,,43626.65234375,-0.109991155564785,87253.5390625,1.1809061765670776
episode,11783,93,173,-1087.765,57,,,,
episode,11884,93,174,-496.64799999999997,101,,,,
update,11904,93,175,,,9491.412109375,0.21099966764450073,18982.4140625,1.1176683902740479
episode,11976,94,175,-599.343,92,,,,
update,12032,94,176,,,15264.7880859375,0.11255911737680435,30529.36328125,1.17009437084198
episode,12050,95,176,-1057.385,74,,,,
episode,12144,95,177,-630.3219999999998,94,,,,
update,12160,95,178,,,39384.72265625,0.28915396332740784,78768.875,1.1114200353622437
episode,12225,96,178,-894.163,81,,,,
update,12288,96,179,,,26823.025390625,0.024857979267835617,53646.01171875,1.0712460279464722
episode,12312,97,179,-819.982,87,,,,
episode,12387,97,180,-900.013,75,,,,
update,12416,97,181,,,45270.95703125,0.08515950292348862,90541.75,1.1123698949813843
episode,12457,98,181,-1013.799,70,,,,
update,12544,98,182,,,34704.64453125,0.14350299537181854,69409.0078125,0.9810725450515747
episode,12555,99,182,-389.23400000000004,98,,,,
episode,12643,99,183,-457.04200000000003,88,,,,
update,12672,99,184,,,13031.6240234375,0.1838463544845581,26062.892578125,1.122854232788086
episode,12723,100,184,-670.7020000000001,80,,,,
update,12800,100,185,,,34685.56640625,0.1965917944908142,69370.75,1.002306342124939
episode,12806,101,185,-969.6899999999998,83,,,,
episode,12862,101,186,-58.97899999999991,56,,,,
update,12928,101,187,,,29619.81640625,0.13631108403205872,59239.37109375,1.121084451675415
episode,12934,102,187,-989.6279999999999,72,,,,
episode,13012,102,188,-875.5450000000001,78,,,,
update,13056,102,189,,,28336.9296875,0.18131867051124573,56673.5078125,1.0742100477218628
episode,13085,103,189,-1087.132,73,,,,
episode,13159,103,190,-916.067,74,,,,
update,13184,103,191,,,44397.40625,0.17207197844982147,88794.4765625,0.9379875659942627
episode,13245,104,191,-1118.9399999999998,86,,,,
update,13312,104,192,,,37544.69921875,0.18549859523773193,75089.0390625,0.8632239103317261
episode,13332,105,192,-896.857,87,,,,
episode,13433,105,193,-358.336,101,,,,
update,13440,105,194,,,16396.92578125,0.29101237654685974,32793.27734375,0.9710695147514343
episode,13519,106,194,-627.9879999999999,86,,,,
update,13568,106,195,,,14214.9677734375,0.18860025703907013,28429.568359375,0.9703888893127441
episode,13614,107,195,-601.94,95,,,,
episode,13692,107,196,-1042.362,78,,,,
update,13696,107,197,,,40021.97265625,0.19225040078163147,80043.5703125,0.8783356547355652
episode,13784,108,197,-721.577,92,,,,
update,13824,108,198,,,19174.91015625,0.2345585972070694,38349.359375,0.8955678343772888
episode,13876,109,198,-802.0609999999999,92,,,,
episode,13945,109,199,-1152.6609999999996,69,,,,
update,13952,109,200,,,54300.44140625,0.24157878756523132,108600.40625,0.8302710056304932
episode,14010,110,200,-1261.1980000000003,65,,,,
update,14080,110,201,,,46043.38671875,0.15191854536533356,92086.4765625,0.9450830817222595
episode,14096,111,201,-608.0610000000001,86,,,,
episode,14172,111,202,-636.3019999999999,76,,,,
update,14208,111,203,,,25066.783203125,0.11450786143541336,50133.34375,0.9024618864059448
episode,14269,112,203,-721.9400000000002,97,,,,
episode,14332,112,204,-1129.291,63,,,,
update,14336,112,205,,,53520.0390625,0.011891970410943031,107040.0625,0.9397293329238892
episode,14450,113,205,-166.9230000000001,118,,,,
update,14464,113,206,,,7159.322265625,0.20744039118289948,14318.23828125,0.9073423147201538
episode,14549,114,206,-1203.1219999999994,99,,,,
update,14592,114,207,,,25652.763671875,0.13127194344997406,51305.2734375,0.7705380916595459
episode,14623,115,207,-848.3669999999998,74,,,,
update,14720,115,208,,,24552.11328125,0.0794878751039505,49104.07421875,0.768169105052948
episode,14729,116,208,-686.4580000000001,106,,,,
episode,14842,116,209,-866.2979999999999,113,,,,
update,14848,116,210,,,17316.912109375,0.3270033597946167,34633.1796875,0.7875553369522095
episode,14932,117,210,-486.4659999999999,90,,,,
update,14976,117,211,,,10460.2119140625,0.12439855933189392,20920.185546875,0.9246992468833923
episode,15038,118,211,-593.285,106,,,,
update,15104,118,212,,,11321.8876953125,0.23453573882579803,22643.3125,0.6669252514839172
episode,15138,119,212,-717.135,100,,,,
update,15232,119,213,,,21620.67578125,0.22177556157112122,43240.9140625,0.6996840238571167
episode,15235,120,213,-716.8069999999997,97,,,,
episode,15340,120,214,-311.1019999999998,105,,,,
update,15360,120,215,,,11899.185546875,0.3481966555118561,23797.681640625,0.8394504189491272
episode,15425,121,215,-709.9649999999999,85,,,,
update,15488,121,216,,,20417.29296875,0.30258169770240784,40833.98828125,0.7960705757141113
episode,15514,122,216,-783.9049999999996,89,,,,
episode,15611,122,217,-210.86700000000005,97,,,,
update,15616,122,218,,,6380.076171875,0.02727678418159485,12760.1044921875,0.7002750039100647
episode,15731,123,218,-497.8139999999997,120,,,,
update,15744,123,219,,,12155.79296875,0.256509393453598,24311.080078125,0.7102801203727722
episode,15825,124,219,-781.6759999999997,94,,,,
update,15872,124,220,,,20073.462890625,0.21863585710525513,40146.49609375,0.7926903367042542
episode,15941,125,220,-634.3010000000002,116,,,,
update,16000,125,221,,,14058.693359375,0.27915194630622864,28116.833984375,0.5953765511512756
episode,16043,126,221,-954.8529999999998,102,,,,
episode,16128,126,222,-1013.7399999999997,85,,,,
update,16128,126,223,,,26479.470703125,0.14153707027435303,52958.6640625,0.5013646483421326
episode,16212,127,223,-1041.4929999999997,84,,,,
update,16256,127,224,,,25761.951171875,0.34382393956184387,51523.22265625,0.8674958348274231
episode,16306,128,224,-320.02,94,,,,
update,16384,128,225,,,27264.80078125,0.16915741562843323,54529.265625,0.5816532969474792
episode,16386,129,225,-892.4599999999999,80,,,,
episode,16466,129,226,-981.8669999999996,80,,,,
update,16512,129,227,,,22921.341796875,0.19319897890090942,45842.3046875,0.780817449092865
episode,16577,130,227,-770.5150000000001,111,,,,
update,16640,130,228,,,17944.0078125,0.07317516207695007,35887.875,0.5134116411209106
episode,16676,131,228,-1165.4600000000003,99,,,,
update,16768,131,229,,,10475.982421875,0.23138435184955597,20951.5078125,0.5871228575706482
episode,16788,132,229,-599.8539999999999,112,,,,
update,16896,132,230,,,22498.6796875,0.28073006868362427,44996.80078125,0.5293216109275818
episode,16900,133,230,-936.8720000000002,112,,,,
episode,17007,133,231,-683.5379999999999,107,,,,
update,17024,133,232,,,12744.296875,0.30770474672317505,25487.986328125,0.7104440927505493
episode,17110,134,232,-1069.3439999999998,103,,,,
update,17152,134,233,,,21351.326171875,0.2750517725944519,42702.10546875,0.5486817955970764
episode,17222,135,233,-691.9969999999998,112,,,,
update,17280,135,234,,,12238.0927734375,0.16164526343345642,24475.8671875,0.580857515335083
episode,17343,136,234,-274.5920000000002,121,,,,
update,17408,136,235,,,7941.60888671875,0.08995135873556137,15883.0439453125,0.6033952832221985
episode,17433,137,235,-739.4379999999999,90,,,,
update,17536,137,236,,,10017.3779296875,0.4394737184047699,20033.8828125,0.599522054195404
episode,17548,138,236,-594.235,115,,,,
episode,17643,138,237,-1207.696,95,,,,
update,17664,138,238,,,32463.86328125,0.4063805639743805,64926.921875,0.6049322485923767
episode,17742,139,238,-551.148,99,,,,
update,17792,139,239,,,8864.01171875,0.2593635022640228,17727.509765625,0.5793326497077942
episode,17841,140,239,-1058.561,99,,,,
update,17920,140,240,,,29979.962890625,0.41820305585861206,59959.09375,0.47767373919487
episode,17931,141,240,-1028.166,90,,,,
episode,18031,141,241,-508.73699999999997,100,,,,
update,18048,141,242,,,7691.3125,0.2878505289554596,15382.0537109375,0.5212007761001587
episode,18150,142,242,-724.8449999999999,119,,,,
update,18176,142,243,,,10780.0126953125,0.26643994450569153,21559.498046875,0.5093283653259277
episode,18260,143,243,-846.7180000000001,110,,,,
update,18304,143,244,,,15088.9482421875,0.18179135024547577,30177.5390625,0.5091461539268494
episode,18374,144,244,-481.97099999999995,114,,,,
update,18432,144,245,,,10071.4638671875,0.19192105531692505,20142.548828125,0.5489230155944824
episode,18474,145,245,-835.4560000000002,100,,,,
update,18560,145,246,,,20765.775390625,0.34936225414276123,41530.85546875,0.4843961000442505
episode,18580,146,246,-605.8469999999999,106,,,,
update,18688,146,247,,,9780.7021484375,0.228498637676239,19560.951171875,0.4115695059299469
episode,18691,147,247,-645.5999999999999,111,,,,
episode,18779,147,248,-1210.4829999999997,88,,,,
update,18816,147,249,,,28328.544921875,0.26088055968284607,56656.5703125,0.5810384750366211
episode,18899,148,249,-715.3349999999998,120,,,,
update,18944,148,250,,,10353.2861328125,0.3670198321342468,20705.841796875,0.43443724513053894
episode,19007,149,250,-508.1929999999999,108,,,,
update,19072,149,251,,,10185.8408203125,0.24887818098068237,20371.1875,0.45909619331359863
episode,19122,150,251,-579.5350000000001,115,,,,
update,19200,150,252,,,13688.533203125,0.2465340942144394,27376.578125,0.4538787305355072
episode,19216,151,252,-420.92900000000003,94,,,,
episode,19306,151,253,-884.4899999999999,90,,,,
update,19328,151,254,,,18482.8046875,0.25667446851730347,36965.1015625,0.558009147644043
episode,19416,152,254,-655.3359999999998,110,,,,
update,19456,152,255,,,10744.365234375,0.3154663145542145,21488.10546875,0.5098541975021362
episode,19535,153,255,-866.7249999999998,119,,,,
update,19584,153,256,,,14876.6748046875,0.34498292207717896,29752.666015625,0.4985989034175873
episode,19648,154,256,-219.99600000000004,113,,,,
update,19712,154,257,,,8411.462890625,0.18947966396808624,16822.55078125,0.45645585656166077
episode,19747,155,257,-911.294,99,,,,
update,19840,155,258,,,7757.13623046875,0.3015076518058777,15513.6748046875,0.45154446363449097
episode,19875,156,258,-540.516,128,,,,
update,19968,156,259,,,7945.7646484375,0.15221542119979858,15891.228515625,0.38981255888938904
episode,19990,157,259,-510.1859999999999,115,,,,
update,20096,157,260,,,11244.4755859375,0.21230009198188782,22488.53125,0.3747484087944031
episode,20113,158,260,-749.4470000000001,123,,,,
update,20224,158,261,,,8203.17578125,0.3017089366912842,16405.751953125,0.3234737813472748
episode,20228,159,261,-545.0479999999997,115,,,,
episode,20347,159,262,-578.7099999999998,119,,,,
update,20352,159,263,,,8166.92529296875,0.2151511311531067,16333.4248046875,0.45503556728363037
episode,20455,160,263,-852.1839999999995,108,,,,
update,20480,160,264,,,13109.138671875,0.22912728786468506,26217.822265625,0.4075374901294708
episode,20561,161,264,-561.821,106,,,,
update,20608,161,265,,,10441.439453125,0.2420322746038437,20882.3984375,0.42132675647735596
episode,20690,162,265,-295.6070000000002,129,,,,
update,20736,162,266,,,7754.02978515625,0.4436728358268738,15507.1767578125,0.4927847683429718
episode,20812,163,266,-269.6680000000001,122,,,,
update,20864,163,267,,,7063.0498046875,0.1852751225233078,14125.7333984375,0.3695495128631592
episode,20929,164,267,-981.2249999999998,117,,,,
update,20992,164,268,,,13754.8017578125,0.44595253467559814,27508.71484375,0.36181482672691345
episode,21043,165,268,-798.4339999999999,114,,,,
update,21120,165,269,,,12316.85546875,0.17982296645641327,24633.35546875,0.335698664188385
episode,21160,166,269,-400.8429999999999,117,,,,
update,21248,166,270,,,5453.80224609375,0.3688625693321228,10906.8720703125,0.5349438786506653
episode,21290,167,270,-527.6840000000001,130,,,,
update,21376,167,271,,,5462.05224609375,0.27718889713287354,10923.5537109375,0.35999709367752075
episode,21414,168,271,-460.04,124,,,,
update,21504,168,272,,,4853.505859375,0.1741662323474884,9706.6669921875,0.36659690737724304
episode,21542,169,272,-197.72600000000006,128,,,,
update,21632,169,273,,,6104.0576171875,0.16565188765525818,12207.787109375,0.28165993094444275
episode,21659,170,273,-606.4419999999997,117,,,,
update,21760,170,274,,,7704.7412109375,0.2501675486564636,15408.9853515625,0.32683515548706055
episode,21774,171,274,-565.5360000000003,115,,,,
episode,21888,171,275,-731.5199999999996,114,,,,
