row_type,step,update,episode,episode_return,episode_length,loss,policy_loss,value_loss,entropy
update,21888,171,276,,,12084.3154296875,0.15924714505672455,24168.31640625,0.39203986525535583
episode,21993,172,276,-718.068,105,,,,
update,22016,172,277,,,10331.5439453125,0.23374828696250916,20662.625,0.4183819890022278
episode,22080,173,277,-1134.6289999999997,87,,,,
update,22144,173,278,,,27712.49609375,0.21390095353126526,55424.56640625,0.3291080594062805
episode,22191,174,278,-468.191,111,,,,
update,22272,174,279,,,3621.5380859375,0.2234913855791092,7242.63330078125,0.3782072067260742
episode,22311,175,279,-571.5269999999998,120,,,,
update,22400,175,280,,,4136.2939453125,0.21051858365535736,8272.1708984375,0.3608734905719757
episode,22437,176,280,-584.4739999999999,126,,,,
update,22528,176,281,,,13259.72265625,0.22656399011611938,26518.994140625,0.2732386589050293
episode,22550,177,281,-757.2429999999999,113,,,,
update,22656,177,282,,,5347.0068359375,0.19770099222660065,10693.62109375,0.2774254381656647
episode,22670,178,282,-456.9799999999999,120,,,,
update,22784,178,283,,,12956.384765625,0.08744366466999054,25912.595703125,0.24703183770179749
episode,22791,179,283,-811.5839999999998,121,,,,
episode,22899,179,284,-979.8769999999995,108,,,,
update,22912,179,285,,,16338.8232421875,0.43628716468811035,32676.77734375,0.37377411127090454
episode,23011,180,285,-536.6239999999998,112,,,,
update,23040,180,286,,,6216.4501953125,0.14207065105438232,12432.6201171875,0.3472147583961487
episode,23136,181,286,-668.3949999999999,125,,,,
update,23168,181,287,,,8784.3623046875,0.16679300367832184,17568.392578125,0.2835545539855957
episode,23248,182,287,-1069.239,112,,,,
update,23296,182,288,,,18790.34375,0.2212999016046524,37580.25,0.34608548879623413
episode,23390,183,288,-124.26600000000019,142,,,,
update,23424,183,289,,,3512.387451171875,0.25252190232276917,7024.27294921875,0.30959662795066833
episode,23503,184,289,-828.1139999999998,113,,,,
update,23552,184,290,,,12280.587890625,0.09906817227602005,24560.982421875,0.31853368878364563
episode,23621,185,290,-318.5240000000001,118,,,,
update,23680,185,291,,,6884.09814453125,0.18909403681755066,13767.8212890625,0.3345740735530853
episode,23743,186,291,-718.5089999999998,122,,,,
update,23808,186,292,,,13107.1435546875,0.10274891555309296,26214.083984375,0.2296970784664154
episode,23863,187,292,-400.11,120,,,,
update,23936,187,293,,,1933.648193359375,0.32266485691070557,3866.65478515625,0.354065477848053
episode,23975,188,293,-758.57,112,,,,
update,24064,188,294,,,11353.0830078125,0.2839907109737396,22705.599609375,0.2274630069732666
episode,24090,189,294,-488.2409999999999,115,,,,
update,24192,189,295,,,3372.394287109375,0.2806089520454407,6744.2314453125,0.3768754303455353
episode,24220,190,295,-375.3930000000002,130,,,,
update,24320,190,296,,,6532.45068359375,0.3464232385158539,13064.212890625,0.3460320234298706
episode,24345,191,296,-517.4890000000001,125,,,,
update,24448,191,297,,,12681.974609375,0.19525377452373505,25363.5625,0.2949015498161316
episode,24460,192,297,-752.8789999999999,115,,,,
episode,24576,192,298,-653.2489999999998,116,,,,
update,24576,192,299,,,7969.69921875,0.15299849212169647,15939.095703125,0.26242274045944214
episode,24685,193,299,-654.229,109,,,,
update,24704,193,300,,,8579.5751953125,0.3265940546989441,17158.501953125,0.38048499822616577
episode,24807,194,300,-620.054,122,,,,
update,24832,194,301,,,9976.5439453125,0.2272680103778839,19952.634765625,0.2896350622177124
episode,24920,195,301,-614.457,113,,,,
update,24960,195,302,,,10669.8603515625,0.16582834720611572,21339.390625,0.2710367441177368
episode,25039,196,302,-524.9229999999998,119,,,,
update,25088,196,303,,,6052.57568359375,0.1509227603673935,12104.8525390625,0.2689819633960724
episode,25152,197,303,-501.20900000000006,113,,,,
update,25216,197,304,,,4144.57373046875,0.1866428554058075,8288.7763671875,0.21867753565311432
episode,25272,198,304,-472.542,120,,,,
update,25344,198,305,,,4229.72705078125,0.268889456987381,8458.9189453125,0.33547264337539673
episode,25405,199,305,-153.4150000000001,133,,,,
update,25472,199,306,,,2470.74560546875,0.2594803273677826,4940.974609375,0.2473699152469635
episode,25523,200,306,-315.15200000000004,118,,,,
update,25600,200,307,,,4283.23974609375,0.11724144220352173,8566.248046875,0.2724182903766632
episode,25645,201,307,-639.9269999999999,122,,,,
update,25728,201,308,,,5442.90283203125,0.16784071922302246,10885.47265625,0.28145185112953186
episode,25776,202,308,-292.84599999999995,131,,,,
update,25856,202,309,,,5456.4208984375,0.15573041141033173,10912.533203125,0.25925299525260925
episode,25894,203,309,-474.39099999999985,118,,,,
update,25984,203,310,,,4962.32666015625,0.046041183173656464,9924.5634765625,0.22035440802574158
episode,26014,204,310,-392.0119999999999,120,,,,
update,26112,204,311,,,2735.029296875,0.16457730531692505,5469.7333984375,0.4028928279876709
episode,26147,205,311,-329.46000000000026,133,,,,
update,26240,205,312,,,9734.25,0.19427694380283356,19468.11328125,0.26225289702415466
episode,26263,206,312,-703.2879999999999,116,,,,
update,26368,206,313,,,22401.548828125,0.14070865511894226,44802.81640625,0.1931484043598175
episode,26371,207,313,-1229.4989999999993,108,,,,
episode,26492,207,314,-673.283,121,,,,
update,26496,207,315,,,10854.681640625,0.20149654150009155,21708.962890625,0.23162874579429626
episode,26616,208,315,-475.7029999999999,124,,,,
update,26624,208,316,,,7124.42529296875,0.08504542708396912,14248.6826171875,0.2435777485370636
episode,26722,209,316,-660.794,106,,,,
update,26752,209,317,,,10487.6376953125,0.11442982405424118,20975.048828125,0.22208240628242493
episode,26828,210,317,-749.3249999999998,106,,,,
update,26880,210,318,,,10523.39453125,0.12360455095767975,21046.54296875,0.26039308309555054
episode,26951,211,318,-499.54899999999986,123,,,,
update,27008,211,319,,,9561.01171875,0.15110699832439423,19121.72265625,0.23694851994514465
episode,27071,212,319,-646.4300000000001,120,,,,
update,27136,212,320,,,6746.89599609375,0.20254981517791748,13493.388671875,0.21404479444026947
episode,27186,213,320,-600.9540000000001,115,,,,
update,27264,213,321,,,8363.7001953125,0.14919379353523254,16727.103515625,0.2590181827545166
episode,27302,214,321,-755.9910000000002,116,,,,
update,27392,214,322,,,12158.7021484375,0.13129648566246033,24317.14453125,0.15936657786369324
episode,27407,215,322,-901.0899999999998,105,,,,
update,27520,215,323,,,9857.9130859375,0.04804643243551254,19715.732421875,0.19460362195968628
episode,27524,216,323,-643.355,117,,,,
episode,27645,216,324,-591.89,121,,,,
update,27648,216,325,,,7964.3447265625,0.08144483715295792,15928.529296875,0.3054587244987488
episode,27770,217,325,-533.736,125,,,,
update,27776,217,326,,,7556.74072265625,0.09056873619556427,15113.3037109375,0.2569836378097534
episode,27874,218,326,-780.668,104,,,,
update,27904,218,327,,,11542.7265625,0.17331701517105103,23085.109375,0.28978970646858215
episode,28005,219,327,75.66599999999995,131,,,,
update,28032,219,328,,,3546.07373046875,0.19764073193073273,7091.7548828125,0.27646419405937195
episode,28127,220,328,-581.0459999999999,122,,,,
update,28160,220,329,,,8400.6005859375,0.19102106988430023,16800.8203125,0.24712082743644714
episode,28247,221,329,-405.38,120,,,,
update,28288,221,330,,,8527.384765625,0.1055595725774765,17054.560546875,0.25700461864471436
episode,28365,222,330,-500.1460000000002,118,,,,
update,28416,222,331,,,6963.46337890625,0.1412508636713028,13926.6474609375,0.2648867666721344
episode,28496,223,331,-334.37099999999987,131,,,,
update,28544,223,332,,,4377.74267578125,0.11966059356927872,8755.248046875,0.24104201793670654
episode,28617,224,332,-734.6009999999997,121,,,,
update,28672,224,333,,,5895.04833984375,0.15289248526096344,11789.7939453125,0.2465934306383133
episode,28736,225,333,-706.3270000000001,119,,,,
update,28800,225,334,,,7647.92578125,0.16349056363105774,15295.52734375,0.29528576135635376
episode,28859,226,334,-663.435,123,,,,
update,28928,226,335,,,8995.92578125,0.18816149234771729,17991.4765625,0.26065149903297424
episode,28976,227,335,-301.54100000000005,117,,,,
update,29056,227,336,,,12548.64453125,0.05367071181535721,25097.18359375,0.22057975828647614
episode,29087,228,336,-956.5319999999998,111,,,,
update,29184,228,337,,,5334.859375,0.1622156798839569,10669.396484375,0.22065192461013794
episode,29213,229,337,-334.50300000000004,126,,,,
update,29312,229,338,,,5711.4970703125,0.1271369904279709,11422.7431640625,0.299578994512558
episode,29337,230,338,-356.0740000000001,124,,,,
update,29440,230,339,,,5767.69921875,0.11027906835079193,11535.1806640625,0.2581130564212799
episode,29450,231,339,-405.3360000000001,113,,,,
update,29568,231,340,,,8735.1083984375,0.17531761527061462,17469.8671875,0.2513226866722107
episode,29579,232,340,-605.4999999999999,129,,,,
update,29696,232,341,,,13625.0234375,0.1276540756225586,27249.79296875,0.23013079166412354
episode,29698,233,341,-787.2429999999998,119,,,,
episode,29824,233,342,-167.94700000000014,126,,,,
update,29824,233,343,,,3762.0341796875,0.17707228660583496,7523.71728515625,0.2762129306793213
episode,29934,234,343,-594.398,110,,,,
update,29952,234,344,,,6802.78857421875,0.1410551816225052,13605.2978515625,0.30958208441734314
episode,30062,235,344,-281.65200000000004,128,,,,
update,30080,235,345,,,6438.7919921875,0.07750784605741501,12877.431640625,0.25885412096977234
episode,30189,236,345,-601.2389999999999,127,,,,
update,30208,236,346,,,7178.7666015625,0.15735632181167603,14357.2216796875,0.27139872312545776
episode,30312,237,346,-694.114,123,,,,
update,30336,237,347,,,7788.83740234375,0.1055198535323143,15577.466796875,0.2487630695104599
episode,30440,238,347,-573.183,128,,,,
update,30464,238,348,,,6480.4541015625,0.10985823720693588,12960.69140625,0.30673646926879883
episode,30559,239,348,-433.5740000000002,119,,,,
update,30592,239,349,,,5538.36279296875,0.08171259611845016,11076.5654296875,0.25179168581962585
episode,30687,240,349,-444.37300000000005,128,,,,
update,30720,240,350,,,6622.765625,0.15907464921474457,13245.2158203125,0.2877093553543091
episode,30811,241,350,-282.37300000000005,124,,,,
update,30848,241,351,,,5769.314453125,0.128026083111763,11538.3759765625,0.28832486271858215
episode,30920,242,351,-789.366,109,,,,
update,30976,242,352,,,12945.1083984375,0.18453346192836761,25889.849609375,0.24964044988155365
episode,31033,243,352,-656.8649999999998,113,,,,
update,31104,243,353,,,4164.517578125,0.06398604810237885,8328.91015625,0.25147688388824463
episode,31173,244,353,-326.3879999999999,140,,,,
update,31232,244,354,,,5462.7060546875,0.10573449730873108,10925.2021484375,0.2343464493751526
episode,31297,245,354,-426.8019999999999,124,,,,
update,31360,245,355,,,4665.19482421875,0.2702900469303131,9329.8515625,0.27822935581207275
episode,31433,246,355,-576.462,136,,,,
update,31488,246,356,,,6722.93359375,0.11261358112096786,13445.64453125,0.33965596556663513
episode,31564,247,356,-437.2440000000001,131,,,,
update,31616,247,357,,,6012.51806640625,0.129330113530159,12024.7802734375,0.2800441086292267
episode,31679,248,357,-876.4409999999995,115,,,,
update,31744,248,358,,,5579.78759765625,0.0928749293088913,11159.3916015625,0.21590714156627655
episode,31805,249,358,-328.53899999999976,126,,,,
update,31872,249,359,,,4567.1689453125,0.06424502283334732,9134.2109375,0.2229928970336914
episode,31919,250,359,-578.933,114,,,,
update,32000,250,360,,,4532.2744140625,0.04678187146782875,9064.4580078125,0.2547570466995239
episode,32041,251,360,-791.7959999999999,122,,,,
update,32128,251,361,,,15634.9755859375,0.1455162763595581,31269.662109375,0.22746491432189941
episode,32156,252,361,-740.9159999999996,115,,,,
update,32256,252,362,,,7797.84375,0.0991835966706276,15595.4912109375,0.18528762459754944
episode,32281,253,362,-570.611,125,,,,
update,32384,253,363,,,13963.048828125,0.05957925319671631,27925.98046875,0.2284003347158432
episode,32391,254,363,-976.8969999999998,110,,,,
episode,32512,254,364,-660.843,121,,,,
update,32512,254,365,,,9521.705078125,0.03134218975901604,19043.349609375,0.21286633610725403
episode,32636,255,365,-722.328,124,,,,
update,32640,255,366,,,11057.7333984375,0.06487417221069336,22115.33984375,0.20736239850521088
episode,32754,256,366,-806.8869999999997,118,,,,
update,32768,256,367,,,13864.9560546875,0.0871979370713234,27729.740234375,0.26540517807006836
episode,32875,257,367,-901.633,121,,,,
update,32896,257,368,,,14226.140625,0.11783203482627869,28452.046875,0.22346167266368866
episode,33004,258,368,-573.5290000000002,129,,,,
update,33024,258,369,,,8768.4677734375,0.11780094355344772,17536.701171875,0.2823249399662018
episode,33123,259,369,-701.5829999999999,119,,,,
update,33152,259,370,,,9240.5849609375,0.12444383651018143,18480.923828125,0.2859955430030823
episode,33254,260,370,-517.64,131,,,,
update,33280,260,371,,,7020.376953125,0.08478006720542908,14040.5859375,0.21945923566818237
episode,33385,261,371,-493.33799999999985,131,,,,
update,33408,261,372,,,8239.75,0.05411699786782265,16479.39453125,0.19381959736347198
episode,33505,262,372,-571.8070000000001,120,,,,
update,33536,262,373,,,10627.322265625,0.146888867020607,21254.353515625,0.2821524739265442
episode,33639,263,373,-196.21099999999998,134,,,,
update,33664,263,374,,,6047.48486328125,0.056908875703811646,12094.857421875,0.22401344776153564
episode,33773,264,374,-438.11199999999997,134,,,,
update,33792,264,375,,,6647.791015625,0.10004321485757828,13295.384765625,0.2512044906616211
episode,33894,265,375,-578.8079999999999,121,,,,
update,33920,265,376,,,7095.171875,0.08137639611959457,14190.1826171875,0.22271192073822021
episode,34017,266,376,-575.8879999999999,123,,,,
update,34048,266,377,,,7148.72216796875,0.12314121425151825,14297.201171875,0.2825944721698761
episode,34159,267,377,-83.37999999999998,142,,,,
update,34176,267,378,,,2665.20458984375,-0.0677529126405716,5330.546875,0.20366744697093964
episode,34285,268,378,-593.9540000000002,126,,,,
update,34304,268,379,,,7623.8349609375,0.14289575815200806,15247.38671875,0.2552698254585266
episode,34405,269,379,-654.3939999999998,120,,,,
update,34432,269,380,,,8409.275390625,0.09403850138187408,16818.365234375,0.1675558090209961
episode,34523,270,380,-718.5060000000002,118,,,,
update,34560,270,381,,,9205.1123046875,0.12395292520523071,18409.978515625,0.18591293692588806
episode,34649,271,381,-520.259,126,,,,
update,34688,271,382,,,7982.00634765625,0.09252040833234787,15963.830078125,0.18644173443317413
episode,34777,272,382,-678.9150000000001,128,,,,
update,34816,272,383,,,9282.3583984375,0.0851958841085434,18564.548828125,0.13960206508636475
episode,34891,273,383,-572.507,114,,,,
update,34944,273,384,,,8721.095703125,0.10370030999183655,17441.986328125,0.22700271010398865
episode,35021,274,384,-435.857,130,,,,
update,35072,274,385,,,5651.12353515625,0.09020474553108215,11302.068359375,0.1566452980041504
episode,35141,275,385,-1065.9489999999998,120,,,,
update,35200,275,386,,,17370.884765625,0.09499195218086243,34741.578125,0.13070403039455414
episode,35259,276,386,-705.0739999999997,118,,,,
update,35328,276,387,,,11041.296875,0.04468243941664696,22082.505859375,0.13878268003463745
episode,35375,277,387,-1132.539,116,,,,
update,35456,277,388,,,5788.94384765625,0.14130917191505432,11577.607421875,0.24347332119941711
episode,35509,278,388,-562.974,134,,,,
update,35584,278,389,,,4975.88330078125,0.06233253329992294,9951.6435546875,0.1811870038509369
episode,35648,279,389,-270.4119999999999,139,,,,
update,35712,279,390,,,7503.50830078125,0.07834179699420929,15006.8623046875,0.16013625264167786
episode,35770,280,390,-577.895,122,,,,
update,35840,280,391,,,4747.42578125,0.08759789168834686,9494.6787109375,0.17193563282489777
episode,35902,281,391,-16.704000000000132,132,,,,
update,35968,281,392,,,6116.12890625,0.06950224190950394,12232.1201171875,0.12698154151439667
episode,36011,282,392,-758.218,109,,,,
update,36096,282,393,,,12348.83203125,0.041827306151390076,24697.580078125,0.09554387629032135
episode,36125,283,393,-587.7739999999997,114,,,,
update,36224,283,394,,,6687.51806640625,0.11722403764724731,13374.802734375,0.13655048608779907
episode,36243,284,394,-574.4679999999998,118,,,,
update,36352,284,395,,,6816.267578125,0.11300751566886902,13632.3115234375,0.17924971878528595
episode,36381,285,395,-198.19200000000012,138,,,,
update,36480,285,396,,,8418.310546875,0.07357797026634216,16836.4765625,0.11229652911424637
episode,36493,286,396,-603.903,112,,,,
update,36608,286,397,,,12636.6123046875,0.12198895215988159,25272.982421875,0.13151077926158905
episode,36618,287,397,-750.3029999999999,125,,,,
episode,36736,287,398,-585.6210000000002,118,,,,
update,36736,287,399,,,8999.6396484375,0.05972767248749733,17999.162109375,0.113015316426754
update,36864,288,399,,,13115.4892578125,0.09287775307893753,26230.794921875,0.16594955325126648
episode,36867,289,399,-537.7610000000002,131,,,,
episode,36987,289,400,-811.982,120,,,,
update,36992,289,401,,,16923.587890625,0.12850743532180786,33846.91796875,0.14341329038143158
update,37120,290,401,,,5624.1416015625,0.11592553555965424,11248.052734375,0.1393798589706421
episode,37127,291,401,-470.83300000000014,140,,,,
update,37248,291,402,,,5894.93701171875,0.10565027594566345,11789.6650390625,0.1747099906206131
episode,37254,292,402,-250.56299999999996,127,,,,
update,37376,292,403,,,12867.6015625,0.09370199590921402,25735.017578125,0.12279091030359268
episode,37379,293,403,-865.6609999999991,125,,,,
update,37504,293,404,,,6841.68701171875,0.08252446353435516,13683.2099609375,0.11883904039859772
episode,37517,294,404,-265.1480000000001,138,,,,
update,37632,294,405,,,5127.30908203125,0.054071348160505295,10254.51171875,0.1502346694469452
episode,37641,295,405,-252.62000000000012,124,,,,
update,37760,295,406,,,17576.376953125,0.15361739695072174,35152.4453125,0.13965736329555511
episode,37769,296,406,-769.4970000000001,128,,,,
update,37888,296,407,,,10911.51953125,0.05550060048699379,21822.9296875,0.1011805459856987
episode,37898,297,407,-836.9609999999999,129,,,,
update,38016,297,408,,,10506.0537109375,0.06053021177649498,21011.98828125,0.14263325929641724
episode,38025,298,408,-616.808,127,,,,
update,38144,298,409,,,9739.7470703125,0.15081115067005157,19479.1953125,0.15685738623142242
episode,38160,299,409,-337.88700000000017,135,,,,
update,38272,299,410,,,5216.66650390625,0.07139579951763153,10433.1923828125,0.1576848030090332
episode,38296,300,410,-221.7740000000001,136,,,,
update,38400,300,411,,,6700.4033203125,0.07250428199768066,13400.6630859375,0.0952262282371521
episode,38414,301,411,-424.09300000000013,118,,,,
update,38528,301,412,,,7078.2734375,0.12787707149982452,14156.2919921875,0.1415630728006363
episode,38549,302,412,-418.563,135,,,,
update,38656,302,413,,,10302.134765625,0.07524546980857849,20604.12109375,0.10749872028827667
episode,38668,303,413,-860.9449999999998,119,,,,
episode,38783,303,414,-841.127,115,,,,
update,38784,303,415,,,13817.3408203125,0.03508932888507843,27634.61328125,0.10763201862573624
episode,38901,304,415,-747.2339999999998,118,,,,
update,38912,304,416,,,9214.4521484375,0.09109032154083252,18428.724609375,0.16071420907974243
episode,39017,305,416,-478.70200000000006,116,,,,
update,39040,305,417,,,6486.01318359375,0.10220454633235931,12971.82421875,0.18708759546279907
episode,39160,306,417,-194.39499999999987,143,,,,
update,39168,306,418,,,6855.62548828125,0.015324251726269722,13711.2216796875,0.10837676376104355
episode,39281,307,418,-849.2439999999998,121,,,,
update,39296,307,419,,,15542.978515625,0.06720397621393204,31085.82421875,0.1685287207365036
episode,39402,308,419,-877.3519999999996,121,,,,
update,39424,308,420,,,11857.6396484375,0.03416147828102112,23715.212890625,0.10963676869869232
episode,39528,309,420,-503.55599999999987,126,,,,
update,39552,309,421,,,8358.279296875,0.025211894884705544,16716.509765625,0.12419192492961884
episode,39656,310,421,-759.9469999999999,128,,,,
update,39680,310,422,,,11018.2919921875,0.060641687363386154,22036.462890625,0.09664008766412735
episode,39778,311,422,-673.6519999999999,122,,,,
update,39808,311,423,,,7811.28857421875,0.04141240939497948,15622.49609375,0.14951340854167938
episode,39896,312,423,-906.9669999999998,118,,,,
update,39936,312,424,,,13594.28515625,0.055977389216423035,27188.458984375,0.08540600538253784
episode,40010,313,424,-943.0909999999994,114,,,,
update,40064,313,425,,,9661.4296875,0.08166947960853577,19322.697265625,0.15171639621257782
episode,40144,314,425,-347.35500000000013,134,,,,
update,40192,314,426,,,5857.4443359375,0.031685519963502884,11714.826171875,0.11789090931415558
episode,40293,315,426,-45.044000000000025,149,,,,
update,40320,315,427,,,8041.896484375,0.004256273154169321,16083.78515625,0.1098044216632843
episode,40413,316,427,-699.5139999999999,120,,,,
update,40448,316,428,,,10516.19921875,0.05886836722493172,21032.283203125,0.10571195185184479
episode,40543,317,428,-1007.8129999999995,130,,,,
update,40576,317,429,,,16444.05078125,0.07405346632003784,32887.953125,0.13128802180290222
episode,40674,318,429,-605.8070000000001,131,,,,
update,40704,318,430,,,8663.685546875,0.049691688269376755,17327.2734375,0.09791155159473419
episode,40804,319,430,-553.4870000000001,130,,,,
update,40832,319,431,,,8013.45458984375,0.12963223457336426,16026.6513671875,0.09217597544193268
episode,40947,320,431,-365.428,143,,,,
update,40960,320,432,,,7370.5771484375,0.02375049516558647,14741.1083984375,0.1638045758008957
episode,41075,321,432,-428.684,128,,,,
update,41088,321,433,,,9427.0712890625,0.012744497507810593,18854.119140625,0.14392124116420746
episode,41206,322,433,-804.023,131,,,,
update,41216,322,434,,,7805.84423828125,0.00854075513780117,15611.6728515625,0.07399056851863861
episode,41332,323,434,-234.45600000000002,126,,,,
update,41344,323,435,,,6130.275390625,0.047365445643663406,12260.45703125,0.10145841538906097
episode,41455,324,435,-393.1619999999999,123,,,,
update,41472,324,436,,,4681.873046875,0.02373586967587471,9363.7001953125,0.17233988642692566
episode,41567,325,436,-922.6030000000001,112,,,,
update,41600,325,437,,,11563.4462890625,0.03770376369357109,23126.81640625,0.08968665450811386
episode,41687,326,437,-701.68,120,,,,
update,41728,326,438,,,10077.388671875,0.0723879411816597,20154.634765625,0.09939639270305634
update,41856,327,438,,,3049.269775390625,0.06209174916148186,6098.416015625,0.0533105693757534
episode,41859,328,438,464.21300000000014,172,,,,
update,41984,328,439,,,12483.388671875,0.1190810427069664,24966.541015625,0.1435065120458603
episode,41991,329,439,-695.9749999999999,132,,,,
episode,42112,329,440,-674.704,121,,,,
update,42112,329,441,,,10810.3271484375,0.011136641725897789,21620.6328125,0.08688133209943771
update,42240,330,441,,,3278.61279296875,0.08774033188819885,6557.05126953125,0.11145234107971191
episode,42252,331,441,-67.41099999999996,140,,,,
update,42368,331,442,,,11669.16015625,0.11628289520740509,23338.08984375,0.10721417516469955
episode,42376,332,442,-680.531,124,,,,
update,42496,332,443,,,10006.470703125,0.03863999992609024,20012.865234375,0.12260787189006805
episode,42518,333,443,-513.7979999999999,142,,,,
update,42624,333,444,,,11471.7197265625,0.016459383070468903,22943.40625,0.08597695082426071
episode,42647,334,444,-613.093,129,,,,
update,42752,334,445,,,4238.96240234375,0.01981620118021965,8477.88671875,0.20734800398349762
episode,42797,335,445,-363.85200000000003,150,,,,
update,42880,335,446,,,6847.2314453125,0.0320468507707119,13694.400390625,0.1467314511537552
episode,42935,336,446,-412.95500000000004,138,,,,
update,43008,336,447,,,6589.57470703125,0.026114191859960556,13179.0986328125,0.12820325791835785
episode,43059,337,447,-379.12499999999994,124,,,,
update,43136,337,448,,,11261.9453125,0.053282059729099274,22523.783203125,0.08925770223140717
episode,43177,338,448,-510.63199999999983,118,,,,
update,43264,338,449,,,8631.45703125,0.026798665523529053,17262.86328125,0.11166363209486008
episode,43303,339,449,-583.4440000000002,126,,,,
update,43392,339,450,,,8610.99609375,0.014246102422475815,17221.962890625,0.059024859219789505
episode,43415,340,450,-552.406,112,,,,
update,43520,340,451,,,9903.703125,0.0584731251001358,19807.291015625,0.10561401396989822
episode,43549,341,451,-741.1899999999999,134,,,,
update,43648,341,452,,,11335.4462890625,0.033614031970500946,22670.828125,0.1126934215426445
episode,43673,342,452,-507.08900000000017,124,,,,
update,43776,342,453,,,14703.466796875,0.01861448399722576,29406.896484375,0.09107638895511627
episode,43801,343,453,-601.2239999999995,128,,,,
update,43904,343,454,,,7926.20654296875,0.01969071291387081,15852.375,0.09408722072839737
episode,43938,344,454,-124.03699999999995,137,,,,
update,44032,344,455,,,7430.8857421875,0.00559154711663723,14861.76171875,0.12875476479530334
episode,44080,345,455,-655.3710000000002,142,,,,
update,44160,345,456,,,12225.7763671875,0.030189963057637215,24451.4921875,0.08499006927013397
episode,44198,346,456,-694.9230000000001,118,,,,
update,44288,346,457,,,9060.97265625,0.002910872921347618,18121.94140625,0.1036728248000145
episode,44335,347,457,-299.8460000000001,137,,,,
update,44416,347,458,,,6483.17333984375,0.010629354976117611,12966.326171875,0.09269825369119644
episode,44464,348,458,-290.3050000000002,129,,,,
update,44544,348,459,,,9386.37890625,0.004272850695997477,18772.75,0.08029648661613464
episode,44592,349,459,-523.5980000000001,128,,,,
update,44672,349,460,,,14017.638671875,-0.00747432466596365,28035.29296875,0.08926384150981903
episode,44705,350,460,-911.222,113,,,,
update,44800,350,461,,,13639.9345703125,0.03313862159848213,27279.8046875,0.1084970235824585
episode,44835,351,461,-640.5330000000001,130,,,,
update,44928,351,462,,,4514.5859375,0.009100773371756077,9029.154296875,0.08750052005052567
episode,44964,352,462,-46.828000000000046,129,,,,
update,45056,352,463,,,10316.8251953125,0.01265241764485836,20633.625,0.0689520463347435
episode,45076,353,463,-682.163,112,,,,
update,45184,353,464,,,9595.9326171875,-0.05323464795947075,19191.974609375,0.1065782979130745
episode,45214,354,464,-741.8690000000001,138,,,,
update,45312,354,465,,,11124.8125,0.03580356389284134,22249.5546875,0.15303383767604828
episode,45345,355,465,-329.20800000000014,131,,,,
update,45440,355,466,,,7985.552734375,0.028598036617040634,15971.048828125,0.11085429787635803
episode,45480,356,466,-183.39200000000005,135,,,,
update,45568,356,467,,,9848.6005859375,-0.0005035288631916046,19697.205078125,0.13767942786216736
episode,45615,357,467,-669.684,135,,,,
update,45696,357,468,,,8930.724609375,0.003402569331228733,17861.4453125,0.11133196949958801
episode,45734,358,468,-524.5059999999999,119,,,,
update,45824,358,469,,,9575.3349609375,0.041733093559741974,19150.5859375,0.09299371391534805
episode,45862,359,469,-645.3470000000001,128,,,,
update,45952,359,470,,,13281.3349609375,-0.033808786422014236,26562.73828125,0.08826864510774612
episode,45977,360,470,-780.9040000000001,115,,,,
update,46080,360,471,,,8884.423828125,0.025933146476745605,17768.796875,0.13175824284553528
episode,46116,361,471,-714.1129999999999,139,,,,
update,46208,361,472,,,14411.9296875,-0.01673847809433937,28823.892578125,0.06528972089290619
episode,46233,362,472,-905.3799999999999,117,,,,
update,46336,362,473,,,20045.392578125,0.025077776983380318,40090.734375,0.07019773870706558
episode,46349,363,473,-1070.5759999999998,116,,,,
update,46464,363,474,,,8201.900390625,-0.014819644391536713,16403.830078125,0.06364673376083374
episode,46479,364,474,-271.16600000000017,130,,,,
update,46592,364,475,,,9236.27734375,0.019519146531820297,18472.515625,0.07566086947917938
episode,46613,365,475,-388.446,134,,,,
update,46720,365,476,,,11124.4560546875,0.030250411480665207,22248.8515625,0.0859629213809967
episode,46739,366,476,-767.5069999999997,126,,,,
update,46848,366,477,,,24186.826171875,0.01640164852142334,48373.62109375,0.10035772621631622
episode,46854,367,477,-1081.6169999999997,115,,,,
update,46976,367,478,,,6464.30126953125,0.05006137117743492,12928.5029296875,0.1260189712047577
episode,46990,368,478,-261.05700000000013,136,,,,
update,47104,368,479,,,8106.99755859375,0.016990184783935547,16213.9619140625,0.06532333046197891
episode,47122,369,479,-246.61599999999987,132,,,,
update,47232,369,480,,,11789.06640625,0.06506156176328659,23578.00390625,0.10053372383117676
episode,47251,370,480,-552.9910000000001,129,,,,
update,47360,370,481,,,8366.6484375,0.019026311114430428,16733.259765625,0.06875675171613693
episode,47379,371,481,-517.2060000000001,128,,,,
update,47488,371,482,,,12152.67578125,0.031847137957811356,24305.287109375,0.0807390809059143
episode,47504,372,482,-690.5030000000003,125,,,,
update,47616,372,483,,,8352.6357421875,0.008239444345235825,16705.2578125,0.12634341418743134
episode,47646,373,483,-344.89799999999985,142,,,,
update,47744,373,484,,,11086.361328125,0.012454674579203129,22172.69921875,0.11095179617404938
episode,47778,374,484,-653.0459999999998,132,,,,
update,47872,374,485,,,9232.978515625,0.012996384873986244,18465.93359375,0.10188164561986923
episode,47906,375,485,-475.435,128,,,,
